"","est1","","",""
"l1shaless25","-.1159899",".0275086","-4.216488",".0000248"
"l1shamore65","-.0581499",".0222842","-2.609472",".0090682"
"l1shafakid",".0657308",".0169961","3.867394",".00011"
"l1shaown","-.069023",".012812","-5.387381","7.15e-08"
"l1vacrat",".0374409",".0224717","1.666136",".0956863"
"l1loden","-.0130406",".0011651","-11.19243","0"
"l1foreigncap","-.0304345",".0126672","-2.402619",".0162781"
"pull",".0625442",".2979707",".2099004",".8337454"
"m1",".0700041",".0261209","2.680006",".0073621"
"m2","-.198185",".0275871","-7.183976","6.77e-13"
"m3",".1062014",".027621","3.844946",".0001206"
"m4",".1792286",".0269331","6.654585","2.84e-11"
"m5",".0701024",".0274898","2.550121",".0107686"
"m6","-.2142447",".0286477","-7.478595","7.51e-14"
"m7",".1371538",".0343906","3.988115",".0000666"
"m8","-.2670594",".0264658","-10.09075","0"
"m9",".2462297",".027737","8.877291","0"
"m10",".4848425",".0294099","16.48569","0"
"m11","-.0159993",".0324456","-.4931128",".6219329"
"m12",".0265327",".0305761",".8677617",".3855248"
"m13","-.044337",".0320355","-1.383998",".166359"
"m14","-.0477214",".0362276","-1.317267",".1877492"
"m15",".1316467",".0264287","4.981212","6.32e-07"
"m16",".0701006",".0256213","2.736029",".0062186"
"m17",".1881195",".0264108","7.122823","1.06e-12"
"m18","-.0812454",".0259847","-3.126663",".001768"
"m19","-.2469524",".0300726","-8.211876","2.22e-16"
"m20",".3827355",".0260667","14.68294","0"
"m21",".1063888",".0285172","3.730681",".000191"
"m22","-.1085481",".0274936","-3.948117",".0000788"
"m23",".1468367",".0288582","5.088215","3.61e-07"
"m24",".1842582",".0296842","6.207293","5.39e-10"
"m25",".16044",".0267134","6.005976","1.90e-09"
"m26","-.0529163",".0271244","-1.950876",".0510718"
"m27","-.0285704",".0306781","-.9312974",".3516998"
"m28",".2871108",".0356601","8.051327","8.88e-16"
"m29","-.1059863",".0352677","-3.005195",".0026541"
"m30",".1504141",".0267089","5.631603","1.79e-08"
"m31","-.1067521",".0263068","-4.057967",".0000495"
"m32","-.0186195",".0266351","-.6990604",".4845143"
"m33","-.1088159",".0273182","-3.98327",".000068"
"m34",".3074541",".0339161","9.065131","0"
"m35",".0751033",".0267001","2.812847",".0049105"
"m36","-.1103113",".0262102","-4.20871",".0000257"
"m37",".0122402",".0258431",".4736356",".6357598"
"m38",".8295669",".0329548","25.17286","0"
"m39","-.4039652",".0295693","-13.66163","0"
"m40",".097836",".0317968","3.076911",".0020916"
"m41","-.0037051",".0430572","-.0860516",".9314254"
"m42",".1291237",".0332061","3.888548",".0001008"
"m43","-.0426034",".0335561","-1.269616",".2042213"
"m44",".0489923",".0276523","1.771727",".0764398"
"m45",".0130622",".0280655",".4654169",".6416329"
"m46",".6057601",".0256932","23.5767","0"
"m47","-.3300161",".0259834","-12.70105","0"
"m48",".0211533",".0307617",".6876511",".4916725"
"m49",".0138837",".0315699",".4397766",".6600989"
"m50",".2502348",".0296254","8.44664","0"
"m51","-.1593578",".0325371","-4.897731","9.69e-07"
"m52",".1809545",".0267834","6.756216","1.42e-11"
"m53",".0333894",".0270105","1.236164",".2163977"
"m54",".6071571",".0266369","22.7938","0"
"m55","-.2583035",".0264761","-9.756114","0"
"m56",".3958509",".0283379","13.96896","0"
"m57","-.2561022",".0280181","-9.140606","0"
"m58",".3772762",".0380667","9.910931","0"
"m59",".0984543",".040495","2.431269",".015046"
"m60",".8371852",".0265648","31.51482","0"
"m61","-.1987745",".0263453","-7.544978","4.53e-14"
"m62","-.26135",".026606","-9.822978","0"
"m63",".5502811",".0264144","20.83262","0"
"m64","-.0488693",".0260072","-1.87907",".0602349"
"m65",".5753152",".0260163","22.11362","0"
"m66","-.2187318",".0261386","-8.36815","0"
"m67",".2869829",".0268477","10.68928","0"
"m68","-.0254967",".0265175","-.9615018",".3362999"
"m69",".0818809",".0255472","3.205083",".0013502"
"m70",".502803",".0264004","19.04529","0"
"m71",".3413447",".029324","11.64045","0"
"m72",".1323824",".0268092","4.93795","7.89e-07"
"m73",".0353755",".0285252","1.240151",".2149196"
"m74",".0274194",".0304974",".8990713",".3686147"
"m75",".2113496",".0293059","7.211845","5.52e-13"
"m76",".3505356",".0271567","12.90788","0"
"m77","-.2939859",".0261813","-11.22884","0"
"m78",".0519742",".0307246","1.691611",".0907201"
"m79",".3731586",".0265169","14.07246","0"
"m80","-.1775134",".0260255","-6.820748","9.06e-12"
"m81",".4487322",".0277498","16.17065","0"
"m82",".4628096",".0291189","15.89379","0"
"m83",".024122",".0317294",".7602417",".4471101"
"m84",".3724427",".0270065","13.79084","0"
"m85",".3975847",".0262102","15.1691","0"
"m86","-.1217853",".0258424","-4.712624","2.45e-06"
"m87",".6121367",".0263832","23.20175","0"
"m88",".0146741",".0265148",".553431",".5799683"
"m89",".6931841",".0264343","26.22294","0"
"m90",".141657",".0260926","5.429005","5.67e-08"
"m91",".5361456",".0279945","19.15182","0"
"m92","-.0864695",".0303572","-2.848404",".0043939"
"m93",".570972",".0365738","15.61149","0"
"m94",".0416444",".0290565","1.433223",".1517941"
"m95",".2086448",".0322165","6.476335","9.40e-11"
"m96","-.0159919",".0274986","-.5815539",".5608672"
"m97",".0261789",".0315616",".8294554",".4068467"
"m98",".1820851",".0258071","7.055628","1.72e-12"
"m99",".2322088",".0311918","7.444545","9.73e-14"
"m100","-.0756349",".0296763","-2.548666",".0108136"
"m101",".4120592",".0274544","15.00887","0"
"m102","-.1932009",".0275364","-7.016191","2.28e-12"
"m103","-.3139708",".029098","-10.79013","0"
"m104",".0616047",".0278799","2.209643",".0271299"
"m105",".485639",".02772","17.51944","0"
"m106","-.0731028",".0279209","-2.618213",".0088392"
"m107",".6680301",".0274567","24.33028","0"
"m108","-.2835764",".0276231","-10.2659","0"
"m109",".106058",".0278389","3.809703",".0001391"
"m110","-.0291712",".0287988","-1.012932",".3110928"
"m111",".4058412",".0262771","15.44466","0"
"m112","-.1987107",".0257057","-7.730216","1.07e-14"
"m113",".2445971",".0285966","8.553375","0"
"m114","-.0576211",".0276151","-2.086578",".0369263"
"m115","-.1304208",".0296438","-4.399604",".0000108"
"m116",".370002",".0286329","12.92227","0"
"m117",".3929562",".0354421","11.08728","0"
"m118","-.1160214",".0278865","-4.160488",".0000318"
"m119",".1397816",".0310035","4.508579","6.53e-06"
"m120","-.079771",".0329012","-2.424567",".0153267"
"m121",".1459965",".0375589","3.887133",".0001014"
"_cons","1.165664",".150059","7.768033","7.99e-15"
"N","34833","","",""
"r2",".8475638","","",""
"df_m","167","","",""
"df_r","","","",""
"df_b","","","",""
"df","","","",""
