,,,,,FILL THESE COLUMNS FOR ALL VARIABLES,,,,,,ONLY NEEDED FOR NOISED VARIABLES,,,,,
Implemented,study-id,result-ids,variable-id,desc,query type,query notes,noised,reg-role,interaction variable?,constructed from microdata by authors,data-dependent-bounds,component-variables,data domain,data type,dataset publisher,dataset
1,cunningham-2018,all,x_dentrend,pop per sq mile x trend,count * invariant,assuming that trend is not personal; not sure what this is; reconstructing mileage_per_trend = _popwgt / x_dentrend; reconstructing _popwgt = _popwgt_nw + _popwgt_w,1,control,1,0,,"_popwgt_nw, _popwgt_w",population,Blended,SEER,"Surveillance, Epidemiology, and End Results Program (SEER)"
1,cunningham-2018,all,x_uetrend,LFPR Unemp x trend,count / count * invariant,"no info about emp, lf, cannot determine sensitivity",0,control,1,0,,,,,,
1,cunningham-2018,all,x_pubtranstrend,% worker public tran x trend,count / count * invariant,"no info about emp, lf, cannot determine sensitivity",0,control,1,0,,,,,,
1,cunningham-2018,all,x_povertytrend,% faminc < 3K x trend,count * invariant,not enough info to separate n_low_inc from trend,0,control,1,0,,,,,,
1,cunningham-2018,all,x_whiteinctrend,med fam inc white x trend,sum * invariant,not enough info to separate med fam inc white from trend,0,control,1,0,,,,,,
1,cunningham-2018,all,x_blackinctrend,med fam inc blk x trend,sum * invariant,not enough info to separate med fam inc blk from trend,0,control,1,0,,,,,,
1,cunningham-2018,all,x_pubasstrend, #pub asst recipients x trend,count * invariant,not enough info to separate pub asst recipients from trend,0,control,1,0,,,,,,
1,cunningham-2018,all,x_owntrend,black owner occupied x trend,count * invariant,not enough info to separate black owner occupied from trend,0,control,1,0,,,,,,
1,sviatschi-2019,all,treat7x9,at least one homicide * the number of years of schooling of individuals between 18 and 45 per cohort-municipality of birth,boolean * invariant,,1,ind,1,0,,TOTAL,crime,,,
1,sviatschi-2019,all,treat10x12,at least one homicide * the number of years of schooling of individuals between 18 and 45 per cohort-municipality of birth,boolean * invariant,,1,control,1,0,,TOTAL,crime,,,
1,sviatschi-2019,all,treat13x15,at least one homicide * the number of years of schooling of individuals between 18 and 45 per cohort-municipality of birth,boolean * invariant,,1,control,1,0,,TOTAL,crime,,,
1,sviatschi-2019,all,treat16x1,at least one homicide * the number of years of schooling of individuals between 18 and 45 per cohort-municipality of birth,boolean * invariant,,1,control,1,0,,TOTAL,crime,,,
1,combs-2021,all,lnrealtcurelscpp,Log Current operating expenditure per-pupil,log invariant / count,reconstructing lnrealtcurelscpp = ln(realtcurelscpp); reconstructing realtcurelsc = exp(lnrealtcurelscpp) * enrollment,1,dep,0,0,,enrollment,education,Survey,National Center for Education Statistics (NCES),F-33 Survey of School District Finances
1,combs-2021,all,lntaxableratio1,ratio between taxable share of median voter's property and taxable share of district-wide property when threshold set to 50%,complex,reconstructing lntaxableratio1; reconstructing taxshare = medval2 / nomassessaltpp; reconstructing nomassessaltpp = nomassessalt / enrollment; reconstructing claimants = p50num / claimp50sh,1,instrumented,0,1,,"enrollment, p50num, claimants","education, income",Blended,"Kentucky Department of Revenue, U.S. Census Bureau",American Community Survey
1,combs-2021,all,lntaxshare,Median voter's tax share,invariant * count,reconstructing lntaxshare = ln(taxshare),1,ind,0,0,,enrollment,education,Administrative,Kentucky Department of Revenue,
1,combs-2021,all,lnrealp50inc,Median household income,median,reconstructing lnrealp50inc = ln(realp50inc); assuming income clipped at 500k,1,control,0,0,,realp50inc,income,Survey,U.S. Census Bureau,American Community Survey
1,combs-2021,all,pctefrl2,% students free/reduced lunch,count / count,reconstructing count_* = * / 100 x enrollment,1,control,0,0,,"enrollment, count_pctefrl2","education, income",Administrative,National Center for Education Statistics (NCES),Common Core of Data
1,combs-2021,all,pctsped2,% students special ed,count / count,reconstructing count_* = * / 100 x enrollment,1,control,0,0,,"enrollment, count_pctsped2","education, disability",Administrative,National Center for Education Statistics (NCES),Common Core of Data
1,combs-2021,all,pctlep2,% students limited English,count / count,reconstructing count_* = * / 100 x enrollment,1,control,0,0,,"enrollment, count_pctlep2","education, language",Administrative,National Center for Education Statistics (NCES),Common Core of Data
1,combs-2021,all,lnivtaxableratio1,same but average take-up rate,complex,reconstructing ivtakeup = (1 - exp(lnivtaxableratio1) * (1-exemptrate)) / taxshare * claimants,1,instrument,0,1,,"enrollment, p50num, claimants","education, income",Blended,"Kentucky Department of Revenue, U.S. Census Bureau",American Community Survey
1,combs-2021,all,bachplus,% Adults with B.A.+,count / count,reconstructing count_bachplus = bachplus / 100 * pop * (100 - youthpct),1,control,0,0,,"pop, count_youthpct, count_bachplus",education,Survey,U.S. Census Bureau,American Community Survey
1,combs-2021,all,homeown,Homeownership rate,count / count,reconstructed households = homeowntotimp / homeown * 100,1,control,0,0,,"homeowntotimp, households",homeownership,Survey,U.S. Census Bureau,American Community Survey
1,combs-2021,all,black, % pop *,count / count,created inter var count_* = * x pop,1,control,0,0,,"pop, count_black",race/ethnicity,Survey,U.S. Census Bureau,American Community Survey
1,combs-2021,all,youthpct, % pop *,count / count,created inter var count_* = * x pop,1,control,0,0,,"pop, count_youthpct",age,Survey,U.S. Census Bureau,American Community Survey
1,combs-2021,all,oldhosh, % homeowners age 65+,count / count,created inter var count_* = * x pop,1,control,0,0,,"homeowntotimp, oldhoimp",age,Survey,U.S. Census Bureau,American Community Survey
1,combs-2021,all,disabhosh,% of homeowners with a disability,count / count,reconstructing disabhosh = disabhotot / homeowntotimp * 100,1,control,0,1,,"homeowntotimp, disabhotot",disability,Blended,"Kentucky Department of Revenue, U.S. Census Bureau",American Community Survey
1,combs-2021,all,lnenrollment,Enrollment,log count,reconstructing lnenrollment = ln(enrollment),1,control,0,0,,enrollment,education,Administrative,National Center for Education Statistics (NCES),Common Core of Data
1,combs-2021,all,lnenrollmentsq, Enrollment squared,log count ^ 2,reconstructing lnenrollmentsq = lnenrollment^2,1,control,0,0,,enrollment,education,Administrative,National Center for Education Statistics (NCES),Common Core of Data
1,combs-2021,all,lntaxableratio1terc,"annual tercile rank of a school’s expenditure and the unweighted average district level, per pupil expenditure among districts in neighboring counties",complex,"cannot reconstruct, no geographic info",0,instrument,0,1,,,,,,
1,combs-2021,all,ivaidshare1,same but average take-up rate,complex,"same as aidsharestyinger1; probably private, but can't figure out how to reconstruct",0,instrument,0,1,,,,,,
1,combs-2021,all,aidsharestyinger1,"State aid share, 50% threshold",??,"probably private, but can't figure out how to reconstruct",0,instrumented,0,1,,,,,,
1,bohn-2015,all,ln_arrests_hf,"Ln Arrests per Capita, by Ethnicity [Bexar County]",log (count / count),reconstructed ln_arrests_hf = log (arrests_hf + 0.01); reconstructing popinterpolated = arrests / arrests_hf * 1000; assuming individual can only contribute to interpolated pop at most 1/2,1,dep,0,0,,"popinterpolated, arrests",crime,Administrative,Bexar County Department of Information Technology,
1,bohn-2015,misde-poverty,i_povrate_enacted,Poverty Rate x IRCA Enacted ,invariant * count / count,reconstructed n_`v` = `v` * pop / 100; reconstructed `t`_`v` = i_`v`_`t` / `v`,1,ind,1,0,,"pop, n_povrate",income,Census,U.S. Census Bureau,1990 Decennial Census
1,bohn-2015,misde-poverty,i_povrate_exLAW,Poverty Rate x LAW Expiry,invariant * count / count,reconstructed n_`v` = `v` * pop / 100; reconstructed `t`_`v` = i_`v`_`t` / `v`,1,control,1,0,,"pop, n_povrate",income,Census,U.S. Census Bureau,1990 Decennial Census
1,bohn-2015,misde-poverty,i_povrate_exSAW,Poverty Rate x SAW Expiry ,invariant * count / count,reconstructed n_`v` = `v` * pop / 100; reconstructed `t`_`v` = i_`v`_`t` / `v`,1,control,1,0,,"pop, n_povrate",income,Census,U.S. Census Bureau,1990 Decennial Census
1,bohn-2015,misde-immigrant,i_pct_foreign_enacted,Foreign Born x IRCA Enacted,invariant * count / count,reconstructed n_`v` = `v` * pop / 100; reconstructed `t`_`v` = i_`v`_`t` / `v`,1,ind,1,0,,"pop, n_pct_foreign",nationality,Census,U.S. Census Bureau,1990 Decennial Census
1,bohn-2015,misde-immigrant,i_pct_foreign_exLAW,Foreign Born x LAW Expiry,invariant * count / count,reconstructed n_`v` = `v` * pop / 100; reconstructed `t`_`v` = i_`v`_`t` / `v`,1,control,1,0,,"pop, n_pct_foreign",nationality,Census,U.S. Census Bureau,1990 Decennial Census
1,bohn-2015,misde-immigrant,i_pct_foreign_exSAW,Foreign Born x SAW Expiry,invariant * count / count,reconstructed n_`v` = `v` * pop / 100; reconstructed `t`_`v` = i_`v`_`t` / `v`,1,control,1,0,,"pop, n_pct_foreign",nationality,Census,U.S. Census Bureau,1990 Decennial Census
1,dellavigna-2014,all,logpop,village-level Population (logged) + 1,log count,reconstructed logpop = log (population + 1),1,control,0,0,,population,geography,Census,Croatian Census of 2001,
1,dellavigna-2014,all,Nazi_share,"village-level Vote share for extremely nationalistic parties (HSP, HCSP, HP-HPP)",sum(counts) / count,reconstructed Nazi_share = (hsp + hcsp + hp_hpp) / votes_counted,1,dep,0,0,,"hsp, hcsp, hp_hpp, votes_counted",voting,Administrative,Central Election Commission of Croatia,
1,dellavigna-2014,all,people_listed,People listed to vote,count,,1,weights,0,0,,people_listed,voting,Administrative,Central Election Commission of Croatia,
1,dellavigna-2014,all,male_share,village-level % of male population,count / count,reconstructed male_share = males / population,1,control,0,0,,"males, population",sex/gender,Census,Croatian Census of 2001,
1,dellavigna-2014,all,z2,village-level % of aged 21-40,sum(counts) / count,reconstructed z2 = (age20_24 + age25_29 + age30_34 + age35_39) / totpop,1,control,0,0,,"age20_24, age25_29, age30_34, age35_39, totpop",age,Census,Croatian Census of 2001,
1,dellavigna-2014,all,z3,village-level % of aged 41-60,sum(counts) / count,reconstructed z3 = (age40_44 + age45_49 + age50_54 + age55_59) / totpop,1,control,0,0,,"age40_44, age45_49, age50_54, age55_59, totpop",age,Census,Croatian Census of 2001,
1,dellavigna-2014,all,z6,village-level % of aged 61+,sum(counts) / count,reconstructed z6 = (age60_64 + age65_69 + age70_74 + age75_79 + age80_84 + age85_89 + age90_94 + age95plus) / totpop,1,control,0,0,,"age60_64, age65_69, age70_74, age80_84, age85_89, age90_94, age95plus, totpop",age,Census,Croatian Census of 2001,
1,dellavigna-2014,all,Croats,village-level % of Croats,count / count,reconstructing n_* = * x opspop,1,control,0,0,,"n_Croats, opspop",race/ethnicity,Census,Croatian Census of 2001,
1,dellavigna-2014,all,higher_educ,village-level share of people with higher education,count / count,reconstructing n_* = * x opspop,1,control,0,0,,"n_higher_educ, opspop",education,Census,Croatian Census of 2001,
1,dellavigna-2014,all,ec_activate,"village-level Economically active population, %",count / count,reconstructing n_* = * x opspop,1,control,0,0,,"n_ec_activate, opspop",employment,Census,Croatian Census of 2001,
1,dellavigna-2014,all,disable_share2,"village-level Disabled after the war of independence, % of opsina population",count / count,reconstructing disable_share2 = disabled_from_war / opspop; created inter var opspop = exp(logopspop) - 1,1,control,0,0,,"opspop, disabled_from_war",disability,Census,Croatian Census of 2001,
1,nguyen-2019,all,poptot1999,total population * year dummy variable,count * invariant,,1,control,1,0,,poptot,population,Census,U.S. Census Bureau,2000 Decennial Census
1,nguyen-2019,all,poptot2000,total population * year dummy variable,count * invariant,,1,control,1,0,,poptot,population,Census,U.S. Census Bureau,2000 Decennial Census
1,nguyen-2019,all,poptot2001,total population * year dummy variable,count * invariant,,1,control,1,0,,poptot,population,Census,U.S. Census Bureau,2000 Decennial Census
1,nguyen-2019,all,poptot2002,total population * year dummy variable,count * invariant,,1,control,1,0,,poptot,population,Census,U.S. Census Bureau,2000 Decennial Census
1,nguyen-2019,all,poptot2003,total population * year dummy variable,count * invariant,,1,control,1,0,,poptot,population,Census,U.S. Census Bureau,2000 Decennial Census
1,nguyen-2019,all,poptot2004,total population * year dummy variable,count * invariant,,1,control,1,0,,poptot,population,Census,U.S. Census Bureau,2000 Decennial Census
1,nguyen-2019,all,poptot2005,total population * year dummy variable,count * invariant,,1,control,1,0,,poptot,population,Census,U.S. Census Bureau,2000 Decennial Census
1,nguyen-2019,all,poptot2006,total population * year dummy variable,count * invariant,,1,control,1,0,,poptot,population,Census,U.S. Census Bureau,2000 Decennial Census
1,nguyen-2019,all,poptot2007,total population * year dummy variable,count * invariant,,1,control,1,0,,poptot,population,Census,U.S. Census Bureau,2000 Decennial Census
1,nguyen-2019,all,poptot2008,total population * year dummy variable,count * invariant,,1,control,1,0,,poptot,population,Census,U.S. Census Bureau,2000 Decennial Census
1,nguyen-2019,all,poptot2009,total population * year dummy variable,count * invariant,,1,control,1,0,,poptot,population,Census,U.S. Census Bureau,2000 Decennial Census
1,nguyen-2019,all,poptot2010,total population * year dummy variable,count * invariant,,1,control,1,0,,poptot,population,Census,U.S. Census Bureau,2000 Decennial Census
1,nguyen-2019,all,poptot2011,total population * year dummy variable,count * invariant,,1,control,1,0,,poptot,population,Census,U.S. Census Bureau,2000 Decennial Census
1,nguyen-2019,all,poptot2012,total population * year dummy variable,count * invariant,,1,control,1,0,,poptot,population,Census,U.S. Census Bureau,2000 Decennial Census
1,nguyen-2019,all,popdensity1999,population density * year dummy,count * invariant,created inter var landarea = poptot / popdensity,1,control,1,0,,poptot,population,Census,U.S. Census Bureau,2000 Decennial Census
1,nguyen-2019,all,popdensity2000,population density * year dummy,count * invariant,created inter var landarea = poptot / popdensity,1,control,1,0,,poptot,population,Census,U.S. Census Bureau,2000 Decennial Census
1,nguyen-2019,all,popdensity2001,population density * year dummy,count * invariant,created inter var landarea = poptot / popdensity,1,control,1,0,,poptot,population,Census,U.S. Census Bureau,2000 Decennial Census
1,nguyen-2019,all,popdensity2002,population density * year dummy,count * invariant,created inter var landarea = poptot / popdensity,1,control,1,0,,poptot,population,Census,U.S. Census Bureau,2000 Decennial Census
