,,,,,FILL THESE COLUMNS FOR ALL VARIABLES,,,,,,ONLY NEEDED FOR NOISED VARIABLES,,,,,
Implemented,study-id,result-ids,variable-id,desc,query type,query notes,noised,reg-role,interaction variable?,constructed from microdata by authors,data-dependent-bounds,component-variables,data domain,data type,dataset publisher,dataset
1,acconcia-2014,all,L2Corruption1,Lagged variable,(count - count) / count," assuming common denominator (pop_0), reconstructing crime_diff = ncrime_1 - ncrime_0 = Crime * pop_0 / 1000",1,control,0,0,,"Population, Corruption1_diff",crime,Administrative,Italian Institute of Statistics,
1,acconcia-2014,all,L1Corruption2,Lagged variable,(count - count) / count," assuming common denominator (pop_0), reconstructing crime_diff = ncrime_1 - ncrime_0 = Crime * pop_0 / 1000",1,control,0,0,,"Population, Corruption2_diff",crime,Administrative,Italian Institute of Statistics,
1,acconcia-2014,all,L2Corruption2,Lagged variable,(count - count) / count," assuming common denominator (pop_0), reconstructing crime_diff = ncrime_1 - ncrime_0 = Crime * pop_0 / 1000",1,control,0,0,,"Population, Corruption2_diff",crime,Administrative,Italian Institute of Statistics,
1,acconcia-2014,all,L1Murder,Lagged variable,(count - count) / count," assuming common denominator (pop_0), reconstructing crime_diff = ncrime_1 - ncrime_0 = Crime * pop_0 / 1000",1,control,0,0,,"Population, Murder_diff",crime,Administrative,Italian Institute of Statistics,
1,acconcia-2014,all,L2Murder,Lagged variable,(count - count) / count," assuming common denominator (pop_0), reconstructing crime_diff = ncrime_1 - ncrime_0 = Crime * pop_0 / 1000",1,control,0,0,,"Population, Murder_diff",crime,Administrative,Italian Institute of Statistics,
1,acconcia-2014,all,L1U1,Lagged value of Change in the log of per-capita employment ,log (count / count) - log (count / count),"cannot reconstruct; because log, can only reconstruct ratio, not diff",0,control,0,0,,,,,,
1,acconcia-2014,all,L1U2,Lagged value of Change in the log of per-capita hours of wage supplement provided by the unemployment insurance scheme available to employees of large private Örms in Italy.,log (sum / count) - log (sum / count),"cannot reconstruct; because log, can only reconstruct ratio, not diff",0,control,0,0,,,,,,
1,acconcia-2014,all,L2U1,Lagged value of Change in the log of per-capita employment ,log (count / count) - log (count / count),"cannot reconstruct; because log, can only reconstruct ratio, not diff",0,control,0,0,,,,,,
1,acconcia-2014,all,L2U2,Lagged value of Change in the log of per-capita hours of wage supplement provided by the unemployment insurance scheme available to employees of large private Örms in Italy.,log (sum / count) - log (sum / count),"cannot reconstruct; because log, can only reconstruct ratio, not diff",0,control,0,0,,,,,,
1,bordignon-2016,"runoff-candidate, runoff-timevar, runoff-crossvar",pop15000,"population normalized at 15,000 (i.e. population - 15000)",count,reconstructed pop15000 = pop_census - 15000,1,control,0,0,,pop_census,population,Census,Associazione Nazionale Comuni Italiani,
1,bordignon-2016,"runoff-candidate, runoff-timevar, runoff-crossvar",pop15000_2,"population normalized at 15,000 (i.e. population - 15000) squared",count ^ 2, reconstructed pop15000_2 = pop15000^2,1,control,0,0,,pop_census,population,Census,Associazione Nazionale Comuni Italiani,
1,bordignon-2016,"runoff-candidate, runoff-timevar, runoff-crossvar",pop15000_3,"population normalized at 15,000 (i.e. population - 15000)",count ^ 3,reconstructed pop15000_3 = pop15000^3,1,control,0,0,,pop_census,population,Census,Associazione Nazionale Comuni Italiani,
1,bordignon-2016,"runoff-candidate, runoff-timevar, runoff-crossvar",t15000_int1,t15000 * pop15000,invariant * count, reconstructed t15000_int1 = t15000 * pop15000,1,control,1,0,,pop_census,population,Census,Associazione Nazionale Comuni Italiani,
1,bordignon-2016,"runoff-candidate, runoff-timevar, runoff-crossvar",t15000_int2,t15000 * pop15000_2,invariant * count ^ 2,reconstructed t15000_int2 = t15000 * pop15000_2,1,control,1,0,,pop_census,population,Census,Associazione Nazionale Comuni Italiani,
1,bordignon-2016,"runoff-candidate, runoff-timevar, runoff-crossvar",t15000_int3,t15000 * pop15000_3,invariant * count ^ 3,reconstructed t15000_int3 = t15000 * pop15000_3,1,control,1,0,,pop_census,population,Census,Associazione Nazionale Comuni Italiani,
1,bordignon-2016,"runoff-candidate, runoff-timevar, runoff-outcome",end_rev_transf_pc,value of rev_transf_pc at termination (this should be per-capita transfers),invariant / count,reconstructed end_rev_transf = end_rev_transf_pc * pop_census,1,control,0,0,,pop_census,population,Census,Associazione Nazionale Comuni Italiani,
1,bordignon-2016,"runoff-candidate, runoff-timevar, runoff-outcome",income_pc,disposable income per capita in euros (2005),sum / count,assuming disposable income clipped at 500k euros; reconstructed income = income_pc * pop_census,1,control,0,0,,"pop_census, income","population, income",Census,Associazione Nazionale Comuni Italiani,
1,bordignon-2016,"runoff-candidate, runoff-timevar, runoff-outcome",active_pop,active population / total population (2005),count / count,reconstructed active = active_pop * pop_census,1,control,0,0,,"pop_census, active",ballot,Administrative,Statistical Office of the Italian Ministry of Internal Affairs,
1,bordignon-2016,"runoff-candidate, runoff-timevar, runoff-outcome",elderly_index,elderly index (2005),,"can't find a definition for this variable, not sure if it is personal; not noised",0,control,0,0,,,,,,
1,bordignon-2016,"runoff-candidate, runoff-timevar, runoff-outcome",family_size,family size (2005) --- guessing this is average family size? not clear,,"no definition, not noised",0,control,0,0,,,,,,
1,lundqvist-2014,grant-publicemp,pers_total,"personall per 1,000 capita of type *",count / count,reconstructing n_* = pers_* * pop / 1000,1,dep,0,0,,"pop, n_total",employment,Administrative,Swedish Association of Local Authorities and Regions,
1,lundqvist-2014,grant-adminemp,pers_admin,"personall per 1,000 capita of type *",count / count,reconstructing n_* = pers_* * pop / 1000,1,dep,0,0,,"pop, n_admin",employment,Administrative,Swedish Association of Local Authorities and Regions,
1,lundqvist-2014,grant-childcareemp,pers_child,"personall per 1,000 capita of type *",count / count,reconstructing n_* = pers_* * pop / 1000,1,dep,0,0,,"pop, n_child",employment,Administrative,Swedish Association of Local Authorities and Regions,
1,lundqvist-2014,grant-schoolemp,pers_school,"personall per 1,000 capita of type *",count / count,reconstructing n_* = pers_* * pop / 1000,1,dep,0,0,,"pop, n_school",employment,Administrative,Swedish Association of Local Authorities and Regions,
1,lundqvist-2014,grant-elderlycareemp,pers_elder,"personall per 1,000 capita of type *",count / count,reconstructing n_* = pers_* * pop / 1000,1,dep,0,0,,"pop, n_elder",employment,Administrative,Swedish Association of Local Authorities and Regions,
1,lundqvist-2014,grant-welfareemp,pers_social,"personall per 1,000 capita of type *",count / count,reconstructing n_* = pers_* * pop / 1000,1,dep,0,0,,"pop, n_social",employment,Administrative,Swedish Association of Local Authorities and Regions,
1,lundqvist-2014,grant-technicalemp,pers_tech,"personall per 1,000 capita of type *",count / count,reconstructing n_* = pers_* * pop / 1000,1,dep,0,0,,"pop, n_tech",employment,Administrative,Swedish Association of Local Authorities and Regions,
1,lundqvist-2014,all,forcing1,"The assignment variable mi, t is thepercentage decrease in the size of the population ni, t during a ten-year period with a two-year lag, i.e., mi, t = 100(1 − ni, t−2/ni, t−12).",complex,"reconstructing pop_2 = pop.shift(2), imputing first two years; reconstructing pop_12 = pop_2 / (1 - popchange_10y / 100)",1,control,0,0,,"pop, pop_12",population,Administrative,Statistics Sweden,
1,lundqvist-2014,all,Dforcing1,"The assignment variable mi, t is thepercentage decrease in the size of the population ni, t during a ten-year period with a two-year lag, i.e., mi, t = 100(1 − ni, t−2/ni, t−12).",complex,"reconstructing pop_2 = pop.shift(2), imputing first two years; reconstructing pop_12 = pop_2 / (1 - popchange_10y / 100)",1,instrument,0,0,,"pop, pop_12",population,Administrative,Statistics Sweden,
1,brollo-2013,all,pop,population estimate,count / count,,1,control,0,0,,pop,population,Blended,Brazilian Institute of Geography and Statistics,
1,brollo-2013,all,pop_2,population estimate ^2,count ^ 2,reconstructed pop_2 = pop ** 2,1,control,0,0,,pop,population,Blended,Brazilian Institute of Geography and Statistics,
1,brollo-2013,all,pop_3,population estimate ^3,count ^ 3,reconstructed pop_3 = pop ** 3,1,control,0,0,,pop,population,Blended,Brazilian Institute of Geography and Statistics,
1,brollo-2013,all,fpm_hat,"In theory, the amount of transfers each municipality receives should be calculated according to the IBGE population estimates that are sent to TCU in the previous year. Therefore, for the term 2001–2004, we use an average of the IBGE population estimates for the years 2000, 2001, and 2002; for the term 2005–2008, we use estimates for the years 2004, 2005, and 2006.",complex,earlier population estimates not included; cannot reconstruct,0,instrument,0,0,,pop,,,,
1,caselli-2013,all,oilandgasvalue2000_cap,"""Total municipal revenues per capita in 2000",invariant / count,reconstructed oilandgasvalue2000 = oilandgasvalue2000_cap * population2000,1,ind,0,0,,population2000,population,Census,Instituto de Pesquisa Econômica Aplicada (IPEA),
1,caselli-2013,oil-revenue,mun_budget_revenue_cap2000,Municipal revenues per capita in 2000,invariant / count,reconstructed mun_budget_revenue_cap2000 = mun_budget_revenue2000 / population2000,1,dep,0,0,,population2000,population,Census,Instituto de Pesquisa Econômica Aplicada (IPEA),
1,caselli-2013,revenue-education,pmun_exp_funct_educ_cult2000c,Predicted municipal functional expenditures per capita in 2000,invariant / count,,1,dep,0,0,,population2000,population,Census,Instituto de Pesquisa Econômica Aplicada (IPEA),
1,caselli-2013,revenue-house,pmun_exp_funct_hous_urban2000c,Predicted municipal functional expenditures per capita in 2000,invariant / count,,1,dep,0,0,,population2000,population,Census,Instituto de Pesquisa Econômica Aplicada (IPEA),
1,caselli-2013,revenue-transportation,pmun_exp_funct_transport2000c,Predicted municipal functional expenditures per capita in 2000,invariant / count,,1,dep,0,0,,population2000,population,Census,Instituto de Pesquisa Econômica Aplicada (IPEA),
1,caselli-2013,revenue-social,pmun_exp_funct_welf2000c,Predicted municipal functional expenditures per capita in 2000,invariant / count,,1,dep,0,0,,population2000,population,Census,Instituto de Pesquisa Econômica Aplicada (IPEA),
1,caselli-2013,"revenue-education, revenue-house, revenue-transportation, revenue-social",mun_budget_revenue2000_pred_c,The predicted municipal revenues per capita in 2000,invariant / count,,1,instrumented,0,0,,population2000,population,Census,Instituto de Pesquisa Econômica Aplicada (IPEA),
1,egger-2010,all,lwpop,Log population,log count,,1,control,0,0,,wpop,population,,,
1,egger-2010,all,lwpop_2,Log population squared,log count ^ 2,,1,control,0,0,,wpop,population,,,
1,egger-2010,all,lwpop_3,Log population cubed,log count ^ 3,,1,control,0,0,,wpop,population,,,
1,egger-2010,all,right,Council size to the right versus to the left of a threshold in election year t,boolean,,1,ind,0,0,,wpop,population,,,
1,egger-2010,all,lwpop_r1,Log population * right,log count * boolean,,1,control,1,0,,wpop,population,,,
1,egger-2010,all,lwpop_r2,Log population squared * right,log count ^ 2 * boolean,,1,control,1,0,,wpop,population,,,
1,egger-2010,all,lwpop_r3,Log population cubed * right,log count ^ 3 * boolean,,1,control,1,0,,wpop,population,,,
1,redding-2008,all,g_pop,Annualized growth rate of population based on the current and lagged population values,complex,,1,control,0,0,,pop,population,Census,"West Germany, East German",Statistical Yearbooks
1,forman-2012,all,highinc2000,dummy variable of high income in 2000 (based on top quartile in 1990),boolean,assuming highinc2000 = medhhinc1990 > medhhinc1990.quantile(0.75); assuming income clipped at 500k,1,control,0,0,,medhhinc1990,income,Census,U.S. Census Bureau,1990-2000 Decennial Census
1,forman-2012,all,highpop2000,dummy variable of high population in 2000 (top quartile),boolean,assuming highpop2000 = pop >= 150000,1,control,0,0,,pop,population,Census,U.S. Census Bureau,1990-2000 Decennial Census
1,forman-2012,all,allhigh2000,highinc2000 * higheduc2000 * highind2000 * highpop2000,boolean,reconstructed allhigh2000 = highinc2000 * higheduc2000 * highind2000 * highpop2000,1,control,1,0,,"pop, medhhinc1990","income, population",Census,U.S. Census Bureau,1990-2000 Decennial Census
1,forman-2012,all,educ_inc_ind_pop_dum_surv_deep00,surv_deeppost00 * allhigh2000,boolean,reconstructed surv_deeppost00 = surv_deeppost00 * allhigh2000,1,ind,1,0,,"pop, medhhinc1990","income, population",Census,U.S. Census Bureau,1990-2000 Decennial Census
1,forman-2012,all,lnpop,ln population in 1990,log count,reconstructed pop = exp(lnpop),1,control,0,0,,pop,population,Census,U.S. Census Bureau,1990-2000 Decennial Census
1,forman-2012,all,pctblk1990,percentage variables from Census 1990,count / count,reconstructing n* = pct* * pop,1,control,0,0,,"pop, nblk1990",race/ethnicity,Census,U.S. Census Bureau,1990-2000 Decennial Census
1,forman-2012,all,pctunivp1990,percentage variables from Census 1990,count / count,reconstructing n* = pct* * pop,1,control,0,0,,"pop, nunivp1990",education,Census,U.S. Census Bureau,1990-2000 Decennial Census
1,forman-2012,all,pctHSp1990,percentage variables from Census 1990,count / count,reconstructing n* = pct* * pop,1,control,0,0,,"pop, nHSp1990",education,Census,U.S. Census Bureau,1990-2000 Decennial Census
1,forman-2012,all,pctbelowPL1990,percentage variables from Census 1990,count / count,reconstructing n* = pct* * pop,1,control,0,0,,"pop, nbelowPL1990",income,Census,U.S. Census Bureau,1990-2000 Decennial Census
1,forman-2012,all,pct65p1990,percentage variables from Census 1990,count / count,reconstructing n* = pct* * pop,1,control,0,0,,"pop, n65p1990",age,Census,U.S. Census Bureau,1990-2000 Decennial Census
1,forman-2012,all,medhhinc1990,"median hh inc 1990, Census",median,,1,control,0,0,,medhhinc1990,income,Census,U.S. Census Bureau,1990-2000 Decennial Census
1,forman-2012,all,carnegie1_enr,Per capita number of students enrolled in local PhD-granting institutions,count / count,reconstructing n* = * x pop,1,control,0,0,,"pop, ncarnegie1_enr",education,Census,U.S. Census Bureau,1990-2000 Decennial Census
1,forman-2012,all,frac_in_eng_prog,Per capita number of students enrolled in engineering programs at local universities,count / count,reconstructing n* = * x pop,1,control,0,0,,"pop, nfrac_in_eng_prog","education, occupation",Census,U.S. Census Bureau,1990-2000 Decennial Census
1,forman-2012,all,netmig95,net migration to the county (from 1995 data),(count - count) / count,reconstructing pop1995 = netmig95 * pop + pop,1,control,0,0,,"pop, pop1995",population,Census,U.S. Census Bureau,1990-2000 Decennial Census
1,forman-2012,all,change_totalpop,change in log total population between 1990 and 2000,count / count - count / count,reconstructing lnpop2000 = change_totalpop * lnpop + lnpop,1,control,0,0,,"pop, pop2000",population,Census,U.S. Census Bureau,1990-2000 Decennial Census
1,forman-2012,all,change_pctblk,change in * between 1990 and 2000,count / count - count / count,reconstructing pct*2000 = change_* x pct*1990 + pct*1990; reconstructed n*2000 = pct*2000 * pop,1,control,0,0,,"pop, nblk1990, nblk2000",race/ethnicity,Census,U.S. Census Bureau,1990-2000 Decennial Census
1,forman-2012,all,change_pctunivp,change in * between 1990 and 2000,count / count - count / count,reconstructing pct*2000 = change_* x pct*1990 + pct*1990; reconstructed n*2000 = pct*2000 * pop,1,control,0,0,,"pop, nunivp1990, nunivp2000",education,Census,U.S. Census Bureau,1990-2000 Decennial Census
1,forman-2012,all,change_pctHSp,change in * between 1990 and 2000,count / count - count / count,reconstructing pct*2000 = change_* x pct*1990 + pct*1990; reconstructed n*2000 = pct*2000 * pop,1,control,0,0,,"pop, nHSp1990, nHSp2000",education,Census,U.S. Census Bureau,1990-2000 Decennial Census
1,forman-2012,all,change_pct65,change in * between 1990 and 2000,count / count - count / count,reconstructing pct*2000 = change_* x pct*1990 + pct*1990; reconstructed n*2000 = pct*2000 * pop,1,control,0,0,,"pop, n65p1990, n65p2000",age,Census,U.S. Census Bureau,1990-2000 Decennial Census
1,forman-2012,all,wagediff,change in logged wages from 1995 to 2000.,log sum - log sum,"not enough info to deconstruct, sensitivity undefined",0,dep,0,0,,,,,,
1,forman-2012,all,higheduc2000,dummy variable of high education in 2000 (top quartile),boolean,not enough info to deconstruct,0,control,0,0,,,,,,
1,forman-2012,all,frprof,The percentage of the county’s work force in professional occupations in 1990 ,count / count,"work force not given, cannot deconstruct",0,control,0,0,,,,,,
1,forman-2012,all,change_netmig,change in net migration,complex,"05 data not provided, can't compute",0,control,0,0,,,,,,
1,wang-2022,all,agrsh90,Agricultural sector employment share,count / (count + count),reconstructed count_*sh90 = *sh90 * (workers_m90 + workers_f90); reconstructed workers_f90 = emplsh_f90 * pop_f90; reconstructed pop_f90 = exp(lnpop_f90); reconstructed workers_m90 = emplsh_m90 * pop_m90; reconstructed pop_m90 = exp(lnpop_m90),1,control,0,0,,"pop_f90, workers_f90, pop_m90, workers_m90, count_agrsh90",employment,Census,China National Bureau of Statistics,"Population Census 1990, 2005"
1,wang-2022,all,tersh90,Tertiary sector employment share,count / (count + count),reconstructed count_*sh90 = *sh90 * (workers_m90 + workers_f90); reconstructed workers_f90 = emplsh_f90 * pop_f90; reconstructed pop_f90 = exp(lnpop_f90); reconstructed workers_m90 = emplsh_m90 * pop_m90; reconstructed pop_m90 = exp(lnpop_m90),1,control,0,0,,"pop_f90, workers_f90, pop_m90, workers_m90, count_tersh90",employment,Census,China National Bureau of Statistics,"Population Census 1990, 2005"
1,wang-2022,all,soesh90,1990 SOE employment share,count / (count + count),reconstructed count_*sh90 = *sh90 * (workers_m90 + workers_f90); reconstructed workers_f90 = emplsh_f90 * pop_f90; reconstructed pop_f90 = exp(lnpop_f90); reconstructed workers_m90 = emplsh_m90 * pop_m90; reconstructed pop_m90 = exp(lnpop_m90),1,control,0,0,,"pop_f90, workers_f90, pop_m90, workers_m90, count_soesh90",employment,Census,China National Bureau of Statistics,"Population Census 1990, 2005"
1,wang-2022,dtariff-emplmf,demplsh_m,,count / count - count / count,,1,dep,0,0,,"pop_m90, workers_m90, pop_m05, workers_m05","employment, sex/gender",Census,China National Bureau of Statistics,"Population Census 1990, 2005"
1,wang-2022,dtariff-emplmf,emplsh_m90,,count / count,,1,control,0,0,,"pop_m90, workers_m90","employment, sex/gender",Census,China National Bureau of Statistics,"Population Census 1990, 2005"
1,wang-2022,dtariff-emplmf,demplsh_m8290,,count / count - count / count,,1,control,0,0,,"pop_m90, workers_m90","employment, sex/gender",Census,China National Bureau of Statistics,"Population Census 1990, 2005"
1,wang-2022,dtariff-female,fiss_nsoe95,,complex,,0,control,0,0,,,,,,
1,wang-2022,dtariff-female,dfiss_nsoe,,complex,,0,dep,0,0,,,,,,
1,wang-2022,dtariff-dis,disc_nsoe95,,complex,,0,control,0,0,,,,,,
1,wang-2022,dtariff-dis,ddisc_nsoe,,complex,,0,dep,0,0,,,,,,
1,wang-2022,dtariff-compsh,compg_nsoe95,,complex,,0,control,0,0,,,,,,
1,wang-2022,dtariff-compsh,dcompg_nsoe,,complex,,0,dep,0,0,,,,,,
1,furtado-2024,all,age,Average age,sum / count,reconstructed sum_age = age * popczyr; assuming age clipped at 120,1,control,0,1,,"popczyr, sum_age",age,Survey,U.S. Census Bureau,American Community Survey
1,furtado-2024,all,yrsusa,Average years in usa,sum / count,reconstructed sum_yrsusa = yrsusa * popczyr; assuming years in usa clipped at 120,1,control,0,1,,"popczyr, sum_yrsusa","age, immigration",Survey,U.S. Census Bureau,American Community Survey
1,furtado-2024,all,race_b,% * in commuting zone(cz),count / count,reconstructed count_* = */100 * popczyr,1,control,0,1,,"popczyr, count_race_b",race/ethnicity,Survey,U.S. Census Bureau,American Community Survey
1,furtado-2024,all,race_h,% * in commuting zone(cz),count / count,reconstructed count_* = */100 * popczyr,1,control,0,1,,"popczyr, count_race_h",race/ethnicity,Survey,U.S. Census Bureau,American Community Survey
1,furtado-2024,all,race_m,% * in commuting zone(cz),count / count,reconstructed count_* = */100 * popczyr,1,control,0,1,,"popczyr, count_race_m",race/ethnicity,Survey,U.S. Census Bureau,American Community Survey
1,furtado-2024,all,race_an,% * in commuting zone(cz),count / count,reconstructed count_* = */100 * popczyr,1,control,0,1,,"popczyr, count_race_an",race/ethnicity,Survey,U.S. Census Bureau,American Community Survey
1,furtado-2024,all,race_o,% * in commuting zone(cz),count / count,reconstructed count_* = */100 * popczyr,1,control,0,1,,"popczyr, count_race_o",race/ethnicity,Survey,U.S. Census Bureau,American Community Survey
1,furtado-2024,all,female,% * in commuting zone(cz),count / count,reconstructed count_* = */100 * popczyr,1,control,0,1,,"popczyr, count_female",sex/gender,Survey,U.S. Census Bureau,American Community Survey
1,furtado-2024,all,edu_hs,% * in commuting zone(cz),count / count,reconstructed count_* = */100 * popczyr,1,control,0,1,,"popczyr, count_edu_hs",education,Survey,U.S. Census Bureau,American Community Survey
1,furtado-2024,import-eng,goodeng,% * in commuting zone(cz),count / count,reconstructed count_* = */100 * popczyr,1,,0,1,,"popczyr, count_goodeng",language,Survey,U.S. Census Bureau,American Community Survey
1,furtado-2024,import-edu,enroll,% * in commuting zone(cz),count / count,reconstructed count_* = */100 * popczyr,1,,0,1,,"popczyr, count_enroll",education,Survey,U.S. Census Bureau,American Community Survey
1,furtado-2024,all,l_shind_manuf_cbp,"% employment in manufacturing, lagged",count / count,reconstructed count_l_shind_manuf_cbp = l_shind_manuf_cbp / 100 * l_no_workers_totcbp,1,control,0,1,,"count_l_shind_manuf_cbp, l_no_workers_totcbp",employment,Survey,U.S. Census Bureau,American Community Survey
1,furtado-2024,all,l_sh_popedu_c,"% pop with college degree, lagged",count / count,reconstructed count_l_sh_popedu_c = l_sh_popedu_c / 100 * l_popcount,1,control,0,1,,"count_l_sh_popedu_c, l_popcount",education,Survey,U.S. Census Bureau,American Community Survey
1,furtado-2024,all,l_sh_empl_f,Percent of women employed,count / count,"# female workers not available from autor-2013, can't noise",0,control,0,1,,,,Survey,U.S. Census Bureau,American Community Survey
1,furtado-2024,all,d_tradeusch_pw_adh,change in imports per worker,invariant / count,reconstructed d_tradeusch = d_tradeusch_pw_adh * l_no_workers_totcbp ,1,instrumented,0,1,,l_no_workers_totcbp,employment,Survey,U.S. Census Bureau,American Community Survey
1,furtado-2024,all,d_tradeotch_pw_lag_adh,change in imports per worker lagged,invariant / count,"not noised, can't figure out how to reconstruct",0,instrument,0,1,,,,Survey,U.S. Census Bureau,American Community Survey
1,furtado-2024,all,cell_wt,,count / count,reconstrcuted cell_wt = popczyr / totpopyear,1,weights,0,1,,"popczyr, totpopyear",population,Survey,U.S. Census Bureau,American Community Survey
1,furtado-2024,import-eng,d_goodeng,change in % good english; first difference?,count / count - count / count,reconstructed d_goodeng = first diff goodeng; only partially reconstrcuted; base year not provided,1,dep,0,1,,"popczyr, count_goodeng",language,Survey,U.S. Census Bureau,American Community Survey
1,furtado-2024,import-edu,d_enroll,change in % enrolled in school; first difference,count / count - count / count,reconstructed d_enroll = first diff enroll; only partially reconstrcuted; base year not provided,1,dep,0,1,,"popczyr, count_enroll",education,Survey,U.S. Census Bureau,American Community Survey
1,fortin-2006,lnstapc-enroll,pop,population weights,count,,1,weights,0,0,,pop,population,Estimates,U.S. Census Bureau,Population Estimates
1,fortin-2006,lnstapc-enroll,lncolage,Log college-age population,log count,created  new var colage = exp(lncolage) * 1000,1,control,0,0,,colage,"age, education",Estimates,U.S. Census Bureau,Population Estimates
1,fortin-2006,lnstapc-enroll,lntenpc,STATE LOG FTE-4YR PUBLIC ENROLLMENT RATES,log (count / count),created new var enroll_pub = exp(lntenpc) * colage,1,dep,0,0,,"colage, enroll_pub",education,Survey,Integrated Postsecondary Education Data System (IPEDS),
1,fortin-2006,lnstapc-enroll,lnstapc,Log state appropriations per college-age person,log invariant / count,created new var lnsta = exp(lnstapc) * colage,1,ind,0,0,,colage,age,Survey,Integrated Postsecondary Education Data System (IPEDS),
1,fortin-2006,owncor-sup-3,lnpricol,Log FTE 4-yr private enrollment per college-age person,log (count / count),created new var enroll_pri = exp(lnpricol + lncolage),1,control,0,0,,"colage, enroll_pri","age, education",Survey,Integrated Postsecondary Education Data System (IPEDS),
1,fortin-2006,owncor-sup-3,ppubnc,Predicted log FTE 4-yr public enrollment per college-age person (predicted value),regression,created new var enroll_pub = exp(lnpubcol + lncolage); created new var lnsta = exp(lnstappc) * colage,1,instrument,0,0,,"colage, enroll_pub","age, education",Survey,Integrated Postsecondary Education Data System (IPEDS),
1,fortin-2006,owncor-sup-3,ygrsup,Own-cohort relative supply ln(CY/HY),log (count / count),younger_workers or older_workers not provided in dataset; not enough info for DP sensitivity analysis,0,instrumented,0,0,,,,,,
1,fortin-2006,owncor-sup-3,oldrsup,Relative supply of older workers ln(CO/HO),log (count / count),older_workers or young_workers not provided in dataset; not enough info for DP sensitivity analysis,0,control,0,0,,,,,,
1,fortin-2006,owncor-sup-3,lnurate,Log state unemployment rate,log (count / count),"num employees not provided, not enough info for DP",0,control,0,0,,,,,,
1,fortin-2006,owncor-sup-3,GAP,COLLEGE–HIGH SCHOOL LOG WAGE PREMIUM FOR WORKERS AGE 26 –35 ,log sum / sum,college wages or high school wages not provided in dataset; not enough info for DP sensitivity analysis,0,dep,0,0,,,,,,
1,fortin-2006,owncor-sup-3,vwgt,weights are the inverse of the sampling variance of the estimated wage premia,complex,not enough info for wage premia,0,weights,0,0,,,,,,
1,fisman-2017,nsnp-dc,exceedquota,whether death ceiling is exceeded,boolean,,1,dep,0,0,,"reportedall, reportedagriculture, reportedcoal, reportedfire, reportedimct, reportedrailway, reportedsevereaccidents, reportedtransportation",medical,Administrative,China State Administration of Worker Safety,People's Daily
1,fisman-2017,lnceil-dgc,ln_reported_lag,lagged log of reported deaths,log count,,1,control,0,0,,"reportedall, reportedagriculture, reportedcoal, reportedfire, reportedimct, reportedrailway, reportedsevereaccidents, reportedtransportation",medical,Administrative,China State Administration of Worker Safety,People's Daily
1,fisman-2017,lnceil-dgc,exceedquota_lag,exceedquota lagged,boolean,,1,control,0,0,,"reportedall, reportedagriculture, reportedcoal, reportedfire, reportedimct, reportedrailway, reportedsevereaccidents, reportedtransportation",medical,Administrative,China State Administration of Worker Safety,People's Daily
1,fisman-2017,lnceil-dgc,ln_reported_exceedquota_x_lag,exceedquota_lag * ln_reported_lag,complex,,1,ind,1,0,,"reportedall, reportedagriculture, reportedcoal, reportedfire, reportedimct, reportedrailway, reportedsevereaccidents, reportedtransportation",medical,Administrative,China State Administration of Worker Safety,People's Daily
1,antecol-2018,all,faculty,"faculty size, in hundreds",count,,1,control,0,0,,faculty,occupation,Survey,Integrated Post-Secondary Education Data System,
1,antecol-2018,all,female_ratio,the fraction of the faculty who are female,count / count,reconstructed n_female = female_ratio * faculty * 100,1,control,0,0,,"n_female, faculty","sex/gender, occupation",Survey,Integrated Post-Secondary Education Data System,
1,antecol-2018,all,full_ratio,the fraction of the faculty who are full professors,count / count,reconstructed n_full = full_ratio * faculty * 100,1,control,0,0,,"n_full, faculty",occupation,Survey,Integrated Post-Secondary Education Data System,
1,antecol-2018,all,ug_students,"number of undergraduate students, in thousands",count,,1,control,0,0,,ug_students,occupation,Survey,Integrated Post-Secondary Education Data System,
1,antecol-2018,all,grad_students,"number of graduate students, in thousands",count,,1,control,0,0,,grad_students,occupation,Survey,Integrated Post-Secondary Education Data System,
1,antecol-2018,all,full_av_salary,"average salary of full professors, in thousands",sum / count,reconstructing full_total_salary = full_av_salary * n_full; assuming salary capped at 500k,1,control,0,0,,"full_total_salary, n_full",income,Survey,Integrated Post-Secondary Education Data System,
1,antecol-2018,all,assist_av_salary,"average salary of assistant professors, in thousands",sum / count,assuming professors either full or assistant; reconstructing assist_total_salary = assist_av_salary * (faculty * 100 - n_full),1,control,0,0,,"full_total_salary, n_full, faculty",income,Survey,Integrated Post-Secondary Education Data System,
1,cunningham-2018,all,deaths_nw_police,Non-White Police Deaths,count,,1,dep,0,0,,deaths_nw_police,crime,Administrative,US Department of Health and Human Services,Vital Statistics Multiple-Cause of Death Files
1,cunningham-2018,all,_popwgt_nw,Population Weight based on 1960 Total Population Non-White,count,,1,weights,0,0,,_popwgt_nw,race/ethnicity,Blended,SEER,"Surveillance, Epidemiology, and End Results Program (SEER)"
1,cunningham-2018,all,x_blacktrend,% pop black x trend,count / count * invariant,assuming that trend is not personal; not sure what this is; reconstructing trend = x_blacktrend * _popwgt / _popwgt_nw,1,control,1,0,,"_popwgt_nw, _popwgt_w",race/ethnicity,Blended,SEER,"Surveillance, Epidemiology, and End Results Program (SEER)"
