"","est1","","",""
"37.StateEncode","-.1899243",".1426029","-1.33184",".1830247"
"38.StateEncode","-.4331396",".1132037","-3.826197",".0001331"
"39.StateEncode","-.4069298",".112877","-3.605073",".0003177"
"40.StateEncode","-.3876337",".1156585","-3.351538",".0008146"
"41.StateEncode","-.1970394",".1178019","-1.672633",".0945149"
"42.StateEncode","-.2486437",".1389356","-1.789632",".0736245"
"43.StateEncode",".2799113",".1483954","1.886253",".0593675"
"44.StateEncode","-.2366453",".1692046","-1.398575",".1620547"
"45.StateEncode","-.177019",".1144472","-1.546731",".1220447"
"46.StateEncode","-.233398",".1376565","-1.69551",".0900935"
"cases_per_1000","-.0249622",".0331607","-.7527649",".4516565"
"1.StateEncode#c.cases_per_1000","0",".",".","."
"2.StateEncode#c.cases_per_1000",".0416465",".0586761",".7097697",".4779079"
"3.StateEncode#c.cases_per_1000",".0038935",".0339858",".1145628",".9088001"
"4.StateEncode#c.cases_per_1000",".1062373",".1331186",".7980656",".4249022"
"5.StateEncode#c.cases_per_1000","-.0123782",".0595209","-.2079643",".8352724"
"6.StateEncode#c.cases_per_1000","-.0103649",".0341793","-.30325",".7617226"
"7.StateEncode#c.cases_per_1000",".0520836",".0400391","1.300818",".1934311"
"8.StateEncode#c.cases_per_1000","0",".",".","."
"9.StateEncode#c.cases_per_1000",".0166477",".0345544",".4817818",".6299998"
"10.StateEncode#c.cases_per_1000",".0010632",".049453",".0214991",".9828491"
"11.StateEncode#c.cases_per_1000","0",".",".","."
"12.StateEncode#c.cases_per_1000",".0186827",".0334923",".5578212",".5770125"
"13.StateEncode#c.cases_per_1000","-.1904353",".0561788","-3.389807",".0007094"
"14.StateEncode#c.cases_per_1000","-.0140536",".0426853","-.3292364",".7420024"
"15.StateEncode#c.cases_per_1000",".0097193",".0332924",".2919369",".7703572"
"16.StateEncode#c.cases_per_1000",".0330059",".0447442",".7376583",".4607859"
"17.StateEncode#c.cases_per_1000","-.0467486",".0456471","-1.024131",".3058645"
"18.StateEncode#c.cases_per_1000","-.0415976",".0703176","-.5915665",".5541902"
"19.StateEncode#c.cases_per_1000","-.0544452",".090565","-.6011731",".5477749"
"20.StateEncode#c.cases_per_1000",".0228936",".036855",".6211804",".5345331"
"21.StateEncode#c.cases_per_1000","-.0665568",".0425259","-1.565089",".1176787"
"22.StateEncode#c.cases_per_1000","-.0246338",".0350753","-.7023142",".4825435"
"23.StateEncode#c.cases_per_1000",".0105191",".0348621",".3017336",".7628783"
"24.StateEncode#c.cases_per_1000",".0042286",".0509044",".0830687",".933803"
"25.StateEncode#c.cases_per_1000","-.0470952",".0763139","-.6171245",".5372044"
"26.StateEncode#c.cases_per_1000",".0190349",".0337071",".5647157",".5723138"
"27.StateEncode#c.cases_per_1000",".0266681",".0331937",".8034097",".4218083"
"28.StateEncode#c.cases_per_1000",".0896749",".0608942","1.472635",".1409654"
"29.StateEncode#c.cases_per_1000",".0022539",".1042736",".0216157",".9827561"
"30.StateEncode#c.cases_per_1000","-.0119096",".0397215","-.2998264",".7643325"
"31.StateEncode#c.cases_per_1000",".0394867",".0406915",".9703919",".3319377"
"32.StateEncode#c.cases_per_1000",".0423863",".0376605","1.125483",".2604838"
"33.StateEncode#c.cases_per_1000","-.0922782",".0510041","-1.809231",".0705257"
"34.StateEncode#c.cases_per_1000","-.0827176",".0472379","-1.751085",".0800443"
"35.StateEncode#c.cases_per_1000","-.1035679",".0540299","-1.916864",".0553601"
"36.StateEncode#c.cases_per_1000",".0215153",".0407804",".5275888",".5978279"
"37.StateEncode#c.cases_per_1000","-.0732998",".0493609","-1.484975",".1376665"
"38.StateEncode#c.cases_per_1000",".0318704",".033792",".9431346",".345696"
"39.StateEncode#c.cases_per_1000",".0300784",".0336582",".8936443",".3715915"
"40.StateEncode#c.cases_per_1000",".0229715",".0337325",".6809914",".4959351"
"41.StateEncode#c.cases_per_1000","-.0040349",".0362127","-.1114229",".9112892"
"42.StateEncode#c.cases_per_1000","-.0095292",".099803","-.0954805",".9239402"
"43.StateEncode#c.cases_per_1000","-.2031008",".0633867","-3.204156",".0013703"
"44.StateEncode#c.cases_per_1000","-.0130533",".0571281","-.2284917",".8192812"
"45.StateEncode#c.cases_per_1000",".0121016",".0345496",".3502667",".7261657"
"46.StateEncode#c.cases_per_1000","-.004575",".0392225","-.116643",".9071516"
"_cons",".4224562",".1111896","3.799422",".0001482"
"N","11191","","",""
"r2",".4606252","","",""
"df_m","88","","",""
"df_r","2714","","",""
"df_b","","","",""
"df","","","",""
