	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)	(10)	(11)	(12)	(13)	(14)	(15)	(16)	(17)	(18)	(19)	(20)	(21)	(22)	(23)	(24)	(25)	(26)	(27)	(28)	(29)	(30)	(31)	(32)	(33)	(34)	(35)	(36)	(37)	(38)	(39)	(40)	(41)	(42)	(43)	(44)	(45)	(46)	(47)	(48)	(49)	(50)	(51)	(52)	(53)	(54)	(55)	(56)	(57)	(58)	(59)	(60)	(61)	(62)	(63)	(64)	(65)	(66)	(67)	(68)	(69)	(70)	(71)	(72)	(73)	(74)	(75)	(76)	(77)	(78)	(79)	(80)	(81)	(82)	(83)	(84)
ln_stinccap		46022993.035**		0.149		53,095.183		0.149		46.023**		0.149		46022993.035**		0.149		53,095.183		0.149		46.023**		0.149		46022993.035**		0.149		53,095.183		0.149		46.023**		0.149		46022993.035**		0.149		53,095.183		0.149		46.023**		0.149		46022993.035**		0.149		53,095.183		0.149		46.023**		0.149		46022993.035**		0.149		53,095.183		0.149		46.023**		0.149		46022993.035**		0.149		53,095.183		0.149		46.023**		0.149
		(17149434.030)		(0.168)		(111,278.699)		(0.168)		(17.149)		(0.168)		(17149434.030)		(0.168)		(111,278.699)		(0.168)		(17.149)		(0.168)		(17149434.030)		(0.168)		(111,278.699)		(0.168)		(17.149)		(0.168)		(17149434.030)		(0.168)		(111,278.699)		(0.168)		(17.149)		(0.168)		(17149434.030)		(0.168)		(111,278.699)		(0.168)		(17.149)		(0.168)		(17149434.030)		(0.168)		(111,278.699)		(0.168)		(17.149)		(0.168)		(17149434.030)		(0.168)		(111,278.699)		(0.168)		(17.149)		(0.168)
stunemprate		81,740.588		-0.005		-9,138.017		-0.005		0.082		-0.005		81,740.588		-0.005		-9,138.017		-0.005		0.082		-0.005		81,740.588		-0.005		-9,138.017		-0.005		0.082		-0.005		81,740.588		-0.005		-9,138.017		-0.005		0.082		-0.005		81,740.588		-0.005		-9,138.017		-0.005		0.082		-0.005		81,740.588		-0.005		-9,138.017		-0.005		0.082		-0.005		81,740.588		-0.005		-9,138.017		-0.005		0.082		-0.005
		(591,052.558)		(0.005)		(6,934.727)		(0.005)		(0.591)		(0.005)		(591,052.558)		(0.005)		(6,934.727)		(0.005)		(0.591)		(0.005)		(591,052.558)		(0.005)		(6,934.727)		(0.005)		(0.591)		(0.005)		(591,052.558)		(0.005)		(6,934.727)		(0.005)		(0.591)		(0.005)		(591,052.558)		(0.005)		(6,934.727)		(0.005)		(0.591)		(0.005)		(591,052.558)		(0.005)		(6,934.727)		(0.005)		(0.591)		(0.005)		(591,052.558)		(0.005)		(6,934.727)		(0.005)		(0.591)		(0.005)
stbaabove_p		973,954.262**		0.003		2,776.344		0.003		0.974**		0.003		973,954.262**		0.003		2,776.344		0.003		0.974**		0.003		973,954.262**		0.003		2,776.344		0.003		0.974**		0.003		973,954.262**		0.003		2,776.344		0.003		0.974**		0.003		973,954.262**		0.003		2,776.344		0.003		0.974**		0.003		973,954.262**		0.003		2,776.344		0.003		0.974**		0.003		973,954.262**		0.003		2,776.344		0.003		0.974**		0.003
		(335,921.822)		(0.002)		(2,441.477)		(0.002)		(0.336)		(0.002)		(335,921.822)		(0.002)		(2,441.477)		(0.002)		(0.336)		(0.002)		(335,921.822)		(0.002)		(2,441.477)		(0.002)		(0.336)		(0.002)		(335,921.822)		(0.002)		(2,441.477)		(0.002)		(0.336)		(0.002)		(335,921.822)		(0.002)		(2,441.477)		(0.002)		(0.336)		(0.002)		(335,921.822)		(0.002)		(2,441.477)		(0.002)		(0.336)		(0.002)		(335,921.822)		(0.002)		(2,441.477)		(0.002)		(0.336)		(0.002)
ln_stcollage2		6950747.358		-0.028		35,556.314		-0.028		6.951		-0.028		6950747.358		-0.028		35,556.314		-0.028		6.951		-0.028		6950747.358		-0.028		35,556.314		-0.028		6.951		-0.028		6950747.358		-0.028		35,556.314		-0.028		6.951		-0.028		6950747.358		-0.028		35,556.314		-0.028		6.951		-0.028		6950747.358		-0.028		35,556.314		-0.028		6.951		-0.028		6950747.358		-0.028		35,556.314		-0.028		6.951		-0.028
		(4457758.905)		(0.036)		(31,779.948)		(0.036)		(4.458)		(0.036)		(4457758.905)		(0.036)		(31,779.948)		(0.036)		(4.458)		(0.036)		(4457758.905)		(0.036)		(31,779.948)		(0.036)		(4.458)		(0.036)		(4457758.905)		(0.036)		(31,779.948)		(0.036)		(4.458)		(0.036)		(4457758.905)		(0.036)		(31,779.948)		(0.036)		(4.458)		(0.036)		(4457758.905)		(0.036)		(31,779.948)		(0.036)		(4.458)		(0.036)		(4457758.905)		(0.036)		(31,779.948)		(0.036)		(4.458)		(0.036)
stcoll2_black_p		108,647.882		0.003*		1,573.952		0.003*		0.109		0.003*		108,647.882		0.003*		1,573.952		0.003*		0.109		0.003*		108,647.882		0.003*		1,573.952		0.003*		0.109		0.003*		108,647.882		0.003*		1,573.952		0.003*		0.109		0.003*		108,647.882		0.003*		1,573.952		0.003*		0.109		0.003*		108,647.882		0.003*		1,573.952		0.003*		0.109		0.003*		108,647.882		0.003*		1,573.952		0.003*		0.109		0.003*
		(119,579.620)		(0.001)		(1,183.170)		(0.001)		(0.120)		(0.001)		(119,579.620)		(0.001)		(1,183.170)		(0.001)		(0.120)		(0.001)		(119,579.620)		(0.001)		(1,183.170)		(0.001)		(0.120)		(0.001)		(119,579.620)		(0.001)		(1,183.170)		(0.001)		(0.120)		(0.001)		(119,579.620)		(0.001)		(1,183.170)		(0.001)		(0.120)		(0.001)		(119,579.620)		(0.001)		(1,183.170)		(0.001)		(0.120)		(0.001)		(119,579.620)		(0.001)		(1,183.170)		(0.001)		(0.120)		(0.001)
stcoll2_hisp_p		56,723.622		0.000		3,176.979		0.000		0.057		0.000		56,723.622		0.000		3,176.979		0.000		0.057		0.000		56,723.622		0.000		3,176.979		0.000		0.057		0.000		56,723.622		0.000		3,176.979		0.000		0.057		0.000		56,723.622		0.000		3,176.979		0.000		0.057		0.000		56,723.622		0.000		3,176.979		0.000		0.057		0.000		56,723.622		0.000		3,176.979		0.000		0.057		0.000
		(111,299.895)		(0.001)		(2,338.182)		(0.001)		(0.111)		(0.001)		(111,299.895)		(0.001)		(2,338.182)		(0.001)		(0.111)		(0.001)		(111,299.895)		(0.001)		(2,338.182)		(0.001)		(0.111)		(0.001)		(111,299.895)		(0.001)		(2,338.182)		(0.001)		(0.111)		(0.001)		(111,299.895)		(0.001)		(2,338.182)		(0.001)		(0.111)		(0.001)		(111,299.895)		(0.001)		(2,338.182)		(0.001)		(0.111)		(0.001)		(111,299.895)		(0.001)		(2,338.182)		(0.001)		(0.111)		(0.001)
stcoll2_amind_p		29,162.207		0.001*		136.651		0.001*		0.029		0.001*		29,162.207		0.001*		136.651		0.001*		0.029		0.001*		29,162.207		0.001*		136.651		0.001*		0.029		0.001*		29,162.207		0.001*		136.651		0.001*		0.029		0.001*		29,162.207		0.001*		136.651		0.001*		0.029		0.001*		29,162.207		0.001*		136.651		0.001*		0.029		0.001*		29,162.207		0.001*		136.651		0.001*		0.029		0.001*
		(24,302.362)		(0.000)		(158.894)		(0.000)		(0.024)		(0.000)		(24,302.362)		(0.000)		(158.894)		(0.000)		(0.024)		(0.000)		(24,302.362)		(0.000)		(158.894)		(0.000)		(0.024)		(0.000)		(24,302.362)		(0.000)		(158.894)		(0.000)		(0.024)		(0.000)		(24,302.362)		(0.000)		(158.894)		(0.000)		(0.024)		(0.000)		(24,302.362)		(0.000)		(158.894)		(0.000)		(0.024)		(0.000)		(24,302.362)		(0.000)		(158.894)		(0.000)		(0.024)		(0.000)
Constant	75977914.982***	-9.962e+08***	17.734***	9.842***	9,435.045	5784488.625	9.449***	9.842***	75.978***	-996.198***	3.919***	-3.974	75977914.982***	-9.962e+08***	17.734***	9.842***	9,435.045	5784488.625	9.449***	9.842***	75.978***	-996.198***	3.919***	-3.974	75977914.982***	-9.962e+08***	17.734***	9.842***	9,435.045	5784488.625	9.449***	9.842***	75.978***	-996.198***	3.919***	-3.974	75977914.982***	-9.962e+08***	17.734***	9.842***	9,435.045	5784488.625	9.449***	9.842***	75.978***	-996.198***	3.919***	-3.974	75977914.982***	-9.962e+08***	17.734***	9.842***	9,435.045	5784488.625	9.449***	9.842***	75.978***	-996.198***	3.919***	-3.974	75977914.982***	-9.962e+08***	17.734***	9.842***	9,435.045	5784488.625	9.449***	9.842***	75.978***	-996.198***	3.919***	-3.974	75977914.982***	-9.962e+08***	17.734***	9.842***	9,435.045	5784488.625	9.449***	9.842***	75.978***	-996.198***	3.919***	-3.974
	(1892925.177)	(2.232e+08)	(0.029)	(2.044)	(6,214.610)	(4275606.554)	(0.029)	(2.044)	(1.893)	(223.228)	(0.029)	(2.044)	(1892925.177)	(2.232e+08)	(0.029)	(2.044)	(6,214.610)	(4275606.554)	(0.029)	(2.044)	(1.893)	(223.228)	(0.029)	(2.044)	(1892925.177)	(2.232e+08)	(0.029)	(2.044)	(6,214.610)	(4275606.554)	(0.029)	(2.044)	(1.893)	(223.228)	(0.029)	(2.044)	(1892925.177)	(2.232e+08)	(0.029)	(2.044)	(6,214.610)	(4275606.554)	(0.029)	(2.044)	(1.893)	(223.228)	(0.029)	(2.044)	(1892925.177)	(2.232e+08)	(0.029)	(2.044)	(6,214.610)	(4275606.554)	(0.029)	(2.044)	(1.893)	(223.228)	(0.029)	(2.044)	(1892925.177)	(2.232e+08)	(0.029)	(2.044)	(6,214.610)	(4275606.554)	(0.029)	(2.044)	(1.893)	(223.228)	(0.029)	(2.044)	(1892925.177)	(2.232e+08)	(0.029)	(2.044)	(6,214.610)	(4275606.554)	(0.029)	(2.044)	(1.893)	(223.228)	(0.029)	(2.044)
																																																																																				
Observations	6,815	6,792	6,815	6,792	6,809	6,792	6,809	6,792	6,815	6,792	6,815	6,792	6,815	6,792	6,815	6,792	6,809	6,792	6,809	6,792	6,815	6,792	6,815	6,792	6,815	6,792	6,815	6,792	6,809	6,792	6,809	6,792	6,815	6,792	6,815	6,792	6,815	6,792	6,815	6,792	6,809	6,792	6,809	6,792	6,815	6,792	6,815	6,792	6,815	6,792	6,815	6,792	6,809	6,792	6,809	6,792	6,815	6,792	6,815	6,792	6,815	6,792	6,815	6,792	6,809	6,792	6,809	6,792	6,815	6,792	6,815	6,792	6,815	6,792	6,815	6,792	6,809	6,792	6,809	6,792	6,815	6,792	6,815	6,792
R-squared	0.950	0.957	0.964	0.973	0.061	0.334	0.598	0.819	0.950	0.957	0.964	0.973	0.950	0.957	0.964	0.973	0.061	0.334	0.598	0.819	0.950	0.957	0.964	0.973	0.950	0.957	0.964	0.973	0.061	0.334	0.598	0.819	0.950	0.957	0.964	0.973	0.950	0.957	0.964	0.973	0.061	0.334	0.598	0.819	0.950	0.957	0.964	0.973	0.950	0.957	0.964	0.973	0.061	0.334	0.598	0.819	0.950	0.957	0.964	0.973	0.950	0.957	0.964	0.973	0.061	0.334	0.598	0.819	0.950	0.957	0.964	0.973	0.950	0.957	0.964	0.973	0.061	0.334	0.598	0.819	0.950	0.957	0.964	0.973
Covariates	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES
College FE	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES
Year FE	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES
Adjusted within R-squared	0.00254	0.140	0.0177	0.258	2.85e-05	0.289	0.0112	0.518	0.00254	0.140	0.0177	0.258	0.00254	0.140	0.0177	0.258	2.85e-05	0.289	0.0112	0.518	0.00254	0.140	0.0177	0.258	0.00254	0.140	0.0177	0.258	2.85e-05	0.289	0.0112	0.518	0.00254	0.140	0.0177	0.258	0.00254	0.140	0.0177	0.258	2.85e-05	0.289	0.0112	0.518	0.00254	0.140	0.0177	0.258	0.00254	0.140	0.0177	0.258	2.85e-05	0.289	0.0112	0.518	0.00254	0.140	0.0177	0.258	0.00254	0.140	0.0177	0.258	2.85e-05	0.289	0.0112	0.518	0.00254	0.140	0.0177	0.258	0.00254	0.140	0.0177	0.258	2.85e-05	0.289	0.0112	0.518	0.00254	0.140	0.0177	0.258
Robust standard errors in parentheses																																																																																				
*** p<0.001, ** p<0.01, * p<0.05																																																																																				
