"","est1","","","","est2","","","","est3","","",""
"","b","se","t","p","b","se","t","p","b","se","t","p"
"_SstfXyea_28_1962","","","","","-.0071092",".0846203","-.0840125",".933052","-.031868",".0811464","-.3927226",".694552"
"_SstfXyea_28_1963","","","","","-.1449272",".1886834","-.7680971",".4424895","-.103481",".1928241","-.53666",".591542"
"_SstfXyea_28_1964","","","","",".2162008",".1171239","1.845915",".0650022",".2584151",".1290982","2.001694",".0454067"
"_SstfXyea_28_1965","","","","",".2013886",".147483","1.365504",".1721961",".2540711",".1659669","1.530854",".1259099"
"_SstfXyea_28_1966","","","","",".0299008",".1279439",".2337022",".815232",".0736564",".123063",".5985261",".5495337"
"_SstfXyea_28_1967","","","","",".0871432",".2146436",".4059902",".6847785",".1705706",".199462",".8551535",".3925338"
"_SstfXyea_28_1968","","","","",".4532773",".2327051","1.947861",".0515239",".5440003",".286411","1.89937",".0576109"
"_SstfXyea_28_1969","","","","",".437443",".2857881","1.530655",".1259592",".5368573",".3465609","1.549099",".1214624"
"_SstfXyea_28_1970","","","","",".0974975",".1599978",".6093676",".5423266",".2074742",".1854324","1.118867",".2632858"
"_SstfXyea_28_1971","","","","",".5134465",".3521082","1.458207",".1448873",".6300073",".428146","1.471478",".141266"
"_SstfXyea_28_1972","","","","",".358715",".2859355","1.254531",".2097458",".4845346",".3641055","1.330753",".1833705"
"_SstfXyea_28_1973","","","","",".3325881",".2514639","1.322608",".1860657",".4763328",".3415013","1.39482",".1631725"
"_SstfXyea_28_1974","","","","",".199722",".1726197","1.157006",".2473613",".3378746",".265436","1.272904",".2031498"
"_SstfXyea_28_1975","","","","",".214491",".1551919","1.382101",".1670426",".3604759",".2420115","1.489499",".1364601"
"_SstfXyea_28_1976","","","","",".0991778",".1451435",".6833086",".4944642",".2760595",".2669593","1.034088",".3011774"
"_SstfXyea_28_1977","","","","",".2637045",".2067004","1.275781",".2021308",".4225482",".3225995","1.309823",".1903553"
"_SstfXyea_28_1978","","","","",".3300806",".2193268","1.504972",".1324357",".4979079",".3472315","1.433937",".1516937"
"_SstfXyea_28_1979","","","","",".1382336",".2075331",".6660796",".505411",".3142221",".3453894",".9097621",".3630204"
"_SstfXyea_28_1980","","","","","-.0815283",".1140299","-.7149731",".4746808",".1080831",".2305126",".4688817",".6391879"
"_SstfXyea_28_1981","","","","",".1892602",".1547923","1.222672",".2215488",".3770608",".2926584","1.288399",".1977056"
"_SstfXyea_28_1982","","","","",".3543274",".3170329","1.117636",".2638112",".5508945",".3791948","1.452801",".1463827"
"_SstfXyea_28_1983","","","","",".2603289",".1940915","1.341269",".1799337",".4656625",".3416125","1.363131",".1729427"
"_SstfXyea_28_1984","","","","",".1950434",".2055593",".9488427",".3427764",".4091435",".3701865","1.105236",".2691451"
"_SstfXyea_28_1985","","","","",".3587119",".287956","1.245718",".2129645",".5815785",".4235863","1.372987",".1698581"
"_SstfXyea_28_1986","","","","",".2589376",".2133393","1.213736",".2249432",".4905707",".3952997","1.24101",".2146984"
"_SstfXyea_28_1987","","","","",".2834108",".1812238","1.563872",".1179522",".5238105",".3495859","1.498374",".1341404"
"_SstfXyea_28_1988","","","","",".389744",".3586202","1.086788",".2772173",".6389102",".4648886","1.374329",".1694412"
"_SstfXyea_29_1961","","","","","3.011656","1.021098","2.94943",".003208","3.020707","1.031433","2.928652",".0034298"
"_SstfXyea_29_1962","","","","","1.252211",".5815593","2.153197",".031382","1.184092",".5946955","1.99109",".0465608"
"_SstfXyea_29_1963","","","","","1.168579",".7447649","1.569057",".1167391","1.180778",".698125","1.691357",".0908717"
"_SstfXyea_29_1964","","","","","1.010358",".3472104","2.90993",".0036415",".9873136",".3365071","2.934006",".0033713"
"_SstfXyea_29_1965","","","","",".7056481",".5708622","1.236109",".2165138",".6983226",".5461465","1.278636",".2011233"
"_SstfXyea_29_1966","","","","","-.822617",".237242","-3.467417",".0005328","-.8360574",".2512463","-3.32764",".0008863"
"_SstfXyea_29_1967","","","","","2.864875","1.471209","1.947293",".051592","2.882031","1.449493","1.988303",".0468681"
"_SstfXyea_29_1968","","","","","2.114524",".9140918","2.313251",".0207756","2.119447",".9119055","2.324196",".0201809"
"_SstfXyea_29_1969","","","","","4.504965","1.997761","2.255007",".0242041","4.530973","1.99259","2.273912",".0230411"
"_SstfXyea_29_1970","","","","","-.5064076",".239335","-2.115895",".0344352","-.452041",".2738209","-1.650864",".0988701"
"_SstfXyea_29_1971","","","","",".0844821",".7634931",".110652",".9118996",".1099442",".7897493",".139214",".8892903"
"_SstfXyea_29_1972","","","","",".0445193",".5704895",".078037",".9378038",".1029503",".6102035",".1687147",".8660323"
"_SstfXyea_29_1973","","","","","-.210855",".5121326","-.4117196",".6805741","-.1087564",".5600729","-.1941825",".846046"
"_SstfXyea_29_1974","","","","",".52828",".7346133",".7191267",".4721184",".5292888",".7339804",".7211211",".4708907"
"_SstfXyea_29_1975","","","","",".0836645",".5007356",".1670831",".8673158",".1342738",".5322877",".2522579",".8008588"
"_SstfXyea_29_1976","","","","","2.597161","1.503791","1.727076",".0842561","2.721645","1.519528","1.791112",".0733752"
"_SstfXyea_29_1977","","","","",".8470585",".479852","1.76525",".0776227",".9671368",".5871368","1.647209",".099619"
"_SstfXyea_29_1978","","","","","-.432757",".4741798","-.9126433",".3615029","-.2408084",".5295082","-.4547775",".6493019"
"_SstfXyea_29_1979","","","","","-.0059129",".504608","-.0117178",".9906516",".2119925",".6304694",".3362455",".736709"
"_SstfXyea_29_1980","","","","","-.3193793",".2158451","-1.479669",".1390658","-.0737765",".3190174","-.2312618",".817127"
"_SstfXyea_29_1981","","","","","-.4820224",".3496241","-1.378688",".168093","-.2134165",".388529","-.5492935",".5828446"
"_SstfXyea_29_1982","","","","",".0079072",".6557521",".0120582",".99038",".2989655",".6203902",".4818992",".6299124"
"_SstfXyea_29_1983","","","","","-.2314842",".3193662","-.7248235",".4686164",".0820267",".4576414",".1792379",".8577629"
"_SstfXyea_29_1984","","","","","-.0667478",".5157381","-.1294219",".8970324",".2692155",".5381348",".5002752",".6169177"
"_SstfXyea_29_1985","","","","",".6385099",".4936696","1.293395",".1959732",".9969256",".6837149","1.458101",".1449164"
"_SstfXyea_29_1986","","","","","-.3100751",".4023834","-.7705961",".4410066",".0707932",".487497",".1452178",".8845486"
"_SstfXyea_29_1987","","","","",".1718994",".2857925",".6014831",".5475633",".5752202",".4173668","1.378212",".1682396"
"_SstfXyea_29_1988","","","","","-.1990328",".3913285","-.5086079",".6110642",".2267404",".4776168",".474733",".6350115"
"_SstfXyea_30_1961","","","","",".2884565",".2067012","1.395524",".1629602",".2949208",".2144593","1.375183",".1691766"
"_SstfXyea_30_1962","","","","","-.0006232",".0484768","-.0128554",".989744","-.0308814",".0464804","-.6643959",".5064876"
"_SstfXyea_30_1963","","","","","-.2235001",".1710466","-1.306662",".1914269","-.2477354",".1829542","-1.354084",".1758107"
"_SstfXyea_30_1964","","","","","-.0029911",".0924048","-.0323698",".9741793","-.0605579",".1319316","-.4590097",".6462602"
"_SstfXyea_30_1965","","","","","-.0514154",".0866838","-.5931378",".5531333","-.1118525",".1322662","-.8456619",".3978082"
"_SstfXyea_30_1966","","","","","-.1120612",".1162258","-.9641683",".3350386","-.1850328",".1484647","-1.246308",".2127479"
"_SstfXyea_30_1967","","","","",".0225047",".2757642",".0816086",".9349634","-.0470948",".3014523","-.1562265",".8758649"
"_SstfXyea_30_1968","","","","",".2554639",".2480525","1.029879",".3031493",".1825156",".3188863",".5723532",".5671252"
"_SstfXyea_30_1969","","","","",".3100314",".2908503","1.065948",".286532",".2392245",".3660105",".6536003",".513419"
"_SstfXyea_30_1970","","","","","-.1258743",".1064983","-1.181938",".2373233","-.1910847",".198278","-.9637211",".3352628"
"_SstfXyea_30_1971","","","","",".3586814",".3431546","1.045247",".2959922",".2958279",".4353507",".6795163",".4968628"
"_SstfXyea_30_1972","","","","",".3032134",".2760352","1.098459",".2720914",".2470678",".3690355",".6694959",".5032303"
"_SstfXyea_30_1973","","","","",".4030584",".2473611","1.629433",".1033254",".3601207",".360296",".9995136",".3176259"
"_SstfXyea_30_1974","","","","",".2745155",".1579768","1.737695",".0823664",".232653",".2662433",".8738359",".3822769"
"_SstfXyea_30_1975","","","","",".2385171",".1481942","1.60949",".1076136",".2077026",".274599",".7563851",".4494772"
"_SstfXyea_30_1976","","","","",".2487731",".1431012","1.738442",".0822347",".2441526",".2891157",".8444804",".3984678"
"_SstfXyea_30_1977","","","","",".291684",".1937129","1.505754",".1322347",".2921946",".3327107",".8782243",".3798917"
"_SstfXyea_30_1978","","","","",".2995173",".2151869","1.391894",".1640568",".3237067",".3660552",".8843111",".3765986"
"_SstfXyea_30_1979","","","","",".1694696",".2064128",".8210228",".411698",".2015652",".3763148",".5356291",".5922543"
"_SstfXyea_30_1980","","","","","-.0170257",".0994667","-.1711702",".8641014",".0238933",".270674",".0882734",".9296652"
"_SstfXyea_30_1981","","","","",".165236",".1380179","1.197207",".2313195",".2106054",".3193461",".6594895",".5096317"
"_SstfXyea_30_1982","","","","",".0956535",".147942",".646561",".5179652",".1451622",".3310375",".4385067",".6610503"
"_SstfXyea_30_1983","","","","",".175847",".1684278","1.04405",".2965458",".2294948",".3771995",".6084176",".5429562"
"_SstfXyea_30_1984","","","","",".2206076",".1939625","1.137373",".2554726",".2783947",".3988294",".6980294",".4852124"
"_SstfXyea_30_1985","","","","",".2339509",".2090427","1.119153",".2631635",".2958772",".4292491",".6892903",".4906935"
"_SstfXyea_30_1986","","","","",".2326471",".1963621","1.184786",".2361951",".2987127",".4237751",".7048849",".4809361"
"_SstfXyea_30_1987","","","","",".1768548",".1372754","1.288321",".1977327",".2470596",".3913019",".6313785",".5278408"
"_SstfXyea_30_1988","","","","",".1631737",".1927839",".8464076",".3973923",".2375178",".4311515",".5508917",".5817486"
"_SstfXyea_31_1961","","","","",".5853869",".3352479","1.746131",".0808896",".5660664",".3416842","1.656694",".0976849"
"_SstfXyea_31_1962","","","","",".5877405",".2273807","2.584829",".0097891",".7931063",".3086111","2.569922",".0102196"
"_SstfXyea_31_1963","","","","","-.159266",".326219","-.4882181",".6254307","-.0132104",".3732502","-.0353928",".9717689"
"_SstfXyea_31_1964","","","","","-.1092703",".2133613","-.5121372",".6085924","-.0760999",".2450465","-.310553",".7561619"
"_SstfXyea_31_1965","","","","",".2286884",".2150623","1.063359",".2877041",".2461281",".2612751",".9420266",".3462542"
"_SstfXyea_31_1966","","","","",".7201917",".324752","2.217666",".0266516",".8033745",".3645585","2.203692",".0276211"
"_SstfXyea_31_1967","","","","","-.9116991",".3645934","-2.500591",".0124511","-.845834",".3438829","-2.459657",".0139625"
"_SstfXyea_31_1968","","","","","1.247712",".4828961","2.58381",".009818","1.289742",".5320143","2.424261",".0153978"
"_SstfXyea_31_1969","","","","",".0674749",".427326",".1579004",".8745458",".1016312",".4518789",".2249081",".8220659"
"_SstfXyea_31_1970","","","","","-.0847118",".2251701","-.3762125",".7067853","-.0698334",".2436702","-.2865898",".774446"
"_SstfXyea_31_1971","","","","","-.3705701",".5643528","-.6566284",".5114698","-.3538209",".5956157","-.5940422",".5525283"
"_SstfXyea_31_1972","","","","",".1561478",".4506301",".34651",".7289836",".1771516",".4935417",".3589394",".7196654"
"_SstfXyea_31_1973","","","","","-.2108336",".4638146","-.4545645",".6494552","-.2437075",".5044161","-.4831478",".6290257"
"_SstfXyea_31_1974","","","","","1.16347",".450083","2.585013",".0097839","1.143618",".5001033","2.286764",".0222784"
"_SstfXyea_31_1975","","","","",".627823",".2690973","2.333071",".0197096",".6295367",".3429867","1.835455",".0665364"
"_SstfXyea_31_1976","","","","",".4438058",".2435701","1.822086",".0685405",".3244936",".3356662",".966715",".3337638"
"_SstfXyea_31_1977","","","","",".782404",".3310745","2.363227",".0181795",".6767687",".4186343","1.616611",".1060666"
"_SstfXyea_31_1978","","","","",".5306327",".3524541","1.505537",".1322905",".4707916",".4531626","1.038902",".2989333"
"_SstfXyea_31_1979","","","","","-.0830165",".384913","-.2156759",".8292549","-.1459649",".4907176","-.2974518",".766142"
"_SstfXyea_31_1980","","","","",".2126794",".1969194","1.080032",".2802138",".1278644",".2837062",".450693",".6522431"
"_SstfXyea_31_1981","","","","",".5776701",".2349116","2.459095",".0139844",".4884403",".3432621","1.422937",".1548576"
"_SstfXyea_31_1982","","","","",".5917788",".2528663","2.340283",".0193338",".4960856",".3581535","1.38512",".1661178"
"_SstfXyea_31_1983","","","","",".29804",".2661729","1.119723",".2629206",".1958835",".3974375",".4928662",".6221429"
"_SstfXyea_31_1984","","","","",".7778746",".3219823","2.415893",".0157556",".6692548",".4485287","1.492111",".1357742"
"_SstfXyea_31_1985","","","","",".6040454",".3449353","1.751184",".0800155",".4889622",".4804183","1.017784",".3088618"
"_SstfXyea_31_1986","","","","",".7543045",".319314","2.362266",".0182266",".6327579",".4643394","1.362706",".1730767"
"_SstfXyea_31_1987","","","","","1.204244",".3469681","3.470763",".0005262","1.076234",".4793488","2.2452",".0248272"
"_SstfXyea_31_1988","","","","",".8608474",".3285068","2.620486",".0088244",".7263742",".4702935","1.544512",".1225688"
"_SstfXyea_32_1961","","","","",".7075256",".3546144","1.995197",".0461109",".6762578",".3610322","1.873123",".0611477"
"_SstfXyea_32_1962","","","","",".1259018",".113483","1.109433",".2673318","-.0155869",".1120841","-.1390641",".8894088"
"_SstfXyea_32_1963","","","","","-.5475376",".2811626","-1.947405",".0515786","-.7563948",".3291596","-2.297958",".0216321"
"_SstfXyea_32_1964","","","","",".0833626",".2529874",".3295129",".7417909","-.2486612",".2696791","-.922063",".3565692"
"_SstfXyea_32_1965","","","","",".6895864",".4472248","1.541923",".1231968",".5774277",".5075076","1.137772",".2553059"
"_SstfXyea_32_1966","","","","","-.2135566",".2006057","-1.064559",".2871604","-.373432",".2451738","-1.523132",".1278303"
"_SstfXyea_32_1967","","","","","-.7490668",".3378523","-2.217143",".0266874","-.9435766",".3692734","-2.555225",".0106604"
"_SstfXyea_32_1968","","","","","-.0555339",".3715603","-.1494614",".8811995","-.2883421",".4401937","-.6550344",".5124954"
"_SstfXyea_32_1969","","","","",".844532",".5348046","1.579141",".1144082",".6338466",".6140431","1.032251",".302037"
"_SstfXyea_32_1970","","","","","-.4169865",".1816897","-2.295048",".0217985","-.6409073",".2641943","-2.425893",".0153289"
"_SstfXyea_32_1971","","","","",".6294375",".5607931","1.122406",".261779",".3905696",".6449963",".6055378",".5448672"
"_SstfXyea_32_1972","","","","",".5291587",".4399069","1.202888",".2291138",".2788078",".5127615",".5437377",".586662"
"_SstfXyea_32_1973","","","","","-.0203912",".4044168","-.0504212",".9597901","-.2928262",".4979291","-.5880882",".556517"
"_SstfXyea_32_1974","","","","","-.0802876",".2697311","-.2976578",".7659848","-.3550614",".3701849","-.9591462",".3375617"
"_SstfXyea_32_1975","","","","",".0080675",".2896802",".0278497",".9777838","-.2622182",".365344","-.7177297",".4729794"
"_SstfXyea_32_1976","","","","","1.298093",".5063837","2.563457",".0104115","1.000664",".5627926","1.778033",".0754988"
"_SstfXyea_32_1977","","","","","1.045098",".3899271","2.680239",".0073968",".7515969",".4675095","1.607661",".1080138"
"_SstfXyea_32_1978","","","","",".2676017",".3272323",".817773",".4135512",".0031607",".4477299",".0070594",".9943679"
"_SstfXyea_32_1979","","","","","1.085827",".6217347","1.746448",".0808345",".6780984",".6325697","1.071974",".2838171"
"_SstfXyea_32_1980","","","","",".1579017",".1806664",".8739962",".3821897","-.2659839",".3046786","-.8729985",".3827332"
"_SstfXyea_32_1981","","","","","1.062536",".4256438","2.496304",".0126023",".6193338",".442102","1.400884",".1613512"
"_SstfXyea_32_1982","","","","","1.058244",".4529472","2.336351",".0195379",".5937335",".4555341","1.303379",".1925446"
"_SstfXyea_32_1983","","","","",".280591",".2541973","1.103832",".269754","-.2052267",".449507","-.4565595",".6480205"
"_SstfXyea_32_1984","","","","",".8473315",".3406869","2.487127",".0129314",".3402064",".4677376",".7273446",".4670712"
"_SstfXyea_32_1985","","","","","1.654481",".7049632","2.346904",".0189943","1.126049",".7124165","1.580604",".114073"
"_SstfXyea_32_1986","","","","","1.842023",".6899972","2.66961",".0076345","1.292283",".6927583","1.865417",".0622197"
"_SstfXyea_32_1987","","","","",".9848171",".3983268","2.472385",".0134761",".4137695",".466015",".8878888",".3746712"
"_SstfXyea_32_1988","","","","",".9055396",".3514823","2.576344",".0100321",".3131845",".4845094",".6463951",".5180725"
"_SstfXyea_33_1961","","","","",".4107544",".2794238","1.470005",".1416643",".4200199",".2820195","1.489329",".1365049"
"_SstfXyea_33_1962","","","","",".024934",".0711851",".3502696",".7261608","-.0160134",".0565203","-.2833206",".7769505"
"_SstfXyea_33_1963","","","","","-.3252494",".2417975","-1.345132",".1786836","-.3584426",".29381","-1.219981",".2225672"
"_SstfXyea_33_1964","","","","","-.0455446",".1891715","-.240758",".809759","-.1191684",".2886106","-.4129038",".6797064"
"_SstfXyea_33_1965","","","","","-.0639598",".1251798","-.5109437",".6094277","-.1388849",".2112908","-.6573164",".5110275"
"_SstfXyea_33_1966","","","","","-.2032631",".1950881","-1.041904",".2975393","-.2920992",".3073809","-.9502842",".3420437"
"_SstfXyea_33_1967","","","","","-.3502109",".3785695","-.9250899",".3549929","-.4317204",".5012604","-.8612697",".3891578"
"_SstfXyea_33_1968","","","","",".2341657",".3855771",".6073122",".5436893",".1518534",".5128924",".2960725",".767195"
"_SstfXyea_33_1969","","","","",".3111617",".4125221",".7542909",".4507333",".2350642",".524142",".4484743",".653843"
"_SstfXyea_33_1970","","","","","-.221658",".1989174","-1.114322",".2652297","-.286694",".3732561","-.7680892",".4424941"
"_SstfXyea_33_1971","","","","",".4090486",".4859735",".8417097",".400017",".3513736",".6164122",".5700303",".5686995"
"_SstfXyea_33_1972","","","","",".3725787",".3679249","1.012649",".3113088",".3274289",".4538499",".7214476",".4706899"
"_SstfXyea_33_1973","","","","",".4723014",".3384414","1.395519",".1629618",".4488597",".4934117",".9097063",".3630499"
"_SstfXyea_33_1974","","","","",".2527875",".2070915","1.220656",".2223114",".2363468",".377297",".6264213",".5310859"
"_SstfXyea_33_1975","","","","",".2978415",".195999","1.519608",".1287141",".3002373",".364983",".8226064",".4107967"
"_SstfXyea_33_1976","","","","",".3240444",".1912476","1.694371",".0902977",".3667823",".3234001","1.134144",".2568239"
"_SstfXyea_33_1977","","","","",".4218771",".2776865","1.519257",".1288022",".4762595",".346864","1.373044",".1698404"
"_SstfXyea_33_1978","","","","",".4228064",".2846653","1.485275",".1375751",".5111281",".4094461","1.24834",".212003"
"_SstfXyea_33_1979","","","","",".2031349",".2827739",".718365",".4725877",".3052419",".4813",".6342031",".5259962"
"_SstfXyea_33_1980","","","","",".0090628",".1350873",".0670888",".9465154",".125874",".2989733",".4210208",".6737698"
"_SstfXyea_33_1981","","","","",".2553061",".1986839","1.284986",".1988954",".3810525",".3288344","1.158798",".2466301"
"_SstfXyea_33_1982","","","","",".1786537",".2213403",".807145",".4196464",".3130885",".3309822",".9459377",".3442559"
"_SstfXyea_33_1983","","","","",".2261373",".2252202","1.004072",".3154241",".3692605",".4294656",".8598139",".3899598"
"_SstfXyea_33_1984","","","","",".3437069",".2811848","1.222352",".2216696",".4955185",".4057853","1.221135",".2221302"
"_SstfXyea_33_1985","","","","",".3353265",".2863276","1.171129",".2416391",".4958265",".4589073","1.08045",".2800279"
"_SstfXyea_33_1986","","","","",".3460342",".2827225","1.223936",".2210717",".5152226",".4323078","1.191796",".2334348"
"_SstfXyea_33_1987","","","","",".2543956",".1899225","1.33947",".1805182",".4322724",".4250802","1.01692",".309273"
"_SstfXyea_33_1988","","","","",".2861143",".2973795",".9621184",".336067",".4726794",".4211447","1.122368",".261795"
"_SstfXyea_34_1961","","","","",".627071",".3527057","1.777887",".0755227",".6348315",".3612448","1.757344",".0789602"
"_SstfXyea_34_1962","","","","",".1621657",".1251492","1.295779",".1951504",".0885807",".1281283",".6913433",".4894028"
"_SstfXyea_34_1963","","","","","-.2870124",".3400531","-.8440223",".3987236","-.1336885",".3959195","-.3376658",".7356385"
"_SstfXyea_34_1964","","","","",".1521016",".3521626",".4319073",".6658396",".2277365",".4368782",".5212814",".6022089"
"_SstfXyea_34_1965","","","","","1.305306",".7764147","1.681197",".0928278","1.433966",".8632264","1.66117",".0967829"
"_SstfXyea_34_1966","","","","",".5023217",".5284984",".9504698",".3419495",".6470829",".6147246","1.052639",".2925907"
"_SstfXyea_34_1967","","","","","-.4749856",".4641083","-1.023437",".306183","-.2777624",".5417041","-.5127566",".608159"
"_SstfXyea_34_1968","","","","","-.3156984",".4465413","-.7069858",".4796297","-.1204929",".5066168","-.2378383",".8120226"
"_SstfXyea_34_1969","","","","","2.222559","1.44961","1.533212",".1253283","2.444642","1.582987","1.544323",".1226147"
"_SstfXyea_34_1970","","","","",".4090833",".8002121",".5112187",".6092352",".6632302",".9373233",".7075789",".4792613"
"_SstfXyea_34_1971","","","","","-.2605276",".6169949","-.4222524",".6728708","-.0166514",".6622369","-.0251442",".9799416"
"_SstfXyea_34_1972","","","","","1.023923",".624232","1.640292",".1010483","1.300432",".7717466","1.685051",".0920819"
"_SstfXyea_34_1973","","","","","-.2126819",".4319865","-.4923346",".6225185",".1035468",".5212573",".1986482",".8425513"
"_SstfXyea_34_1974","","","","",".2547778",".3401159",".7490912",".4538605",".5133676",".4842521","1.060125",".2891724"
"_SstfXyea_34_1975","","","","","-.2372793",".2809304","-.8446196",".39839",".0725813",".4277389",".169686",".8652684"
"_SstfXyea_34_1976","","","","",".0730142",".2538956",".2875756",".7736913",".4484407",".4267144","1.050915",".2933814"
"_SstfXyea_34_1977","","","","","1.424634",".645889","2.205695",".0274803","1.715121",".8668479","1.978572",".0479547"
"_SstfXyea_34_1978","","","","",".4542033",".3795776","1.196602",".2315555",".8226101",".5742764","1.432429",".1521244"
"_SstfXyea_34_1979","","","","",".6604099",".6279561","1.051682",".2930296","1.033134",".8756228","1.179885",".2381387"
"_SstfXyea_34_1980","","","","",".9137942",".539368","1.694194",".0903312","1.300807",".7850951","1.656878",".0976479"
"_SstfXyea_34_1981","","","","",".5635328",".2621781","2.149427",".0316796",".9739254",".4800316","2.028878",".0425581"
"_SstfXyea_34_1982","","","","",".6100076",".2616888","2.331042",".0198165","1.041515",".4834032","2.154547",".031276"
"_SstfXyea_34_1983","","","","",".2858",".2973026",".9613103",".336473",".7384219",".5353216","1.379399",".1678738"
"_SstfXyea_34_1984","","","","",".891882",".3440105","2.592601",".0095712","1.365619",".5714643","2.389683",".0169238"
"_SstfXyea_34_1985","","","","",".6350306",".3726717","1.703995",".0884848","1.129882",".6095272","1.853702",".063879"
"_SstfXyea_34_1986","","","","","1.579493",".5792305","2.726881",".0064305","2.095459",".9085112","2.306475",".0211513"
"_SstfXyea_34_1987","","","","","1.782429","1.030664","1.729398",".0838398","2.31951","1.362968","1.701808",".0888941"
"_SstfXyea_34_1988","","","","","2.875949","1.536881","1.871289",".0614014","3.434144","1.867405","1.838993",".0660141"
"_SstfXyea_35_1961","","","","",".3598611",".2600584","1.38377",".1665308",".3691004",".267211","1.381307",".1672866"
"_SstfXyea_35_1962","","","","","-.0130974",".0710584","-.1843191",".8537755","-.0521666",".0630409","-.8275043",".4080165"
"_SstfXyea_35_1963","","","","",".0643409",".3223654",".19959",".8418146",".0247086",".3534199",".0699129",".9442676"
"_SstfXyea_35_1964","","","","","-.042118",".1348009","-.3124457",".7547233","-.1398903",".192478","-.726786",".4674133"
"_SstfXyea_35_1965","","","","","-.1069422",".122603","-.8722643",".3831334","-.2052135",".1764923","-1.162734",".2450293"
"_SstfXyea_35_1966","","","","","-.1488417",".1585391","-.9388324",".3478917","-.2634073",".2088492","-1.261232",".2073225"
"_SstfXyea_35_1967","","","","","-.254864",".2919847","-.8728675",".3828045","-.3693357",".3386275","-1.090684",".2754987"
"_SstfXyea_35_1968","","","","",".3186264",".3323626",".9586709",".3378011",".1971206",".4155656",".4743429",".6352896"
"_SstfXyea_35_1969","","","","",".4328859",".3841051","1.126999",".2598324",".3143601",".4640006",".6774993",".498141"
"_SstfXyea_35_1970","","","","","-.1877915",".1505505","-1.247365",".2123601","-.2990684",".2599968","-1.150277",".2501207"
"_SstfXyea_35_1971","","","","",".4035145",".4377077",".9218811",".3566641",".2957086",".5409323",".5466646",".5846495"
"_SstfXyea_35_1972","","","","",".4217514",".3540315","1.191282",".2336364",".3234315",".444046",".7283739",".4664411"
"_SstfXyea_35_1973","","","","",".5030012",".311996","1.612204",".1070218",".421552",".4347968",".9695379",".3323544"
"_SstfXyea_35_1974","","","","",".536958",".3072185","1.747805",".0805993",".4593554",".4491228","1.022784",".306492"
"_SstfXyea_35_1975","","","","",".2889897",".1837754","1.572515",".1159357",".2283144",".313221",".7289241",".4661045"
"_SstfXyea_35_1976","","","","",".3529643",".1823601","1.935535",".0530178",".3257566",".317871","1.024808",".3055359"
"_SstfXyea_35_1977","","","","",".4015777",".248995","1.612794",".1068935",".3850051",".3666402","1.05009",".2937608"
"_SstfXyea_35_1978","","","","",".3542777",".2716759","1.304045",".1923174",".3761045",".409836",".9176951",".3588516"
"_SstfXyea_35_1979","","","","",".4953061",".3652476","1.356083",".1751739",".5256633",".5367533",".9793388",".3274909"
"_SstfXyea_35_1980","","","","","-.0364582",".1376732","-.2648166",".7911687",".0051324",".2796153",".0183552",".9853567"
"_SstfXyea_35_1981","","","","",".500032",".2723584","1.835934",".0664655",".5486073",".4437128","1.236402",".2164052"
"_SstfXyea_35_1982","","","","",".123503",".2003015",".6165857",".5375544",".1773238",".3418706",".5186867",".6040171"
"_SstfXyea_35_1983","","","","",".532964",".2969516","1.794784",".0727878",".5920303",".5038932","1.174912",".2401223"
"_SstfXyea_35_1984","","","","",".2867497",".2528609","1.134022",".2568753",".3510614",".4239516",".8280696",".4076964"
"_SstfXyea_35_1985","","","","",".3101618",".2666583","1.163143",".2448631",".379719",".4613973",".8229763",".4105863"
"_SstfXyea_35_1986","","","","",".3234112",".2532553","1.277017",".2016944",".3982139",".4465365",".8917835",".3725799"
"_SstfXyea_35_1987","","","","",".3530185",".2268588","1.556115",".1197852",".4330667",".3883034","1.115279",".2648194"
"_SstfXyea_35_1988","","","","",".2569546",".2657778",".9668026",".33372",".3422483",".4438833",".7710323",".440748"
"_SstfXyea_36_1961","","","","","-1.683414",".6273606","-2.683327",".007329","-1.481312",".5954759","-2.48761",".0129139"
"_SstfXyea_36_1962","","","","","1.646898",".4624001","3.561629",".0003742","1.978584",".531427","3.723153",".0002003"
"_SstfXyea_36_1963","","","","","3.989356","1.08905","3.663151",".0002534","4.521752","1.172305","3.857147",".0001171"
"_SstfXyea_36_1964","","","","","4.906602","1.292336","3.796691",".0001495","5.617366","1.418438","3.960247",".0000766"
"_SstfXyea_36_1965","","","","","-1.139889",".3444811","-3.309004",".0009472","-.2162582",".2487289","-.8694536",".384668"
"_SstfXyea_36_1966","","","","","3.786005",".9961793","3.800526",".0001472","4.90059","1.212761","4.040853",".0000546"
"_SstfXyea_36_1967","","","","","9.123923","2.517478","3.624231",".0002946","10.44757","2.775309","3.764471",".0001701"
"_SstfXyea_36_1968","","","","","7.864213","2.107533","3.731479",".0001939","9.361694","2.40367","3.89475",".0001004"
"_SstfXyea_36_1969","","","","","4.437038","1.169474","3.794046",".0001511","6.151023","1.491687","4.123534",".0000383"
"_SstfXyea_36_1970","","","","","2.502829",".6772289","3.695691",".0002232","4.439286","1.058491","4.193976",".0000282"
"_SstfXyea_36_1971","","","","","3.46644","1.124769","3.081914",".0020753","5.553084","1.510679","3.675886",".0002411"
"_SstfXyea_36_1972","","","","","7.168489","1.76537","4.060616",".0000502","9.4835","2.234156","4.244781",".0000225"
