"","est1","","","","est2","","","","est3","","",""
"","b","se","t","p","b","se","t","p","b","se","t","p"
"_SstfXyea_41_1985","","","","","2.381964",".9096205","2.618635",".0088723","2.492961",".9102322","2.738819",".0062022"
"_SstfXyea_41_1986","","","","",".6400502",".3284357","1.948784",".0514136",".7545515",".454134","1.661517",".0967132"
"_SstfXyea_41_1987","","","","","1.653439",".6188107","2.671962",".0075813","1.771445",".6273685","2.823611",".0047797"
"_SstfXyea_41_1988","","","","",".6941802",".3611778","1.92199",".0547008",".8156909",".4627302","1.762779",".0780388"
"_SstfXyea_42_1961","","","","","1.560946",".8960084","1.742111",".0815906","1.62209",".9120788","1.778454",".0754297"
"_SstfXyea_42_1962","","","","",".6346479",".4302139","1.475192",".1402651",".6672931",".4518459","1.476815",".1398292"
"_SstfXyea_42_1963","","","","","-.8305048",".3781836","-2.196036",".028165","-.7028591",".3643707","-1.928967",".0538284"
"_SstfXyea_42_1964","","","","","3.082816","1.697377","1.816224",".069435","3.269454","1.677846","1.948601",".0514354"
"_SstfXyea_42_1965","","","","","1.349221",".8998446","1.499393",".1338759","1.604483",".8979748","1.78678",".0740732"
"_SstfXyea_42_1966","","","","","-.3360287",".4248418","-.7909502",".4290351","-.0246202",".427506","-.0575902",".9540789"
"_SstfXyea_42_1967","","","","","-.3459011",".6283512","-.5504901",".5820239",".039108",".6239825",".0626748",".9500296"
"_SstfXyea_42_1968","","","","",".0254763",".6671365",".0381876",".9695406",".4548223",".694946",".6544714",".5128579"
"_SstfXyea_42_1969","","","","","2.106779","1.314304","1.602962",".1090475","2.610737","1.357314","1.923459",".0545162"
"_SstfXyea_42_1970","","","","","3.643836","1.846648","1.973216",".0485618","4.23139","1.898092","2.229286",".025868"
"_SstfXyea_42_1971","","","","","3.788023","2.084545","1.817194",".0692863","4.395885","2.141762","2.052462",".0402106"
"_SstfXyea_42_1972","","","","",".5778221",".7786126",".7421176",".4580737","1.26911",".851793","1.489928",".1363475"
"_SstfXyea_42_1973","","","","","9.722404","4.243573","2.291089",".0220267","10.5114","4.337085","2.42361",".0154254"
"_SstfXyea_42_1974","","","","","9.224674","4.272074","2.159296",".0309055","9.957194","4.333822","2.297555",".0216551"
"_SstfXyea_42_1975","","","","","-.306215",".3254968","-.940762",".3469019",".5223816",".4353678","1.199863",".2302866"
"_SstfXyea_42_1976","","","","","-.1504334",".3118629","-.4823704",".6295778",".8074287",".450714","1.791444",".073322"
"_SstfXyea_42_1977","","","","","-.2934871",".417862","-.7023541",".4825124",".7302621",".4950948","1.474994",".1403181"
"_SstfXyea_42_1978","","","","","1.789863",".9987673","1.792072",".0732213","2.921406","1.220089","2.39442",".0167072"
"_SstfXyea_42_1979","","","","","2.976743","1.699315","1.751731",".0799214","4.187527","1.932341","2.167074",".030307"
"_SstfXyea_42_1980","","","","","1.159343",".3969892","2.920338",".0035224","2.445914",".6649776","3.67819",".000239"
"_SstfXyea_42_1981","","","","","2.128008",".7526962","2.82718",".0047268","3.492238","1.016038","3.437113",".0005959"
"_SstfXyea_42_1982","","","","",".1296074",".2879652",".4500799",".652685","1.569384",".5109692","3.071388",".0021496"
"_SstfXyea_42_1983","","","","",".2572042",".5234302",".491382",".6231919","1.772527",".8119817","2.182965",".029115"
"_SstfXyea_42_1984","","","","",".3243226",".3682093",".8808103",".3784905","1.915192",".6257525","3.060622",".0022282"
"_SstfXyea_42_1985","","","","","1.987067",".8593195","2.312373",".0208239","3.653483","1.21772","3.000265",".0027195"
"_SstfXyea_42_1986","","","","","-.4793386",".4119903","-1.163471",".2447303","1.262624",".5961046","2.118124",".0342459"
"_SstfXyea_42_1987","","","","","-.7771411",".3546111","-2.191531",".0284894","1.040367",".5421045","1.919127",".0550622"
"_SstfXyea_42_1988","","","","",".8776523",".5707572","1.537698",".124227","2.770707",".962426","2.878878",".0040189"
"_SstfXyea_44_1961","","","","",".57178",".347569","1.645084",".1000564",".5602744",".3509992","1.596227",".1105425"
"_SstfXyea_44_1962","","","","",".5358401",".2742532","1.953816",".050815",".7437577",".3584847","2.074726",".0380962"
"_SstfXyea_44_1963","","","","","-.1537488",".3238773","-.474713",".6350258",".0046708",".3673562",".0127147",".9898563"
"_SstfXyea_44_1964","","","","",".6332828",".3155677","2.006805",".0448593",".6801352",".3588724","1.895201",".058161"
"_SstfXyea_44_1965","","","","",".2049278",".2257259",".907861",".364024",".2403354",".2586159",".929314",".3528005"
"_SstfXyea_44_1966","","","","",".684488",".3511872","1.949069",".0513795",".7462062",".396514","1.881916",".0599433"
"_SstfXyea_44_1967","","","","","-.8327773",".4253993","-1.957637",".0503644","-.7836151",".3991075","-1.963419",".049689"
"_SstfXyea_44_1968","","","","",".6022127",".3660737","1.645059",".1000616",".6306531",".3944408","1.598853",".1099576"
"_SstfXyea_44_1969","","","","",".1682846",".4781734",".3519321",".7249137",".1925795",".4931229",".3905304",".6961719"
"_SstfXyea_44_1970","","","","","-.8034231",".3352713","-2.396337",".0166202","-.8010558",".3454585","-2.318819",".0204711"
"_SstfXyea_44_1971","","","","","-.071161",".7357886","-.0967139",".92296","-.0648889",".7609914","-.0852689",".9320533"
"_SstfXyea_44_1972","","","","",".1949062",".4597272",".4239606",".6716247",".2091474",".5035213",".4153696",".6779008"
"_SstfXyea_44_1973","","","","",".5861769",".420553","1.393824",".1634731",".5527158",".4824504","1.145643",".2520336"
"_SstfXyea_44_1974","","","","","-.1955558",".3328112","-.5875877",".5568529","-.2124246",".3984379","-.5331436",".5939733"
"_SstfXyea_44_1975","","","","","-.1050676",".2940779","-.3572781",".7209086","-.0972068",".3644707","-.2667067",".7897131"
"_SstfXyea_44_1976","","","","","1.186633",".3693041","3.213158",".0013266","1.082497",".3897968","2.777079",".0055188"
"_SstfXyea_44_1977","","","","",".7890338",".3403192","2.318511",".0204879",".7086157",".4012582","1.765984",".0774993"
"_SstfXyea_44_1978","","","","","1.251675",".496875","2.519094",".0118169","1.223212",".5165125","2.368214",".0179367"
"_SstfXyea_44_1979","","","","","-.0017149",".3668486","-.0046748",".9962704","-.0288098",".4788129","-.0601691",".9520249"
"_SstfXyea_44_1980","","","","",".1587566",".2054835",".7726003",".4398193",".1350074",".2666169",".5063721",".6126323"
"_SstfXyea_44_1981","","","","",".5319706",".2576783","2.064476",".0390577",".5081344",".319444","1.590684",".1117852"
"_SstfXyea_44_1982","","","","",".5181348",".2963415","1.748438",".0804896",".4920059",".3345269","1.470752",".1414623"
"_SstfXyea_44_1983","","","","",".3125365",".2655328","1.177017",".2392815",".284115",".4016516",".7073669",".479393"
"_SstfXyea_44_1984","","","","","2.107628",".7796409","2.703331",".0069032","2.076914",".7304679","2.843265",".0044953"
"_SstfXyea_44_1985","","","","",".5793259",".3556526","1.628909",".1034363",".5463192",".4716331","1.158356",".2468101"
"_SstfXyea_44_1986","","","","",".7108041",".3445686","2.062881",".039209",".6755047",".4480655","1.507603",".1317607"
"_SstfXyea_44_1987","","","","",".4581426",".2305621","1.987068",".0470049",".4205506",".3702463","1.135867",".2561022"
"_SstfXyea_44_1988","","","","",".7671018",".3920582","1.956602",".0504861",".7272172",".4434093","1.640059",".1010969"
"_SstfXyea_45_1961","","","","",".3783501",".2624796","1.441446",".1495622",".4042804",".2682593","1.507051",".131902"
"_SstfXyea_45_1962","","","","",".0163354",".1433841",".1139278",".9093026",".0169539",".1424854",".1189871",".9052934"
"_SstfXyea_45_1963","","","","","-.2479283",".2174721","-1.140047",".2543571","-.2149743",".2243468","-.9582232",".3380268"
"_SstfXyea_45_1964","","","","",".2366199",".1666636","1.419746",".1557848",".3600365",".1939961","1.855895",".0635656"
"_SstfXyea_45_1965","","","","",".3379074",".1328406","2.543705",".0110177",".5206072",".170393","3.055332",".0022677"
"_SstfXyea_45_1966","","","","",".1786337",".1599842","1.116571",".2642666",".3616294",".1711538","2.112891",".0346918"
"_SstfXyea_45_1967","","","","",".1563255",".2458964",".6357372",".5249958",".3559098",".247434","1.438403",".1504231"
"_SstfXyea_45_1968","","","","",".7219874",".2680553","2.693427",".0071112",".9531644",".3211739","2.967752",".0030234"
"_SstfXyea_45_1969","","","","",".6989475",".3176149","2.200613",".0278387",".9574982",".3795383","2.522798",".0116934"
"_SstfXyea_45_1970","","","","",".0673063",".1110843",".6059031",".5446246",".3479713",".1670903","2.082534",".0373775"
"_SstfXyea_45_1971","","","","",".837339",".3796962","2.205287",".0275089","1.133537",".449532","2.521593",".0117334"
"_SstfXyea_45_1972","","","","",".3020834",".3246459",".9305013",".3521858",".6118387",".3798121","1.610898",".1073062"
"_SstfXyea_45_1973","","","","",".4765135",".3171383","1.502542",".1330616",".8128956",".3748166","2.168782",".0301769"
"_SstfXyea_45_1974","","","","",".2271382",".2227061","1.019901",".3078568",".5758087",".2704906","2.128757",".033355"
"_SstfXyea_45_1975","","","","",".1845374",".2037184",".9058454",".3650898",".5368211",".2523461","2.127321",".0334741"
"_SstfXyea_45_1976","","","","",".1784546",".1961279",".9098892",".3629534",".565884",".2735309","2.068812",".0386485"
"_SstfXyea_45_1977","","","","",".200596",".2470047",".8121141",".4167901",".6045564",".3291796","1.836555",".0663736"
"_SstfXyea_45_1978","","","","",".2791041",".2578925","1.08225",".2792278",".6702228",".3547999","1.889016",".0589852"
"_SstfXyea_45_1979","","","","",".2345482",".2568467",".9131833",".3612189",".6268354",".3514716","1.78346",".0746117"
"_SstfXyea_45_1980","","","","","-.0630618",".1488064","-.4237841",".6717534",".3553108",".2202677","1.613086",".10683"
"_SstfXyea_45_1981","","","","",".1801237",".1525328","1.180885",".2377413",".6213135",".2787258","2.229121",".025879"
"_SstfXyea_45_1982","","","","",".0087499",".1808041",".0483942",".9614053",".4701259",".288914","1.627218",".103795"
"_SstfXyea_45_1983","","","","",".2016577",".2020914",".9978539",".31843",".6832199",".3349394","2.039831",".0414538"
"_SstfXyea_45_1984","","","","",".2428005",".2501197",".9707371",".3317568",".744549",".390259","1.907833",".0565074"
"_SstfXyea_45_1985","","","","",".2554183",".2520574","1.013334",".3109817",".777353",".3961095","1.96247",".0497993"
"_SstfXyea_45_1986","","","","",".224723",".2337511",".9613773",".3364393",".7668439",".3854035","1.989717",".046712"
"_SstfXyea_45_1987","","","","",".2346902",".1538846","1.525106",".1273373",".7969973",".3320934","2.399919",".0164588"
"_SstfXyea_45_1988","","","","",".0614016",".2257948",".2719356",".7856901",".6438949",".3804951","1.692255",".0907003"
"_SstfXyea_46_1961","","","","",".1124959",".0899541","1.250592",".2111801",".1181102",".0998013","1.183454",".2367224"
"_SstfXyea_46_1962","","","","","-.005684",".0252601","-.2250196",".8219792","-.0130781",".0355273","-.368115",".7128132"
"_SstfXyea_46_1963","","","","","-.0961142",".0752688","-1.276946",".2017194","-.1020373",".0730619","-1.396586",".1626404"
"_SstfXyea_46_1964","","","","","-.0297613",".038563","-.7717581",".440318","-.0528083",".0799925","-.660166",".5091975"
"_SstfXyea_46_1965","","","","",".0183224",".0772431",".2372045",".8125142","-.0014702",".1199667","-.012255",".9902229"
"_SstfXyea_46_1966","","","","","-.045284",".0498787","-.9078825",".3640126","-.0677361",".0896146","-.7558606",".4497916"
"_SstfXyea_46_1967","","","","","-.079235",".089838","-.8819765",".3778596","-.0999151",".114573","-.8720653",".3832419"
"_SstfXyea_46_1968","","","","",".1039712",".1167188",".8907838",".373116",".0833886",".2003135",".4162904",".6772271"
"_SstfXyea_46_1969","","","","",".1450276",".1405212","1.03207",".3021219",".1280515",".2343313",".5464551",".5847934"
"_SstfXyea_46_1970","","","","","-.0609215",".0479575","-1.270321",".204068","-.0730352",".1656518","-.440896",".6593198"
"_SstfXyea_46_1971","","","","",".123192",".1462369",".8424137",".399623",".1147155",".271081",".4231779",".6721956"
"_SstfXyea_46_1972","","","","",".1383543",".1260924","1.097245",".2726217",".135474",".2612821",".518497",".6041495"
"_SstfXyea_46_1973","","","","",".3419815",".1703894","2.007058",".0448322",".3469634",".3061348","1.133368",".2571496"
"_SstfXyea_46_1974","","","","",".0719868",".0659659","1.091272",".2752401",".0810167",".2398192",".3378241",".7355192"
"_SstfXyea_46_1975","","","","",".0910301",".0682886","1.333022",".182625",".1081804",".2455748",".440519",".6595927"
"_SstfXyea_46_1976","","","","",".1165285",".0734934","1.585565",".1129426",".1467598",".26796",".5476931",".5839431"
"_SstfXyea_46_1977","","","","",".1311339",".0896156","1.463293",".1434912",".1677122",".2933871",".5716411",".5676076"
"_SstfXyea_46_1978","","","","",".10876",".0932308","1.166568",".243477",".1607714",".3132759",".5131942",".6078529"
"_SstfXyea_46_1979","","","","",".148816",".1080393","1.377424",".1684831",".2056373",".3292147",".6246297",".5322612"
"_SstfXyea_46_1980","","","","","-.0114831",".0475252","-.2416222",".8090893",".0514277",".2970566",".1731244",".8625652"
"_SstfXyea_46_1981","","","","",".0678075",".0607398","1.11636",".2643568",".1357826",".3268933",".4153729",".6778984"
"_SstfXyea_46_1982","","","","",".0396173",".0643106",".6160302",".5379209",".1117894",".3409695",".3278574",".7430422"
"_SstfXyea_46_1983","","","","",".0832271",".0751575","1.10737",".268222",".1595962",".3682661",".433372",".6647754"
"_SstfXyea_46_1984","","","","",".0910037",".0837505","1.086605",".2772978",".1715697",".3869992",".4433335",".6575562"
"_SstfXyea_46_1985","","","","",".1004697",".0906154","1.108749",".2676264",".1852327",".4079149",".4540966",".6497919"
"_SstfXyea_46_1986","","","","",".1059181",".0862486","1.228056",".2195215",".1948781",".4166007",".4677814",".6399746"
"_SstfXyea_46_1987","","","","",".0775263",".0618793","1.252862",".2103527",".1706832",".4122545",".4140239",".678886"
"_SstfXyea_46_1988","","","","",".0714339",".0825989",".8648279",".3872018",".1687878",".4385376",".3848879",".7003475"
"_SstfXyea_47_1961","","","","","1.477178",".5929989","2.49103",".0127905","1.474521",".5944881","2.48032",".0131805"
"_SstfXyea_47_1962","","","","","1.04946",".4558713","2.302097",".0213973",".9694159",".4438664","2.184026",".0290369"
"_SstfXyea_47_1963","","","","",".4649962",".4230126","1.099249",".2717469",".4690403",".3832751","1.223769",".2211346"
"_SstfXyea_47_1964","","","","","-.0189206",".1864911","-.1014557",".9191954",".0884345",".1935906",".456812",".6478389"
"_SstfXyea_47_1965","","","","","1.327443",".8204087","1.618026",".1057612","1.433213",".8445118","1.697091",".0897824"
"_SstfXyea_47_1966","","","","",".049732",".2152705",".2310209",".8173142",".1357725",".2085893",".6509084",".515155"
"_SstfXyea_47_1967","","","","","-.350103",".3758559","-.9314819",".3516787","-.2492393",".3639131","-.6848869",".4934678"
"_SstfXyea_47_1968","","","","","1.181952",".4672438","2.529626",".0114688","1.308512",".5105085","2.563153",".0104206"
"_SstfXyea_47_1969","","","","",".3609236",".4272964",".8446679",".3983631",".4940899",".4525285","1.091843",".2749892"
"_SstfXyea_47_1970","","","","","-.288576",".1686289","-1.711309",".0871267","-.1450056",".1783791","-.812907",".4163353"
"_SstfXyea_47_1971","","","","",".5373292",".5306061","1.01267",".3112985",".6822538",".5941269","1.14833",".2509231"
"_SstfXyea_47_1972","","","","",".3410879",".4770827",".7149451",".4746981",".485602",".5157378",".9415675",".3464893"
"_SstfXyea_47_1973","","","","",".1092715",".4097577",".2666734",".7897388",".2772615",".4585081",".6047035",".5454214"
"_SstfXyea_47_1974","","","","","-.1818467",".2437437","-.746057",".4556909","-.0171507",".3153144","-.0543925",".956626"
"_SstfXyea_47_1975","","","","","-.0492973",".2389792","-.2062829",".8365838",".105026",".3060778",".3431349",".7315208"
"_SstfXyea_47_1976","","","","",".1758981",".2567303",".6851474",".4933034",".3788957",".3380667","1.120772",".2624739"
"_SstfXyea_47_1977","","","","",".558598",".3279294","1.703409",".0885942",".7302513",".4079886","1.789882",".0735729"
"_SstfXyea_47_1978","","","","","1.007096",".4222167","2.38526",".0171283","1.135303",".5214522","2.177194",".0295431"
"_SstfXyea_47_1979","","","","",".3237638",".4049095",".7995956",".4240079",".4606019",".4785625",".9624697",".3358906"
"_SstfXyea_47_1980","","","","",".3594467",".3042249","1.181516",".2374905",".507289",".3424773","1.481234",".1386484"
"_SstfXyea_47_1981","","","","",".3942175",".2332465","1.690133",".0911055",".5498811",".3497348","1.57228",".1159901"
"_SstfXyea_47_1982","","","","",".5672259",".2360362","2.403131",".0163152",".7286665",".3352339","2.173606",".029812"
"_SstfXyea_47_1983","","","","",".208546",".2536972",".8220275",".411126",".3757636",".396698",".9472284",".343598"
"_SstfXyea_47_1984","","","","",".9422202",".475939","1.979708",".0478268","1.115215",".5923422","1.882721",".0598341"
"_SstfXyea_47_1985","","","","",".4419425",".3274352","1.34971",".17721",".6207141",".4796087","1.294209",".1956918"
"_SstfXyea_47_1986","","","","",".5491026",".3139668","1.748919",".0804063",".7336513",".4710509","1.557478",".1194617"
"_SstfXyea_47_1987","","","","",".3741412",".2181858","1.714783",".0864875",".5644669",".394606","1.430457",".1526892"
"_SstfXyea_47_1988","","","","",".6010507",".327832","1.833411",".0668397",".7971535",".4800064","1.660714",".0968745"
"_SstfXyea_48_1961","","","","",".365576",".3708107",".9858832",".3242693",".3513999",".3788555",".9275303",".3537253"
"_SstfXyea_48_1962","","","","","-.4195467",".2996743","-1.400009",".1616131","-.5244087",".3051614","-1.718463",".0858145"
"_SstfXyea_48_1963","","","","","-.8566754",".3658966","-2.341305",".019281","-.9068248",".3437428","-2.638091",".0083801"
"_SstfXyea_48_1964","","","","","-.2786154",".2600083","-1.071564",".2840015","-.3580824",".2648782","-1.351876",".1765161"
"_SstfXyea_48_1965","","","","","-.2880115",".3189688","-.9029458",".3666265","-.3610132",".3028798","-1.191936",".23338"
"_SstfXyea_48_1966","","","","","-.3813512",".2777371","-1.373066",".1698337","-.4870824",".2774805","-1.755375",".0792964"
"_SstfXyea_48_1967","","","","",".0597547",".4585205",".1303207",".8963214","-.0464274",".4755589","-.097627",".922235"
"_SstfXyea_48_1968","","","","",".1628244",".7472038",".2179116",".8275127",".0480582",".7535984",".0637717",".9491563"
"_SstfXyea_48_1969","","","","",".1268774",".5244427",".2419281",".8088523",".0084825",".5620669",".0150917",".98796"
"_SstfXyea_48_1970","","","","","-.1479275",".7275794","-.2033146",".8389028","-.268076",".7253646","-.3695742",".7117256"
"_SstfXyea_48_1971","","","","","-.2804",".6950586","-.4034193",".6866683","-.4102533",".7244603","-.5662881",".5712399"
"_SstfXyea_48_1972","","","","","1.256914","1.338963",".9387219",".3479485","1.123589","1.358435",".8271198",".4082344"
"_SstfXyea_48_1973","","","","",".2209628",".5030383",".4392564",".6605071",".0973107",".5491733",".1771949",".8593672"
"_SstfXyea_48_1974","","","","",".0531757",".6838493",".0777593",".9380246","-.0826989",".7100393","-.1164709",".9072871"
"_SstfXyea_48_1975","","","","",".2916049",".8287885",".3518447",".7249792",".1574642",".8429884",".1867929",".8518356"
"_SstfXyea_48_1976","","","","",".2759772",".6487345",".4254085",".6705692",".1743725",".6818493",".2557347",".7981731"
"_SstfXyea_48_1977","","","","",".1546613",".3740818",".4134424",".6793118",".0179392",".4646413",".0386088",".9692049"
"_SstfXyea_48_1978","","","","",".3737389",".5979217",".6250633",".5319767",".2414755",".6630212",".3642047",".7157306"
"_SstfXyea_48_1979","","","","",".3307818",".8545199",".3870966",".6987119",".1845887",".8966711",".20586",".8369141"
"_SstfXyea_48_1980","","","","",".3899459",".799283",".4878697",".6256775",".2425975",".8222412",".2950443",".7679803"
"_SstfXyea_48_1981","","","","",".3401049",".4736136",".7181063",".4727472",".1880955",".5300281",".3548783",".7227055"
"_SstfXyea_48_1982","","","","",".0439089",".3709793",".1183595",".9057907","-.1147123",".4406648","-.2603164",".7946374"
"_SstfXyea_48_1983","","","","",".5011401",".7446868",".6729542",".5010278",".3359072",".7999538",".4199082",".6745823"
"_SstfXyea_48_1984","","","","",".643248",".3768885","1.706733",".0879743",".4714033",".5018173",".9393923",".3476043"
"_SstfXyea_48_1985","","","","",".5696387",".6758699",".842823",".399394",".3911823",".7645059",".5116799",".6089124"
"_SstfXyea_48_1986","","","","",".724378",".4941133","1.466016",".1427478",".5393099",".6180261",".8726329",".3829325"
"_SstfXyea_48_1987","","","","","-.0162345",".368079","-.044106",".9648228","-.2079144",".4826311","-.4307936",".6666491"
"_SstfXyea_48_1988","","","","",".6616891",".305488","2.166007",".0303885",".4633974",".4861039",".9532888",".3405199"
"_SstfXyea_49_1961","","","","",".4690023",".2898406","1.618139",".1057369",".4493124",".2932775","1.532038",".1256175"
"_SstfXyea_49_1962","","","","",".2696147",".1502633","1.794281",".072868",".1638085",".1753797",".9340221",".350367"
"_SstfXyea_49_1963","","","","","-.4562004",".2539548","-1.796384",".0725332","-.6083352",".3020985","-2.013698",".0441296"
"_SstfXyea_49_1964","","","","","-.3686653",".1952124","-1.888534",".0590498","-.6115532",".2805384","-2.179927",".0293397"
"_SstfXyea_49_1965","","","","","-.1462287",".1510551","-.9680492",".3330972","-.4084009",".2284049","-1.788056",".0738669"
"_SstfXyea_49_1966","","","","","-.4520026",".209024","-2.162443",".0306621","-.7477544",".3108445","-2.405558",".0162074"
"_SstfXyea_49_1967","","","","","-.8909121",".379672","-2.346531",".0190133","-1.207767",".4870141","-2.479942",".0131944"
"_SstfXyea_49_1968","","","","","-.2971231",".3738722","-.7947185",".4268396","-.6383646",".4911538","-1.299724",".1937944"
"_SstfXyea_49_1969","","","","","-.1149386",".4045621","-.2841061",".7763485","-.4687124",".5112441","-.9168074",".3593166"
"_SstfXyea_49_1970","","","","","-.5108484",".2224514","-2.296449",".0217182","-.8714921",".372616","-2.338848",".0194081"
"_SstfXyea_49_1971","","","","","-.0747037",".4659886","-.1603124",".8726457","-.4414867",".5747309","-.7681624",".4424506"
"_SstfXyea_49_1972","","","","",".267279",".391473",".6827523",".4948157","-.1027871",".4692145","-.2190621",".8266165"
"_SstfXyea_49_1973","","","","",".1115934",".3512858",".3176712",".7507563","-.2535362",".4638148","-.5466323",".5846717"
"_SstfXyea_49_1974","","","","",".0594686",".2270508",".2619175",".7934029","-.3020053",".3503807","-.8619346",".3887918"
"_SstfXyea_49_1975","","","","",".133515",".2193003",".6088227",".5426877","-.2185641",".3298739","-.6625687",".5076573"
"_SstfXyea_49_1976","","","","",".3326866",".2114941","1.57303",".1158164",".0084353",".315829",".0267083",".9786941"
"_SstfXyea_49_1977","","","","",".5868607",".2989856","1.96284",".0497563",".2709734",".3562094",".7607137",".4468874"
"_SstfXyea_49_1978","","","","",".4209108",".3003047","1.401612",".1611336",".1331846",".3938382",".3381709",".7352579"
"_SstfXyea_49_1979","","","","","-.0303001",".2979637","-.1016905",".9190091","-.3259163",".4445657","-.7331115",".4635472"
"_SstfXyea_49_1980","","","","",".1026873",".1563067",".6569604",".5112563","-.1996227",".2808815","-.7107009",".4773244"
"_SstfXyea_49_1981","","","","",".7102921",".3742159","1.898081",".0577805",".3982293",".3954865","1.006935",".3140463"
"_SstfXyea_49_1982","","","","",".3873559",".2405931","1.610004",".1075013",".064166",".3286693",".1952296",".8452263"
"_SstfXyea_49_1983","","","","",".1983921",".2364279",".8391233",".4014664","-.1359248",".4061773","-.3346439",".7379169"
"_SstfXyea_49_1984","","","","",".5424403",".3005963","1.804547",".0712449",".1969963",".4060976",".4850961",".6276433"
"_SstfXyea_49_1985","","","","",".4241581",".3025368","1.402005",".1610164",".0675871",".4506122",".1499895",".8807829"
"_SstfXyea_49_1986","","","","",".5261172",".2966897","1.773291",".076281",".1584192",".4299603",".3684508",".7125629"
"_SstfXyea_49_1987","","","","",".6447503",".3530459","1.82625",".067911",".2659252",".4336492",".6132266",".5397726"
"_SstfXyea_49_1988","","","","",".5871456",".3138005","1.871079",".0614306",".1971934",".4258234",".4630874",".643335"
"_SstfXyea_50_1961","","","","",".302127",".2464923","1.225706",".2204049",".3256516",".2508052","1.298425",".1942404"
"_SstfXyea_50_1962","","","","","-.0615777",".0789404","-.7800534",".4354204","-.0660131",".0738872","-.8934298",".3716981"
"_SstfXyea_50_1963","","","","","-.2289117",".2051271","-1.115951",".2645319","-.2127299",".2244886","-.9476201",".3433985"
"_SstfXyea_50_1964","","","","",".0535921",".1059793",".5056846",".6131149",".0289338",".1240013",".2333349",".8155171"
"_SstfXyea_50_1965","","","","","-.091346",".1255221","-.7277285",".4668361","-.1066343",".1439554","-.7407452",".4589054"
"_SstfXyea_50_1966","","","","","-.0258967",".1344444","-.1926198",".8472697","-.0467629",".1508758","-.3099431",".7566256"
"_SstfXyea_50_1967","","","","",".0020012",".2311611",".0086573",".9930931","-.0067235",".2406375","-.0279405",".9777114"
"_SstfXyea_50_1968","","","","",".5486038",".2897182","1.893577",".0583765",".5429711",".3125709","1.737114",".0824688"
"_SstfXyea_50_1969","","","","",".628799",".3567342","1.762654",".0780597",".6352044",".3828387","1.659196",".09718"
"_SstfXyea_50_1970","","","","","-.0543067",".1167373","-.4652043",".6418187","-.0321937",".1577942","-.2040235",".8383488"
"_SstfXyea_50_1971","","","","",".5742308",".4029939","1.424912",".1542858",".6067515",".4436105","1.367757",".1714896"
"_SstfXyea_50_1972","","","","",".4656244",".3531671","1.318425",".1874611",".5155928",".3953161","1.304255",".192246"
"_SstfXyea_50_1973","","","","",".6391691",".3111321","2.054333",".0400291",".7132583",".372133","1.916676",".0553732"
"_SstfXyea_50_1974","","","","",".3062322",".1983025","1.544268",".1226281",".3872628",".2688887","1.440235",".1499044"
"_SstfXyea_50_1975","","","","",".336784",".1903679","1.769122",".0769743",".4404323",".257671","1.709281",".0875014"
"_SstfXyea_50_1976","","","","",".3462119",".185891","1.862446",".0626372",".487447",".2821772","1.72745",".084189"
"_SstfXyea_50_1977","","","","",".3106194",".2340834","1.326961",".1846218",".4662348",".3265994","1.427543",".1535266"
"_SstfXyea_50_1978","","","","",".3128379",".2650633","1.180238",".2379982",".5130348",".3497555","1.466839",".1425239"
"_SstfXyea_50_1979","","","","",".242895",".2698965",".8999562",".3682152",".4613659",".3502372","1.317296",".1878392"
"_SstfXyea_50_1980","","","","","-.0939235",".1497553","-.6271796",".5305889",".1456287",".2368271",".6149156",".5386567"
"_SstfXyea_50_1981","","","","",".134119",".1714105",".7824432",".4340154",".3899473",".2961845","1.316569",".1880828"
"_SstfXyea_50_1982","","","","",".0123512",".1863922",".0662644",".9471717",".2828886",".3088466",".9159518",".3597652"
"_SstfXyea_50_1983","","","","",".2520055",".2098148","1.201086",".229812",".537252",".3532908","1.520708",".1284377"
"_SstfXyea_50_1984","","","","",".1735098",".2302714",".7535014",".4512073",".4734653",".3679729","1.286685",".1983024"
"_SstfXyea_50_1985","","","","",".2505289",".2542679",".9852947",".3245581",".5651934",".3985345","1.41818",".1562413"
"_SstfXyea_50_1986","","","","",".2288665",".233806",".9788735",".3277208",".5582401",".3926428","1.42175",".1552018"
"_SstfXyea_50_1987","","","","",".1892149",".1673515","1.130644",".2582947",".5332976",".3525521","1.512677",".130466"
"_SstfXyea_50_1988","","","","",".0649495",".2273914",".2856286",".7751822",".4237413",".3904165","1.085357",".27785"
"_SstfXyea_51_1961","","","","",".2095454",".25182",".8321237",".4054048",".2131518",".2604144",".8185102",".4131304"
"_SstfXyea_51_1962","","","","",".1356857",".1686248",".8046605",".4210788",".0869866",".1723593",".504682",".6138189"
"_SstfXyea_51_1963","","","","","-.5992964",".2503244","-2.394079",".0167227","-.6610019",".2675828","-2.47027",".0135559"
"_SstfXyea_51_1964","","","","","-.2600619",".1685255","-1.54316",".1228965","-.206731",".1677606","-1.232298",".2179336"
"_SstfXyea_51_1965","","","","",".0265518",".1477076",".1797591",".8573537",".0843262",".1559879",".5405948",".5888267"
"_SstfXyea_51_1966","","","","","-.2417258",".1984728","-1.217929",".2233459","-.1936392",".187888","-1.03061",".3028062"
"_SstfXyea_51_1967","","","","","-.506946",".2670837","-1.898079",".0577807","-.4573599",".2624557","-1.742617",".0815021"
