"","m3_allapps","","","","m3_DIonly","","","","m3_SSItotal","","","","m3_SSDItotal","","",""
"23017.county","1.337733",".0521287","25.66213","2.31e-07",".6367174",".0121453","52.42507","3.23e-09",".7010158",".0432014","16.22668","3.49e-06","1.431809",".0448013","31.95914","6.24e-08"
"23019.county","1.292238",".0004244","3044.874","8.47e-20",".4784691",".0000771","6205.003","1.18e-21",".8137686",".0003737","2177.645","6.33e-19","1.104219",".0003779","2922.136","1.08e-19"
"23025.county","2.273272",".1440013","15.78647","4.10e-06",".9070534",".0335308","27.05131","1.69e-07","1.366219",".1193536","11.44682",".0000267","2.008973",".1237673","16.23186","3.48e-06"
"23027.county","1.005263",".0187043","53.74492","2.79e-09",".6575855",".004338","151.5882","5.56e-12",".3476778",".0155171","22.40613","5.17e-07","1.092903",".0160787","67.97212","6.82e-10"
"23031.county","-.1224822",".0723372","-1.693213",".1413578",".2972338",".0168565","17.63319","2.14e-06","-.4197161",".0599429","-7.001929",".0004229",".2694385",".0621733","4.333671",".004909"
"25001.county","-.1116068",".0219703","-5.079902",".0022658",".224322",".0071354","31.43808","6.88e-08","-.3359288",".017502","-19.19369","1.29e-06",".2301858",".0199855","11.51766",".0000257"
"25003.county",".940154",".057306","16.40585","3.27e-06",".290254",".0166322","17.45133","2.27e-06",".6499",".0443598","14.65067","6.35e-06",".9967234",".0445608","22.36772","5.22e-07"
"25005.county",".9110823",".0598412","15.225","5.07e-06",".3846979",".0097726","39.36484","1.80e-08",".5263844",".0536018","9.820273",".0000642",".8380899",".0591386","14.17162","7.71e-06"
"25011.county",".9962554",".065097","15.30416","4.92e-06",".1796376",".0185044","9.707821",".0000686",".8166178",".0507135","16.10256","3.65e-06","1.00871",".0509469","19.79925","1.08e-06"
"25013.county","2.814444",".0446442","63.04168","1.07e-09",".3357065",".0061575","54.52035","2.56e-09","2.478737",".0409974","60.46088","1.38e-09","1.713916",".0462187","37.0827","2.57e-08"
"25021.county","-1.065404",".0778243","-13.68986","9.44e-06","-.1036946",".0215368","-4.814765",".0029558","-.9617091",".0611497","-15.72714","4.19e-06","-.574724",".0615279","-9.340864",".0000853"
"25023.county","-.3270595",".0272356","-12.00854",".0000202",".1526016",".0088434","17.25591","2.43e-06","-.4796611",".0208691","-22.98431","4.44e-07","-.0440301",".0223704","-1.968233",".0965866"
"25027.county",".302397",".018291","16.53255","3.12e-06",".1895397",".0051173","37.039","2.58e-08",".1128573",".0161957","6.968366",".000434",".329288",".0199006","16.54663","3.11e-06"
"33013.county","-.1216499",".1330812","-.9141029",".3959102",".2209214",".0309833","7.130336",".0003831","-.3425714",".1103081","-3.105587",".0209665",".260285",".1144061","2.275098",".0632236"
"33015.county","-.8497353",".0827545","-10.26814",".0000498",".2202566",".0192597","11.43614",".0000268","-1.069992",".0685984","-15.59791","4.40e-06","-.2539069",".0711446","-3.568884",".0118"
"36005.county","1.801019",".1280723","14.06251","8.07e-06","-.073656",".0298924","-2.464035",".0488513","1.874675",".1060909","17.67046","2.11e-06",".4328406",".110054","3.932984",".0076863"
"36015.county","1.482196",".0087882","168.6578","2.93e-12",".6995393",".0020933","334.1842","4.85e-14",".7826569",".0072408","108.0896","4.23e-11","1.220594",".0075117","162.4925","3.66e-12"
"36029.county",".7664924",".0031616","242.4418","3.32e-13",".655204",".0007913","828.0541","2.09e-16",".1112884",".0025713","43.28084","1.02e-08",".6772914",".0026722","253.4605","2.55e-13"
"36055.county",".6784495",".0362435","18.71922","1.50e-06",".280274",".0084468","33.18127","4.99e-08",".3981754",".0300307","13.25896",".0000114",".4408058",".0311372","14.15689","7.76e-06"
"36063.county",".9438286",".0355925","26.51766","1.90e-07",".817647",".0082622","98.9627","7.17e-11",".1261816",".0295245","4.273794",".0052412",".9347213",".0306187","30.52775","8.20e-08"
"42003.county",".8313691",".0436962","19.02613","1.36e-06",".1942063",".0102235","18.99609","1.38e-06",".6371628",".0361726","17.61452","2.15e-06",".6228705",".0375104","16.60528","3.04e-06"
"42007.county","1.563975",".0100314","155.9074","4.70e-12",".562987",".0024051","234.0756","4.10e-13","1.000988",".0082495","121.3394","2.11e-11","1.334645",".0085628","155.8648","4.70e-12"
"42009.county","1.20068",".0824283","14.56635","6.57e-06",".5811388",".019185","30.2913","8.59e-08",".6195409",".0683294","9.066971",".000101","1.093521",".070866","15.43082","4.68e-06"
"42013.county","2.037866",".031611","64.46701","9.37e-10",".6016678",".0073979","81.32969","2.33e-10","1.436198",".0261655","54.88898","2.46e-09","1.515434",".027139","55.83972","2.22e-09"
"42017.county","-.6231382",".079657","-7.822764",".0002303",".2062862",".0185561","11.11689",".0000316","-.8294244",".0660146","-12.56425",".0000156","-.1531418",".0684679","-2.236695",".0666493"
"42019.county","-.0268615",".0512207","-.5244264",".6187838",".2089416",".0119216","17.5263","2.21e-06","-.2358032",".042455","-5.554188",".0014405",".2494441",".0440309","5.665203",".0013008"
"42021.county","1.667946",".0380077","43.88443","9.37e-09",".5667829",".0087939","64.45212","9.38e-10","1.101163",".0315547","34.89694","3.69e-08","1.254315",".0327149","38.34081","2.10e-08"
"42033.county","1.511018",".0425569","35.50581","3.33e-08",".6608713",".0099169","66.64114","7.68e-10",".8501465",".0352773","24.09898","3.35e-07","1.3155",".036604","35.93865","3.09e-08"
"42035.county",".9243185",".0393798","23.47191","3.92e-07",".439942",".0091494","48.08408","5.42e-09",".4843765",".0326555","14.83292","5.91e-06",".923461",".0338623","27.2711","1.61e-07"
"42043.county",".7869098",".0735148","10.7041",".0000392",".2968942",".0171028","17.35939","2.34e-06",".4900156",".0609457","8.040196",".0001979",".7531667",".0632","11.9172",".0000211"
"42045.county",".1854632",".054802","3.384242",".0147802",".2596315",".0127768","20.32052","9.23e-07","-.0741683",".0454073","-1.633403",".1535033",".2014071",".0470949","4.276622",".0052249"
"42047.county","1.279325",".018707","68.38747","6.58e-10",".7558865",".0044567","169.6078","2.83e-12",".5234387",".0154138","33.95919","4.34e-08","1.330926",".0159971","83.19813","2.03e-10"
"42049.county","1.684676",".0001697","9929.314","7.04e-23",".2806461",".0000299","9396.209","9.81e-23","1.40403",".0001563","8981.8","1.29e-22","1.160478",".0001681","6902.876","6.24e-22"
"42051.county","3.306896",".0868033","38.09643","2.18e-08",".7474587",".020188","37.02486","2.59e-08","2.559437",".0719673","35.56391","3.29e-08","2.157939",".0746248","28.91718","1.13e-07"
"42059.county","1.80467",".0358676","50.31477","4.13e-09",".4372265",".0083175","52.56682","3.18e-09","1.367443",".0297645","45.94213","7.13e-09","1.149452",".0308581","37.24961","2.50e-08"
"42061.county",".704683",".0335286","21.01737","7.56e-07",".4322776",".0077901","55.49075","2.30e-09",".2724055",".0278062","9.796567",".0000651",".6974121",".0288364","24.18516","3.28e-07"
"42069.county","1.345264",".0027898","482.2145","5.37e-15",".6435543",".0006535","984.7417","7.40e-17",".7017097",".002308","304.0379","8.54e-14","1.255838",".0023917","525.0842","3.22e-15"
"42073.county","2.356083",".0302182","77.96901","3.00e-10",".5486725",".0069743","78.67098","2.84e-10","1.80741",".0251013","72.00455","4.83e-10","1.77397",".0260231","68.16916","6.70e-10"
"42077.county",".8812434",".026649","33.06851","5.09e-08",".2571293",".0061409","41.87137","1.24e-08",".6241141",".0221451","28.18297","1.32e-07",".8091224",".0229624","35.23688","3.48e-08"
"42079.county","1.478594",".0258652","57.16544","1.92e-09",".7295172",".0060172","121.238","2.12e-11",".7490767",".0214432","34.93307","3.67e-08","1.34119",".0222385","60.30946","1.40e-09"
"42081.county",".8351412",".0092585","90.20236","1.25e-10",".4506107",".0021226","212.2936","7.37e-13",".3845305",".0077055","49.90348","4.34e-09",".7584695",".0079877","94.9551","9.19e-11"
"42083.county","1.590572",".0130656","121.7378","2.07e-11",".6159937",".0029966","205.5618","8.94e-13",".9745788",".010873","89.63276","1.30e-10","1.340354",".0112751","118.8779","2.39e-11"
"42085.county","1.634841",".0493134","33.15207","5.01e-08",".6153664",".0114304","53.83611","2.76e-09","1.019475",".0409234","24.91178","2.75e-07","1.41481",".0424337","33.34169","4.84e-08"
"42087.county","1.983804",".0245939","80.66237","2.44e-10",".4535945",".0057227","79.26177","2.72e-10","1.530209",".0203738","75.10685","3.75e-10","1.62199",".0211158","76.81386","3.28e-10"
"42091.county","-.943543",".1019969","-9.250699",".0000901",".0274154",".0237557","1.154054",".2923659","-.9709585",".0845328","-11.48618",".0000262","-.4527775",".0876658","-5.164811",".0020849"
"42097.county","1.080414",".0222446","48.56973","5.11e-09",".6314563",".0051442","122.7518","1.97e-11",".4489579",".0184718","24.30504","3.19e-07","1.138916",".0191574","59.45047","1.52e-09"
"42101.county","3.858942",".088782","43.46534","9.93e-09",".26022",".0206585","12.59629",".0000153","3.598722",".073598","48.89701","4.91e-09","1.632582",".0763309","21.38822","6.81e-07"
"42107.county","1.333081",".0274756","48.51873","5.14e-09",".9744854",".0063964","152.3482","5.39e-12",".3585958",".0227741","15.74578","4.16e-06","1.282745",".0236203","54.30682","2.62e-09"
"42121.county","1.891961",".0058201","325.0725","5.72e-14",".564319",".00129","437.4534","9.63e-15","1.327642",".0048851","271.7715","1.67e-13","1.524852",".0050579","301.4789","8.99e-14"
"42123.county","1.19075",".0184027","64.70502","9.16e-10",".6942943",".0043674","158.9722","4.18e-12",".4964555",".0151759","32.71339","5.43e-08","1.130231",".0157466","71.77635","4.92e-10"
"42125.county","1.23106",".011691","105.2995","4.94e-11",".6030871",".0027234","221.4478","5.72e-13",".6279728",".0096862","64.8315","9.06e-10","1.118753",".0100441","111.3843","3.53e-11"
"42133.county",".0344154",".0775275",".4439126",".6726669",".2728236",".0179708","15.18152","5.15e-06","-.2384082",".0643321","-3.705899",".0100181",".270863",".0667133","4.060105",".0066497"
"50003.county",".4886455",".0917443","5.326168",".0017846",".2652342",".0214141","12.38597",".0000169",".2234113",".0759919","2.939934",".0259499",".6295696",".0788205","7.987386",".0002053"
"50011.county",".2324779",".0717362","3.240732",".0176706",".3193857",".0167105","19.11283","1.33e-06","-.0869078",".0594505","-1.461853",".1940954",".4644627",".061663","7.532276",".0002838"
"50021.county",".3810829",".0721317","5.283157",".0018596",".1862036",".0168199","11.07046",".0000323",".1948793",".0597618","3.260935",".0172286",".5773344",".0619812","9.314668",".0000867"
"50023.county","-.230773",".0894998","-2.578474",".0418552",".0287024",".0208757","1.37492",".2182905","-.2594755",".0741468","-3.499483",".0128344",".1077882",".0769097","1.40149",".2106177"
"50025.county",".0601545",".0982091",".6125146",".5626765",".1411921",".0229333","6.156632",".0008422","-.0810377",".0813405","-.9962773",".3575822",".3813956",".0843688","4.520578",".0040151"
"50027.county","-.0778769",".1411145","-.5518701",".600972",".2702221",".0329355","8.204587",".0001768","-.3480991",".1168899","-2.978009",".0247002",".3014391",".1212396","2.486309",".0473985"
"_cons","2.780236",".3846238","7.228456",".0003556",".8520187",".0839615","10.14773",".0000533","1.928218",".3239628","5.951974",".001006","1.858699",".3298854","5.63438",".001338"
"N","1088","","","","1088","","","","1088","","","","1088","","",""
"r2",".9721389","","","",".83545","","","",".9790494","","","",".9358764","","",""
"df_m","5","","","","5","","","","5","","","","5","","",""
"df_r","6","","","","6","","","","6","","","","6","","",""
"df_b","","","","","","","","","","","","","","","",""
"df","","","","","","","","","","","","","","","",""
