	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)	(10)	(11)	(12)	(13)	(14)	(15)	(16)	(17)	(18)	(19)	(20)	(21)	(22)	(23)	(24)	(25)	(26)	(27)	(28)	(29)	(30)	(31)	(32)	(33)	(34)	(35)	(36)	(37)	(38)	(39)	(40)	(41)	(42)	(43)	(44)	(45)	(46)	(47)	(48)	(49)	(50)
	OLS	OLS	OLS	OLS	OLS	PROBIT		PROBIT		PROBIT		PROBIT		OLS	OLS	OLS	OLS	OLS	PROBIT		PROBIT		PROBIT		PROBIT		OLS	OLS	OLS	OLS	OLS	PROBIT		PROBIT		PROBIT		PROBIT		OLS	OLS	OLS	OLS	OLS	OLS	OLS	OLS	OLS	OLS	OLS
VARIABLES	No contr No FE	No contr FE	GEO	GEO+REL	GEO+REL+FAC	No contr FE	MFX	GEO	MFX	GEO+REL	MFX	GEO+REL+FAC	MFX	No contr No FE	No contr FE	GEO	GEO+REL	GEO+REL+FAC	No contr FE	MFX	GEO	MFX	GEO+REL	MFX	GEO+REL+FAC	MFX	No contr No FE	No contr FE	GEO	GEO+REL	GEO+REL+FAC	No contr FE	MFX	GEO	MFX	GEO+REL	MFX	GEO+REL+FAC	MFX	No contr No FE	No contr FE	GEO	GEO+REL	GEO+REL+FAC	No contr No FE	No contr FE	GEO	GEO+REL	GEO+REL+FAC	No contr No FE
																																																		
kelurDum	0.0739***	0.0065	0.0575***	0.0573***	0.0552***	0.0287	0.0095	0.2881***	0.1006***	0.2856***	0.0997***	0.2774***	0.0966***	0.0739***	0.0065	0.0575***	0.0573***	0.0552***	0.0287	0.0095	0.2881***	0.1006***	0.2856***	0.0997***	0.2774***	0.0966***	0.0739***	0.0065	0.0575***	0.0573***	0.0552***	0.0287	0.0095	0.2881***	0.1006***	0.2856***	0.0997***	0.2774***	0.0966***	0.0739***	0.0065	0.0575***	0.0573***	0.0552***	0.0739***	0.0065	0.0575***	0.0573***	0.0552***	0.0739***
		(0.008)	(0.018)	(0.020)	(0.020)	(0.000)	(.)	(0.058)	(.)	(0.062)	(.)	(0.063)	(.)		(0.008)	(0.018)	(0.020)	(0.020)	(0.000)	(.)	(0.058)	(.)	(0.062)	(.)	(0.063)	(.)		(0.008)	(0.018)	(0.020)	(0.020)	(0.000)	(.)	(0.058)	(.)	(0.062)	(.)	(0.063)	(.)		(0.008)	(0.018)	(0.020)	(0.020)		(0.008)	(0.018)	(0.020)	(0.020)	
idkab_dum113		-0.7429***	-0.7461***	-0.7760***	-0.7696***	-0.6306***	.	-0.3352***	.	-0.3380***	.	-0.3192***	.		-0.7429***	-0.7461***	-0.7760***	-0.7696***	-0.6306***	.	-0.3352***	.	-0.3380***	.	-0.3192***	.		-0.7429***	-0.7461***	-0.7760***	-0.7696***	-0.6306***	.	-0.3352***	.	-0.3380***	.	-0.3192***	.		-0.7429***	-0.7461***	-0.7760***	-0.7696***		-0.7429***	-0.7461***	-0.7760***	-0.7696***	
		(0.007)	(0.017)	(0.019)	(0.019)	(0.003)	(.)	(0.051)	(.)	(0.050)	(.)	(0.051)	(.)		(0.007)	(0.017)	(0.019)	(0.019)	(0.003)	(.)	(0.051)	(.)	(0.050)	(.)	(0.051)	(.)		(0.007)	(0.017)	(0.019)	(0.019)	(0.003)	(.)	(0.051)	(.)	(0.050)	(.)	(0.051)	(.)		(0.007)	(0.017)	(0.019)	(0.019)		(0.007)	(0.017)	(0.019)	(0.019)	
idkab_dum114		-0.5143***	-0.5210***	-0.5665***	-0.5597***	0.2883***	.	0.5783***	.	0.5202***	.	0.5412***	.		-0.5143***	-0.5210***	-0.5665***	-0.5597***	0.2883***	.	0.5783***	.	0.5202***	.	0.5412***	.		-0.5143***	-0.5210***	-0.5665***	-0.5597***	0.2883***	.	0.5783***	.	0.5202***	.	0.5412***	.		-0.5143***	-0.5210***	-0.5665***	-0.5597***		-0.5143***	-0.5210***	-0.5665***	-0.5597***	
		(0.008)	(0.020)	(0.022)	(0.023)	(0.000)	(.)	(0.053)	(.)	(0.058)	(.)	(0.060)	(.)		(0.008)	(0.020)	(0.022)	(0.023)	(0.000)	(.)	(0.053)	(.)	(0.058)	(.)	(0.060)	(.)		(0.008)	(0.020)	(0.022)	(0.023)	(0.000)	(.)	(0.053)	(.)	(0.058)	(.)	(0.060)	(.)		(0.008)	(0.020)	(0.022)	(0.023)		(0.008)	(0.020)	(0.022)	(0.023)	
idkab_dum115		-0.8214***	-0.7634***	-0.7864***	-0.7788***										-0.8214***	-0.7634***	-0.7864***	-0.7788***										-0.8214***	-0.7634***	-0.7864***	-0.7788***										-0.8214***	-0.7634***	-0.7864***	-0.7788***		-0.8214***	-0.7634***	-0.7864***	-0.7788***	
		(0.004)	(0.009)	(0.011)	(0.011)										(0.004)	(0.009)	(0.011)	(0.011)										(0.004)	(0.009)	(0.011)	(0.011)										(0.004)	(0.009)	(0.011)	(0.011)		(0.004)	(0.009)	(0.011)	(0.011)	
idkab_dum116		-0.8223***	-0.8094***	-0.8261***	-0.8206***										-0.8223***	-0.8094***	-0.8261***	-0.8206***										-0.8223***	-0.8094***	-0.8261***	-0.8206***										-0.8223***	-0.8094***	-0.8261***	-0.8206***		-0.8223***	-0.8094***	-0.8261***	-0.8206***	
		(0.002)	(0.010)	(0.012)	(0.012)										(0.002)	(0.010)	(0.012)	(0.012)										(0.002)	(0.010)	(0.012)	(0.012)										(0.002)	(0.010)	(0.012)	(0.012)		(0.002)	(0.010)	(0.012)	(0.012)	
idkab_dum117		-0.7307***	-0.7282***	-0.7581***	-0.7516***	-0.5454***	.	-0.1896**	.	-0.1844**	.	-0.1629*	.		-0.7307***	-0.7282***	-0.7581***	-0.7516***	-0.5454***	.	-0.1896**	.	-0.1844**	.	-0.1629*	.		-0.7307***	-0.7282***	-0.7581***	-0.7516***	-0.5454***	.	-0.1896**	.	-0.1844**	.	-0.1629*	.		-0.7307***	-0.7282***	-0.7581***	-0.7516***		-0.7307***	-0.7282***	-0.7581***	-0.7516***	
		(0.004)	(0.013)	(0.014)	(0.015)	(0.017)	(.)	(0.077)	(.)	(0.080)	(.)	(0.086)	(.)		(0.004)	(0.013)	(0.014)	(0.015)	(0.017)	(.)	(0.077)	(.)	(0.080)	(.)	(0.086)	(.)		(0.004)	(0.013)	(0.014)	(0.015)	(0.017)	(.)	(0.077)	(.)	(0.080)	(.)	(0.086)	(.)		(0.004)	(0.013)	(0.014)	(0.015)		(0.004)	(0.013)	(0.014)	(0.015)	
idkab_dum118		-0.7731***	-0.7388***	-0.7618***	-0.7568***	-0.8863***	.	-0.4518***	.	-0.4328***	.	-0.4214***	.		-0.7731***	-0.7388***	-0.7618***	-0.7568***	-0.8863***	.	-0.4518***	.	-0.4328***	.	-0.4214***	.		-0.7731***	-0.7388***	-0.7618***	-0.7568***	-0.8863***	.	-0.4518***	.	-0.4328***	.	-0.4214***	.		-0.7731***	-0.7388***	-0.7618***	-0.7568***		-0.7731***	-0.7388***	-0.7618***	-0.7568***	
		(0.008)	(0.015)	(0.016)	(0.017)	(0.001)	(.)	(0.053)	(.)	(0.052)	(.)	(0.052)	(.)		(0.008)	(0.015)	(0.016)	(0.017)	(0.001)	(.)	(0.053)	(.)	(0.052)	(.)	(0.052)	(.)		(0.008)	(0.015)	(0.016)	(0.017)	(0.001)	(.)	(0.053)	(.)	(0.052)	(.)	(0.052)	(.)		(0.008)	(0.015)	(0.016)	(0.017)		(0.008)	(0.015)	(0.016)	(0.017)	
idkab_dum119		-0.8084***	-0.7783***	-0.7991***	-0.7951***	-1.5012***	.	-1.0618***	.	-1.0345***	.	-1.0252***	.		-0.8084***	-0.7783***	-0.7991***	-0.7951***	-1.5012***	.	-1.0618***	.	-1.0345***	.	-1.0252***	.		-0.8084***	-0.7783***	-0.7991***	-0.7951***	-1.5012***	.	-1.0618***	.	-1.0345***	.	-1.0252***	.		-0.8084***	-0.7783***	-0.7991***	-0.7951***		-0.8084***	-0.7783***	-0.7991***	-0.7951***	
		(0.008)	(0.013)	(0.015)	(0.015)	(0.000)	(.)	(0.060)	(.)	(0.057)	(.)	(0.059)	(.)		(0.008)	(0.013)	(0.015)	(0.015)	(0.000)	(.)	(0.060)	(.)	(0.057)	(.)	(0.059)	(.)		(0.008)	(0.013)	(0.015)	(0.015)	(0.000)	(.)	(0.060)	(.)	(0.057)	(.)	(0.059)	(.)		(0.008)	(0.013)	(0.015)	(0.015)		(0.008)	(0.013)	(0.015)	(0.015)	
idkab_dum120		-0.7467***	-0.7131***	-0.7345***	-0.7276***	-0.6585***	.	-0.2211***	.	-0.1989***	.	-0.1791***	.		-0.7467***	-0.7131***	-0.7345***	-0.7276***	-0.6585***	.	-0.2211***	.	-0.1989***	.	-0.1791***	.		-0.7467***	-0.7131***	-0.7345***	-0.7276***	-0.6585***	.	-0.2211***	.	-0.1989***	.	-0.1791***	.		-0.7467***	-0.7131***	-0.7345***	-0.7276***		-0.7467***	-0.7131***	-0.7345***	-0.7276***	
		(0.008)	(0.015)	(0.016)	(0.016)	(0.001)	(.)	(0.056)	(.)	(0.054)	(.)	(0.054)	(.)		(0.008)	(0.015)	(0.016)	(0.016)	(0.001)	(.)	(0.056)	(.)	(0.054)	(.)	(0.054)	(.)		(0.008)	(0.015)	(0.016)	(0.016)	(0.001)	(.)	(0.056)	(.)	(0.054)	(.)	(0.054)	(.)		(0.008)	(0.015)	(0.016)	(0.016)		(0.008)	(0.015)	(0.016)	(0.016)	
idkab_dum121		-0.7977***	-0.7995***	-0.8224***	-0.8159***	-1.2235***	.	-0.9484***	.	-0.9347***	.	-0.9232***	.		-0.7977***	-0.7995***	-0.8224***	-0.8159***	-1.2235***	.	-0.9484***	.	-0.9347***	.	-0.9232***	.		-0.7977***	-0.7995***	-0.8224***	-0.8159***	-1.2235***	.	-0.9484***	.	-0.9347***	.	-0.9232***	.		-0.7977***	-0.7995***	-0.8224***	-0.8159***		-0.7977***	-0.7995***	-0.8224***	-0.8159***	
		(0.008)	(0.016)	(0.017)	(0.017)	(0.000)	(.)	(0.051)	(.)	(0.048)	(.)	(0.051)	(.)		(0.008)	(0.016)	(0.017)	(0.017)	(0.000)	(.)	(0.051)	(.)	(0.048)	(.)	(0.051)	(.)		(0.008)	(0.016)	(0.017)	(0.017)	(0.000)	(.)	(0.051)	(.)	(0.048)	(.)	(0.051)	(.)		(0.008)	(0.016)	(0.017)	(0.017)		(0.008)	(0.016)	(0.017)	(0.017)	
idkab_dum122		-0.7807***	-0.7783***	-0.8025***	-0.7928***	-0.9676***	.	-0.6662***	.	-0.6565***	.	-0.6231***	.		-0.7807***	-0.7783***	-0.8025***	-0.7928***	-0.9676***	.	-0.6662***	.	-0.6565***	.	-0.6231***	.		-0.7807***	-0.7783***	-0.8025***	-0.7928***	-0.9676***	.	-0.6662***	.	-0.6565***	.	-0.6231***	.		-0.7807***	-0.7783***	-0.8025***	-0.7928***		-0.7807***	-0.7783***	-0.8025***	-0.7928***	
		(0.008)	(0.017)	(0.018)	(0.018)	(0.002)	(.)	(0.050)	(.)	(0.049)	(.)	(0.050)	(.)		(0.008)	(0.017)	(0.018)	(0.018)	(0.002)	(.)	(0.050)	(.)	(0.049)	(.)	(0.050)	(.)		(0.008)	(0.017)	(0.018)	(0.018)	(0.002)	(.)	(0.050)	(.)	(0.049)	(.)	(0.050)	(.)		(0.008)	(0.017)	(0.018)	(0.018)		(0.008)	(0.017)	(0.018)	(0.018)	
idkab_dum123		-0.7527***	-0.7906***	-0.8351***	-0.8267***	-0.7038***	.	-0.5718***	.	-0.6317***	.	-0.6070***	.		-0.7527***	-0.7906***	-0.8351***	-0.8267***	-0.7038***	.	-0.5718***	.	-0.6317***	.	-0.6070***	.		-0.7527***	-0.7906***	-0.8351***	-0.8267***	-0.7038***	.	-0.5718***	.	-0.6317***	.	-0.6070***	.		-0.7527***	-0.7906***	-0.8351***	-0.8267***		-0.7527***	-0.7906***	-0.8351***	-0.8267***	
		(0.008)	(0.020)	(0.021)	(0.021)	(0.001)	(.)	(0.061)	(.)	(0.065)	(.)	(0.068)	(.)		(0.008)	(0.020)	(0.021)	(0.021)	(0.001)	(.)	(0.061)	(.)	(0.065)	(.)	(0.068)	(.)		(0.008)	(0.020)	(0.021)	(0.021)	(0.001)	(.)	(0.061)	(.)	(0.065)	(.)	(0.068)	(.)		(0.008)	(0.020)	(0.021)	(0.021)		(0.008)	(0.020)	(0.021)	(0.021)	
idkab_dum124		-0.6860***	-0.6867***	-0.7237***	-0.7173***	-0.3124***	.	-0.0086	.	-0.0366	.	-0.0191	.		-0.6860***	-0.6867***	-0.7237***	-0.7173***	-0.3124***	.	-0.0086	.	-0.0366	.	-0.0191	.		-0.6860***	-0.6867***	-0.7237***	-0.7173***	-0.3124***	.	-0.0086	.	-0.0366	.	-0.0191	.		-0.6860***	-0.6867***	-0.7237***	-0.7173***		-0.6860***	-0.6867***	-0.7237***	-0.7173***	
		(0.008)	(0.017)	(0.018)	(0.019)	(0.001)	(.)	(0.061)	(.)	(0.066)	(.)	(0.067)	(.)		(0.008)	(0.017)	(0.018)	(0.019)	(0.001)	(.)	(0.061)	(.)	(0.066)	(.)	(0.067)	(.)		(0.008)	(0.017)	(0.018)	(0.019)	(0.001)	(.)	(0.061)	(.)	(0.066)	(.)	(0.067)	(.)		(0.008)	(0.017)	(0.018)	(0.019)		(0.008)	(0.017)	(0.018)	(0.019)	
idkab_dum125		-0.7947***	-0.7751***	-0.7948***	-0.7856***	-1.1727***	.	-0.7909***	.	-0.7531***	.	-0.7210***	.		-0.7947***	-0.7751***	-0.7948***	-0.7856***	-1.1727***	.	-0.7909***	.	-0.7531***	.	-0.7210***	.		-0.7947***	-0.7751***	-0.7948***	-0.7856***	-1.1727***	.	-0.7909***	.	-0.7531***	.	-0.7210***	.		-0.7947***	-0.7751***	-0.7948***	-0.7856***		-0.7947***	-0.7751***	-0.7948***	-0.7856***	
		(0.008)	(0.016)	(0.017)	(0.017)	(0.002)	(.)	(0.053)	(.)	(0.051)	(.)	(0.053)	(.)		(0.008)	(0.016)	(0.017)	(0.017)	(0.002)	(.)	(0.053)	(.)	(0.051)	(.)	(0.053)	(.)		(0.008)	(0.016)	(0.017)	(0.017)	(0.002)	(.)	(0.053)	(.)	(0.051)	(.)	(0.053)	(.)		(0.008)	(0.016)	(0.017)	(0.017)		(0.008)	(0.016)	(0.017)	(0.017)	
idkab_dum126		-0.7614***	-0.7344***	-0.7584***	-0.7501***	-0.7744***	.	-0.3539***	.	-0.3384***	.	-0.3082***	.		-0.7614***	-0.7344***	-0.7584***	-0.7501***	-0.7744***	.	-0.3539***	.	-0.3384***	.	-0.3082***	.		-0.7614***	-0.7344***	-0.7584***	-0.7501***	-0.7744***	.	-0.3539***	.	-0.3384***	.	-0.3082***	.		-0.7614***	-0.7344***	-0.7584***	-0.7501***		-0.7614***	-0.7344***	-0.7584***	-0.7501***	
		(0.008)	(0.015)	(0.016)	(0.016)	(0.001)	(.)	(0.055)	(.)	(0.055)	(.)	(0.056)	(.)		(0.008)	(0.015)	(0.016)	(0.016)	(0.001)	(.)	(0.055)	(.)	(0.055)	(.)	(0.056)	(.)		(0.008)	(0.015)	(0.016)	(0.016)	(0.001)	(.)	(0.055)	(.)	(0.055)	(.)	(0.056)	(.)		(0.008)	(0.015)	(0.016)	(0.016)		(0.008)	(0.015)	(0.016)	(0.016)	
idkab_dum127		-0.8116***	-0.7756***	-0.8014***	-0.7985***	-1.6249***	.	-1.2087***	.	-1.2036***	.	-1.2006***	.		-0.8116***	-0.7756***	-0.8014***	-0.7985***	-1.6249***	.	-1.2087***	.	-1.2036***	.	-1.2006***	.		-0.8116***	-0.7756***	-0.8014***	-0.7985***	-1.6249***	.	-1.2087***	.	-1.2036***	.	-1.2006***	.		-0.8116***	-0.7756***	-0.8014***	-0.7985***		-0.8116***	-0.7756***	-0.8014***	-0.7985***	
		(0.008)	(0.011)	(0.013)	(0.013)	(0.001)	(.)	(0.066)	(.)	(0.065)	(.)	(0.068)	(.)		(0.008)	(0.011)	(0.013)	(0.013)	(0.001)	(.)	(0.066)	(.)	(0.065)	(.)	(0.068)	(.)		(0.008)	(0.011)	(0.013)	(0.013)	(0.001)	(.)	(0.066)	(.)	(0.065)	(.)	(0.068)	(.)		(0.008)	(0.011)	(0.013)	(0.013)		(0.008)	(0.011)	(0.013)	(0.013)	
idkab_dum128		-0.7943***	-0.7928***	-0.8123***	-0.8049***	-1.1658***	.	-0.8364***	.	-0.8030***	.	-0.7761***	.		-0.7943***	-0.7928***	-0.8123***	-0.8049***	-1.1658***	.	-0.8364***	.	-0.8030***	.	-0.7761***	.		-0.7943***	-0.7928***	-0.8123***	-0.8049***	-1.1658***	.	-0.8364***	.	-0.8030***	.	-0.7761***	.		-0.7943***	-0.7928***	-0.8123***	-0.8049***		-0.7943***	-0.7928***	-0.8123***	-0.8049***	
		(0.008)	(0.017)	(0.018)	(0.018)	(0.001)	(.)	(0.050)	(.)	(0.046)	(.)	(0.047)	(.)		(0.008)	(0.017)	(0.018)	(0.018)	(0.001)	(.)	(0.050)	(.)	(0.046)	(.)	(0.047)	(.)		(0.008)	(0.017)	(0.018)	(0.018)	(0.001)	(.)	(0.050)	(.)	(0.046)	(.)	(0.047)	(.)		(0.008)	(0.017)	(0.018)	(0.018)		(0.008)	(0.017)	(0.018)	(0.018)	
idkab_dum129		-0.7034***	-0.7332***	-0.7543***	-0.7464***	-0.3979***	.	-0.2201***	.	-0.1897***	.	-0.1648***	.		-0.7034***	-0.7332***	-0.7543***	-0.7464***	-0.3979***	.	-0.2201***	.	-0.1897***	.	-0.1648***	.		-0.7034***	-0.7332***	-0.7543***	-0.7464***	-0.3979***	.	-0.2201***	.	-0.1897***	.	-0.1648***	.		-0.7034***	-0.7332***	-0.7543***	-0.7464***		-0.7034***	-0.7332***	-0.7543***	-0.7464***	
		(0.008)	(0.018)	(0.020)	(0.020)	(0.000)	(.)	(0.042)	(.)	(0.038)	(.)	(0.039)	(.)		(0.008)	(0.018)	(0.020)	(0.020)	(0.000)	(.)	(0.042)	(.)	(0.038)	(.)	(0.039)	(.)		(0.008)	(0.018)	(0.020)	(0.020)	(0.000)	(.)	(0.042)	(.)	(0.038)	(.)	(0.039)	(.)		(0.008)	(0.018)	(0.020)	(0.020)		(0.008)	(0.018)	(0.020)	(0.020)	
idkab_dum130		-0.7327***	-0.7461***	-0.7677***	-0.7588***	-0.5630***	.	-0.3137***	.	-0.2860***	.	-0.2580***	.		-0.7327***	-0.7461***	-0.7677***	-0.7588***	-0.5630***	.	-0.3137***	.	-0.2860***	.	-0.2580***	.		-0.7327***	-0.7461***	-0.7677***	-0.7588***	-0.5630***	.	-0.3137***	.	-0.2860***	.	-0.2580***	.		-0.7327***	-0.7461***	-0.7677***	-0.7588***		-0.7327***	-0.7461***	-0.7677***	-0.7588***	
		(0.007)	(0.019)	(0.020)	(0.020)	(0.002)	(.)	(0.048)	(.)	(0.044)	(.)	(0.045)	(.)		(0.007)	(0.019)	(0.020)	(0.020)	(0.002)	(.)	(0.048)	(.)	(0.044)	(.)	(0.045)	(.)		(0.007)	(0.019)	(0.020)	(0.020)	(0.002)	(.)	(0.048)	(.)	(0.044)	(.)	(0.045)	(.)		(0.007)	(0.019)	(0.020)	(0.020)		(0.007)	(0.019)	(0.020)	(0.020)	
idkab_dum131		-0.7865***	-0.7585***	-0.7818***	-0.7726***	-1.0447***	.	-0.6141***	.	-0.5897***	.	-0.5571***	.		-0.7865***	-0.7585***	-0.7818***	-0.7726***	-1.0447***	.	-0.6141***	.	-0.5897***	.	-0.5571***	.		-0.7865***	-0.7585***	-0.7818***	-0.7726***	-1.0447***	.	-0.6141***	.	-0.5897***	.	-0.5571***	.		-0.7865***	-0.7585***	-0.7818***	-0.7726***		-0.7865***	-0.7585***	-0.7818***	-0.7726***	
		(0.008)	(0.018)	(0.019)	(0.019)	(0.000)	(.)	(0.056)	(.)	(0.055)	(.)	(0.056)	(.)		(0.008)	(0.018)	(0.019)	(0.019)	(0.000)	(.)	(0.056)	(.)	(0.055)	(.)	(0.056)	(.)		(0.008)	(0.018)	(0.019)	(0.019)	(0.000)	(.)	(0.056)	(.)	(0.055)	(.)	(0.056)	(.)		(0.008)	(0.018)	(0.019)	(0.019)		(0.008)	(0.018)	(0.019)	(0.019)	
idkab_dum132		-0.7064***	-0.6753***	-0.7077***	-0.6990***	-0.4129***	.	0.0389	.	0.0304	.	0.0588	.		-0.7064***	-0.6753***	-0.7077***	-0.6990***	-0.4129***	.	0.0389	.	0.0304	.	0.0588	.		-0.7064***	-0.6753***	-0.7077***	-0.6990***	-0.4129***	.	0.0389	.	0.0304	.	0.0588	.		-0.7064***	-0.6753***	-0.7077***	-0.6990***		-0.7064***	-0.6753***	-0.7077***	-0.6990***	
		(0.008)	(0.016)	(0.018)	(0.018)	(0.000)	(.)	(0.057)	(.)	(0.058)	(.)	(0.059)	(.)		(0.008)	(0.016)	(0.018)	(0.018)	(0.000)	(.)	(0.057)	(.)	(0.058)	(.)	(0.059)	(.)		(0.008)	(0.016)	(0.018)	(0.018)	(0.000)	(.)	(0.057)	(.)	(0.058)	(.)	(0.059)	(.)		(0.008)	(0.016)	(0.018)	(0.018)		(0.008)	(0.016)	(0.018)	(0.018)	
idkab_dum133		-0.7967***	-0.7742***	-0.8199***	-0.8109***	-1.2004***	.	-0.7926***	.	-0.8628***	.	-0.8256***	.		-0.7967***	-0.7742***	-0.8199***	-0.8109***	-1.2004***	.	-0.7926***	.	-0.8628***	.	-0.8256***	.		-0.7967***	-0.7742***	-0.8199***	-0.8109***	-1.2004***	.	-0.7926***	.	-0.8628***	.	-0.8256***	.		-0.7967***	-0.7742***	-0.8199***	-0.8109***		-0.7967***	-0.7742***	-0.8199***	-0.8109***	
		(0.007)	(0.016)	(0.017)	(0.017)	(0.003)	(.)	(0.061)	(.)	(0.068)	(.)	(0.070)	(.)		(0.007)	(0.016)	(0.017)	(0.017)	(0.003)	(.)	(0.061)	(.)	(0.068)	(.)	(0.070)	(.)		(0.007)	(0.016)	(0.017)	(0.017)	(0.003)	(.)	(0.061)	(.)	(0.068)	(.)	(0.070)	(.)		(0.007)	(0.016)	(0.017)	(0.017)		(0.007)	(0.016)	(0.017)	(0.017)	
idkab_dum134		-0.7482***	-0.7472***	-0.7874***	-0.7810***	-0.6678***	.	-0.3668***	.	-0.4094***	.	-0.3907***	.		-0.7482***	-0.7472***	-0.7874***	-0.7810***	-0.6678***	.	-0.3668***	.	-0.4094***	.	-0.3907***	.		-0.7482***	-0.7472***	-0.7874***	-0.7810***	-0.6678***	.	-0.3668***	.	-0.4094***	.	-0.3907***	.		-0.7482***	-0.7472***	-0.7874***	-0.7810***		-0.7482***	-0.7472***	-0.7874***	-0.7810***	
		(0.007)	(0.019)	(0.020)	(0.020)	(0.006)	(.)	(0.062)	(.)	(0.065)	(.)	(0.065)	(.)		(0.007)	(0.019)	(0.020)	(0.020)	(0.006)	(.)	(0.062)	(.)	(0.065)	(.)	(0.065)	(.)		(0.007)	(0.019)	(0.020)	(0.020)	(0.006)	(.)	(0.062)	(.)	(0.065)	(.)	(0.065)	(.)		(0.007)	(0.019)	(0.020)	(0.020)		(0.007)	(0.019)	(0.020)	(0.020)	
idkab_dum135		-0.7837***	-0.7450***	-0.7817***	-0.7710***	-1.0035***	.	-0.5082***	.	-0.5351***	.	-0.5009***	.		-0.7837***	-0.7450***	-0.7817***	-0.7710***	-1.0035***	.	-0.5082***	.	-0.5351***	.	-0.5009***	.		-0.7837***	-0.7450***	-0.7817***	-0.7710***	-1.0035***	.	-0.5082***	.	-0.5351***	.	-0.5009***	.		-0.7837***	-0.7450***	-0.7817***	-0.7710***		-0.7837***	-0.7450***	-0.7817***	-0.7710***	
		(0.007)	(0.014)	(0.016)	(0.015)	(0.005)	(.)	(0.060)	(.)	(0.063)	(.)	(0.064)	(.)		(0.007)	(0.014)	(0.016)	(0.015)	(0.005)	(.)	(0.060)	(.)	(0.063)	(.)	(0.064)	(.)		(0.007)	(0.014)	(0.016)	(0.015)	(0.005)	(.)	(0.060)	(.)	(0.063)	(.)	(0.064)	(.)		(0.007)	(0.014)	(0.016)	(0.015)		(0.007)	(0.014)	(0.016)	(0.015)	
idkab_dum136		-0.8165***	-0.7938***	-0.8316***	-0.8226***	-2.0076***	.	-1.5908***	.	-1.6214***	.	-1.5935***	.		-0.8165***	-0.7938***	-0.8316***	-0.8226***	-2.0076***	.	-1.5908***	.	-1.6214***	.	-1.5935***	.		-0.8165***	-0.7938***	-0.8316***	-0.8226***	-2.0076***	.	-1.5908***	.	-1.6214***	.	-1.5935***	.		-0.8165***	-0.7938***	-0.8316***	-0.8226***		-0.8165***	-0.7938***	-0.8316***	-0.8226***	
		(0.008)	(0.016)	(0.017)	(0.017)	(0.001)	(.)	(0.057)	(.)	(0.062)	(.)	(0.064)	(.)		(0.008)	(0.016)	(0.017)	(0.017)	(0.001)	(.)	(0.057)	(.)	(0.062)	(.)	(0.064)	(.)		(0.008)	(0.016)	(0.017)	(0.017)	(0.001)	(.)	(0.057)	(.)	(0.062)	(.)	(0.064)	(.)		(0.008)	(0.016)	(0.017)	(0.017)		(0.008)	(0.016)	(0.017)	(0.017)	
idkab_dum137		-0.7341***	-0.7768***	-0.8060***	-0.7967***	-0.5726***	.	-0.4411***	.	-0.4432***	.	-0.4113***	.		-0.7341***	-0.7768***	-0.8060***	-0.7967***	-0.5726***	.	-0.4411***	.	-0.4432***	.	-0.4113***	.		-0.7341***	-0.7768***	-0.8060***	-0.7967***	-0.5726***	.	-0.4411***	.	-0.4432***	.	-0.4113***	.		-0.7341***	-0.7768***	-0.8060***	-0.7967***		-0.7341***	-0.7768***	-0.8060***	-0.7967***	
		(0.008)	(0.018)	(0.019)	(0.019)	(0.001)	(.)	(0.035)	(.)	(0.034)	(.)	(0.035)	(.)		(0.008)	(0.018)	(0.019)	(0.019)	(0.001)	(.)	(0.035)	(.)	(0.034)	(.)	(0.035)	(.)		(0.008)	(0.018)	(0.019)	(0.019)	(0.001)	(.)	(0.035)	(.)	(0.034)	(.)	(0.035)	(.)		(0.008)	(0.018)	(0.019)	(0.019)		(0.008)	(0.018)	(0.019)	(0.019)	
idkab_dum138		-0.7388***	-0.7468***	-0.7820***	-0.7706***	-0.6038***	.	-0.3430***	.	-0.3712***	.	-0.3333***	.		-0.7388***	-0.7468***	-0.7820***	-0.7706***	-0.6038***	.	-0.3430***	.	-0.3712***	.	-0.3333***	.		-0.7388***	-0.7468***	-0.7820***	-0.7706***	-0.6038***	.	-0.3430***	.	-0.3712***	.	-0.3333***	.		-0.7388***	-0.7468***	-0.7820***	-0.7706***		-0.7388***	-0.7468***	-0.7820***	-0.7706***	
		(0.008)	(0.018)	(0.019)	(0.020)	(0.001)	(.)	(0.055)	(.)	(0.056)	(.)	(0.058)	(.)		(0.008)	(0.018)	(0.019)	(0.020)	(0.001)	(.)	(0.055)	(.)	(0.056)	(.)	(0.058)	(.)		(0.008)	(0.018)	(0.019)	(0.020)	(0.001)	(.)	(0.055)	(.)	(0.056)	(.)	(0.058)	(.)		(0.008)	(0.018)	(0.019)	(0.020)		(0.008)	(0.018)	(0.019)	(0.020)	
idkab_dum139		-0.7938***	-0.7804***	-0.8076***	-0.7987***	-1.1528***	.	-0.7850***	.	-0.7784***	.	-0.7505***	.		-0.7938***	-0.7804***	-0.8076***	-0.7987***	-1.1528***	.	-0.7850***	.	-0.7784***	.	-0.7505***	.		-0.7938***	-0.7804***	-0.8076***	-0.7987***	-1.1528***	.	-0.7850***	.	-0.7784***	.	-0.7505***	.		-0.7938***	-0.7804***	-0.8076***	-0.7987***		-0.7938***	-0.7804***	-0.8076***	-0.7987***	
