	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)	(10)	(11)	(12)	(13)	(14)	(15)	(16)	(17)	(18)	(19)	(20)	(21)	(22)	(23)	(24)	(25)	(26)	(27)	(28)	(29)	(30)	(31)	(32)	(33)	(34)	(35)	(36)	(37)	(38)	(39)	(40)	(41)	(42)	(43)	(44)	(45)	(46)	(47)	(48)	(49)	(50)
	OLS	OLS	OLS	OLS	OLS	PROBIT		PROBIT		PROBIT		PROBIT		OLS	OLS	OLS	OLS	OLS	PROBIT		PROBIT		PROBIT		PROBIT		OLS	OLS	OLS	OLS	OLS	PROBIT		PROBIT		PROBIT		PROBIT		OLS	OLS	OLS	OLS	OLS	OLS	OLS	OLS	OLS	OLS	OLS
VARIABLES	No contr No FE	No contr FE	GEO	GEO+REL	GEO+REL+FAC	No contr FE	MFX	GEO	MFX	GEO+REL	MFX	GEO+REL+FAC	MFX	No contr No FE	No contr FE	GEO	GEO+REL	GEO+REL+FAC	No contr FE	MFX	GEO	MFX	GEO+REL	MFX	GEO+REL+FAC	MFX	No contr No FE	No contr FE	GEO	GEO+REL	GEO+REL+FAC	No contr FE	MFX	GEO	MFX	GEO+REL	MFX	GEO+REL+FAC	MFX	No contr No FE	No contr FE	GEO	GEO+REL	GEO+REL+FAC	No contr No FE	No contr FE	GEO	GEO+REL	GEO+REL+FAC	No contr No FE
																																																		
kelurDum	0.0739***	0.0065	0.0575***	0.0573***	0.0552***	0.0287	0.0095	0.2881***	0.1006***	0.2856***	0.0997***	0.2774***	0.0966***	0.0739***	0.0065	0.0575***	0.0573***	0.0552***	0.0287	0.0095	0.2881***	0.1006***	0.2856***	0.0997***	0.2774***	0.0966***	0.0739***	0.0065	0.0575***	0.0573***	0.0552***	0.0287	0.0095	0.2881***	0.1006***	0.2856***	0.0997***	0.2774***	0.0966***	0.0739***	0.0065	0.0575***	0.0573***	0.0552***	0.0739***	0.0065	0.0575***	0.0573***	0.0552***	0.0739***
		(0.005)	(0.019)	(0.020)	(0.021)	(0.012)	(.)	(0.053)	(.)	(0.052)	(.)	(0.052)	(.)		(0.005)	(0.019)	(0.020)	(0.021)	(0.012)	(.)	(0.053)	(.)	(0.052)	(.)	(0.052)	(.)		(0.005)	(0.019)	(0.020)	(0.021)	(0.012)	(.)	(0.053)	(.)	(0.052)	(.)	(0.052)	(.)		(0.005)	(0.019)	(0.020)	(0.021)		(0.005)	(0.019)	(0.020)	(0.021)	
idkab_dum32		-0.0272***	-0.0475**	-0.0834***	-0.0814***	1.6102***	.	1.8537***	.	1.8304***	.	1.8336***	.		-0.0272***	-0.0475**	-0.0834***	-0.0814***	1.6102***	.	1.8537***	.	1.8304***	.	1.8336***	.		-0.0272***	-0.0475**	-0.0834***	-0.0814***	1.6102***	.	1.8537***	.	1.8304***	.	1.8336***	.		-0.0272***	-0.0475**	-0.0834***	-0.0814***		-0.0272***	-0.0475**	-0.0834***	-0.0814***	
		(0.003)	(0.020)	(0.020)	(0.021)	(0.023)	(.)	(0.060)	(.)	(0.060)	(.)	(0.061)	(.)		(0.003)	(0.020)	(0.020)	(0.021)	(0.023)	(.)	(0.060)	(.)	(0.060)	(.)	(0.061)	(.)		(0.003)	(0.020)	(0.020)	(0.021)	(0.023)	(.)	(0.060)	(.)	(0.060)	(.)	(0.061)	(.)		(0.003)	(0.020)	(0.020)	(0.021)		(0.003)	(0.020)	(0.020)	(0.021)	
idkab_dum33		0.1403***	0.1119***	0.0765***	0.0806***	2.5507***	.	2.7464***	.	2.7201***	.	2.7314***	.		0.1403***	0.1119***	0.0765***	0.0806***	2.5507***	.	2.7464***	.	2.7201***	.	2.7314***	.		0.1403***	0.1119***	0.0765***	0.0806***	2.5507***	.	2.7464***	.	2.7201***	.	2.7314***	.		0.1403***	0.1119***	0.0765***	0.0806***		0.1403***	0.1119***	0.0765***	0.0806***	
		(0.006)	(0.020)	(0.021)	(0.022)	(0.006)	(.)	(0.057)	(.)	(0.056)	(.)	(0.057)	(.)		(0.006)	(0.020)	(0.021)	(0.022)	(0.006)	(.)	(0.057)	(.)	(0.056)	(.)	(0.057)	(.)		(0.006)	(0.020)	(0.021)	(0.022)	(0.006)	(.)	(0.057)	(.)	(0.056)	(.)	(0.057)	(.)		(0.006)	(0.020)	(0.021)	(0.022)		(0.006)	(0.020)	(0.021)	(0.022)	
idkab_dum34		0.0949***	0.0814***	0.0542***	0.0637***	2.1741***	.	2.3936***	.	2.4005***	.	2.4338***	.		0.0949***	0.0814***	0.0542***	0.0637***	2.1741***	.	2.3936***	.	2.4005***	.	2.4338***	.		0.0949***	0.0814***	0.0542***	0.0637***	2.1741***	.	2.3936***	.	2.4005***	.	2.4338***	.		0.0949***	0.0814***	0.0542***	0.0637***		0.0949***	0.0814***	0.0542***	0.0637***	
		(0.001)	(0.008)	(0.010)	(0.011)	(0.042)	(.)	(0.071)	(.)	(0.070)	(.)	(0.071)	(.)		(0.001)	(0.008)	(0.010)	(0.011)	(0.042)	(.)	(0.071)	(.)	(0.070)	(.)	(0.071)	(.)		(0.001)	(0.008)	(0.010)	(0.011)	(0.042)	(.)	(0.071)	(.)	(0.070)	(.)	(0.071)	(.)		(0.001)	(0.008)	(0.010)	(0.011)		(0.001)	(0.008)	(0.010)	(0.011)	
idkab_dum35		-0.0508***	-0.1469***	-0.1594***	-0.1474***	1.5319***	.	1.4945***	.	1.5572***	.	1.6091***	.		-0.0508***	-0.1469***	-0.1594***	-0.1474***	1.5319***	.	1.4945***	.	1.5572***	.	1.6091***	.		-0.0508***	-0.1469***	-0.1594***	-0.1474***	1.5319***	.	1.4945***	.	1.5572***	.	1.6091***	.		-0.0508***	-0.1469***	-0.1594***	-0.1474***		-0.0508***	-0.1469***	-0.1594***	-0.1474***	
		(0.008)	(0.032)	(0.031)	(0.032)	(0.002)	(.)	(0.047)	(.)	(0.042)	(.)	(0.047)	(.)		(0.008)	(0.032)	(0.031)	(0.032)	(0.002)	(.)	(0.047)	(.)	(0.042)	(.)	(0.047)	(.)		(0.008)	(0.032)	(0.031)	(0.032)	(0.002)	(.)	(0.047)	(.)	(0.042)	(.)	(0.047)	(.)		(0.008)	(0.032)	(0.031)	(0.032)		(0.008)	(0.032)	(0.031)	(0.032)	
idkab_dum36		0.0494***	-0.0368	-0.0529	-0.0510	1.9188***	.	1.9376***	.	1.9783***	.	1.9823***	.		0.0494***	-0.0368	-0.0529	-0.0510	1.9188***	.	1.9376***	.	1.9783***	.	1.9823***	.		0.0494***	-0.0368	-0.0529	-0.0510	1.9188***	.	1.9376***	.	1.9783***	.	1.9823***	.		0.0494***	-0.0368	-0.0529	-0.0510		0.0494***	-0.0368	-0.0529	-0.0510	
		(0.008)	(0.038)	(0.038)	(0.038)	(0.000)	(.)	(0.072)	(.)	(0.064)	(.)	(0.066)	(.)		(0.008)	(0.038)	(0.038)	(0.038)	(0.000)	(.)	(0.072)	(.)	(0.064)	(.)	(0.066)	(.)		(0.008)	(0.038)	(0.038)	(0.038)	(0.000)	(.)	(0.072)	(.)	(0.064)	(.)	(0.066)	(.)		(0.008)	(0.038)	(0.038)	(0.038)		(0.008)	(0.038)	(0.038)	(0.038)	
idkab_dum37		-0.2103***	-0.2270***	-0.2311***	-0.2297***	1.0678***	.	1.3083***	.	1.3920***	.	1.3924***	.		-0.2103***	-0.2270***	-0.2311***	-0.2297***	1.0678***	.	1.3083***	.	1.3920***	.	1.3924***	.		-0.2103***	-0.2270***	-0.2311***	-0.2297***	1.0678***	.	1.3083***	.	1.3920***	.	1.3924***	.		-0.2103***	-0.2270***	-0.2311***	-0.2297***		-0.2103***	-0.2270***	-0.2311***	-0.2297***	
		(0.001)	(0.011)	(0.011)	(0.012)	(0.034)	(.)	(0.101)	(.)	(0.101)	(.)	(0.103)	(.)		(0.001)	(0.011)	(0.011)	(0.012)	(0.034)	(.)	(0.101)	(.)	(0.101)	(.)	(0.103)	(.)		(0.001)	(0.011)	(0.011)	(0.012)	(0.034)	(.)	(0.101)	(.)	(0.101)	(.)	(0.103)	(.)		(0.001)	(0.011)	(0.011)	(0.012)		(0.001)	(0.011)	(0.011)	(0.012)	
idkab_dum38		-0.1104***	-0.1832***	-0.1608***	-0.1486***	1.3484***	.	1.3846***	.	1.5527***	.	1.6004***	.		-0.1104***	-0.1832***	-0.1608***	-0.1486***	1.3484***	.	1.3846***	.	1.5527***	.	1.6004***	.		-0.1104***	-0.1832***	-0.1608***	-0.1486***	1.3484***	.	1.3846***	.	1.5527***	.	1.6004***	.		-0.1104***	-0.1832***	-0.1608***	-0.1486***		-0.1104***	-0.1832***	-0.1608***	-0.1486***	
		(0.008)	(0.027)	(0.025)	(0.026)	(0.002)	(.)	(0.042)	(.)	(0.047)	(.)	(0.050)	(.)		(0.008)	(0.027)	(0.025)	(0.026)	(0.002)	(.)	(0.042)	(.)	(0.047)	(.)	(0.050)	(.)		(0.008)	(0.027)	(0.025)	(0.026)	(0.002)	(.)	(0.042)	(.)	(0.047)	(.)	(0.050)	(.)		(0.008)	(0.027)	(0.025)	(0.026)		(0.008)	(0.027)	(0.025)	(0.026)	
idkab_dum39		-0.2150***	-0.2718***	-0.2486***	-0.2420***	1.0619***	.	1.1562***	.	1.3240***	.	1.3473***	.		-0.2150***	-0.2718***	-0.2486***	-0.2420***	1.0619***	.	1.1562***	.	1.3240***	.	1.3473***	.		-0.2150***	-0.2718***	-0.2486***	-0.2420***	1.0619***	.	1.1562***	.	1.3240***	.	1.3473***	.		-0.2150***	-0.2718***	-0.2486***	-0.2420***		-0.2150***	-0.2718***	-0.2486***	-0.2420***	
		(0.007)	(0.018)	(0.018)	(0.018)	(0.005)	(.)	(0.043)	(.)	(0.068)	(.)	(0.067)	(.)		(0.007)	(0.018)	(0.018)	(0.018)	(0.005)	(.)	(0.043)	(.)	(0.068)	(.)	(0.067)	(.)		(0.007)	(0.018)	(0.018)	(0.018)	(0.005)	(.)	(0.043)	(.)	(0.068)	(.)	(0.067)	(.)		(0.007)	(0.018)	(0.018)	(0.018)		(0.007)	(0.018)	(0.018)	(0.018)	
idkab_dum40		0.0433***	-0.0109	-0.0202	-0.0114	1.8904***	.	2.0097***	.	2.0772***	.	2.1090***	.		0.0433***	-0.0109	-0.0202	-0.0114	1.8904***	.	2.0097***	.	2.0772***	.	2.1090***	.		0.0433***	-0.0109	-0.0202	-0.0114	1.8904***	.	2.0097***	.	2.0772***	.	2.1090***	.		0.0433***	-0.0109	-0.0202	-0.0114		0.0433***	-0.0109	-0.0202	-0.0114	
		(0.007)	(0.023)	(0.022)	(0.023)	(0.003)	(.)	(0.039)	(.)	(0.038)	(.)	(0.040)	(.)		(0.007)	(0.023)	(0.022)	(0.023)	(0.003)	(.)	(0.039)	(.)	(0.038)	(.)	(0.040)	(.)		(0.007)	(0.023)	(0.022)	(0.023)	(0.003)	(.)	(0.039)	(.)	(0.038)	(.)	(0.040)	(.)		(0.007)	(0.023)	(0.022)	(0.023)		(0.007)	(0.023)	(0.022)	(0.023)	
idkab_dum41		0.1554***	0.1272***	0.0927***	0.1041***	2.7598***	.	2.9764***	.	2.9570***	.	3.0005***	.		0.1554***	0.1272***	0.0927***	0.1041***	2.7598***	.	2.9764***	.	2.9570***	.	3.0005***	.		0.1554***	0.1272***	0.0927***	0.1041***	2.7598***	.	2.9764***	.	2.9570***	.	3.0005***	.		0.1554***	0.1272***	0.0927***	0.1041***		0.1554***	0.1272***	0.0927***	0.1041***	
		(0.007)	(0.019)	(0.020)	(0.020)	(0.004)	(.)	(0.048)	(.)	(0.049)	(.)	(0.050)	(.)		(0.007)	(0.019)	(0.020)	(0.020)	(0.004)	(.)	(0.048)	(.)	(0.049)	(.)	(0.050)	(.)		(0.007)	(0.019)	(0.020)	(0.020)	(0.004)	(.)	(0.048)	(.)	(0.049)	(.)	(0.050)	(.)		(0.007)	(0.019)	(0.020)	(0.020)		(0.007)	(0.019)	(0.020)	(0.020)	
idkab_dum42		-0.7379***	-0.7156***	-0.7390***	-0.7475***	-0.5898***	.	-0.2175***	.	-0.1898**	.	-0.2274***	.		-0.7379***	-0.7156***	-0.7390***	-0.7475***	-0.5898***	.	-0.2175***	.	-0.1898**	.	-0.2274***	.		-0.7379***	-0.7156***	-0.7390***	-0.7475***	-0.5898***	.	-0.2175***	.	-0.1898**	.	-0.2274***	.		-0.7379***	-0.7156***	-0.7390***	-0.7475***		-0.7379***	-0.7156***	-0.7390***	-0.7475***	
		(0.000)	(0.007)	(0.010)	(0.011)	(0.040)	(.)	(0.080)	(.)	(0.077)	(.)	(0.083)	(.)		(0.000)	(0.007)	(0.010)	(0.011)	(0.040)	(.)	(0.080)	(.)	(0.077)	(.)	(0.083)	(.)		(0.000)	(0.007)	(0.010)	(0.011)	(0.040)	(.)	(0.080)	(.)	(0.077)	(.)	(0.083)	(.)		(0.000)	(0.007)	(0.010)	(0.011)		(0.000)	(0.007)	(0.010)	(0.011)	
idkab_dum43		-0.2445***	-0.3770***	-0.3248***	-0.3308***	0.9872***	.	0.8810***	.	1.1383***	.	1.1114***	.		-0.2445***	-0.3770***	-0.3248***	-0.3308***	0.9872***	.	0.8810***	.	1.1383***	.	1.1114***	.		-0.2445***	-0.3770***	-0.3248***	-0.3308***	0.9872***	.	0.8810***	.	1.1383***	.	1.1114***	.		-0.2445***	-0.3770***	-0.3248***	-0.3308***		-0.2445***	-0.3770***	-0.3248***	-0.3308***	
		(0.008)	(0.043)	(0.034)	(0.033)	(0.001)	(.)	(0.089)	(.)	(0.091)	(.)	(0.087)	(.)		(0.008)	(0.043)	(0.034)	(0.033)	(0.001)	(.)	(0.089)	(.)	(0.091)	(.)	(0.087)	(.)		(0.008)	(0.043)	(0.034)	(0.033)	(0.001)	(.)	(0.089)	(.)	(0.091)	(.)	(0.087)	(.)		(0.008)	(0.043)	(0.034)	(0.033)		(0.008)	(0.043)	(0.034)	(0.033)	
idkab_dum44		-0.5305***	-0.6101***	-0.6135***	-0.6169***	0.2409***	.	0.2636***	.	0.3453***	.	0.3277***	.		-0.5305***	-0.6101***	-0.6135***	-0.6169***	0.2409***	.	0.2636***	.	0.3453***	.	0.3277***	.		-0.5305***	-0.6101***	-0.6135***	-0.6169***	0.2409***	.	0.2636***	.	0.3453***	.	0.3277***	.		-0.5305***	-0.6101***	-0.6135***	-0.6169***		-0.5305***	-0.6101***	-0.6135***	-0.6169***	
		(0.007)	(0.024)	(0.024)	(0.024)	(0.003)	(.)	(0.027)	(.)	(0.031)	(.)	(0.030)	(.)		(0.007)	(0.024)	(0.024)	(0.024)	(0.003)	(.)	(0.027)	(.)	(0.031)	(.)	(0.030)	(.)		(0.007)	(0.024)	(0.024)	(0.024)	(0.003)	(.)	(0.027)	(.)	(0.031)	(.)	(0.030)	(.)		(0.007)	(0.024)	(0.024)	(0.024)		(0.007)	(0.024)	(0.024)	(0.024)	
idkab_dum45		-0.1367***	-0.2182***	-0.2662***	-0.2685***	1.2716***	.	1.2935***	.	1.2364***	.	1.2232***	.		-0.1367***	-0.2182***	-0.2662***	-0.2685***	1.2716***	.	1.2935***	.	1.2364***	.	1.2232***	.		-0.1367***	-0.2182***	-0.2662***	-0.2685***	1.2716***	.	1.2935***	.	1.2364***	.	1.2232***	.		-0.1367***	-0.2182***	-0.2662***	-0.2685***		-0.1367***	-0.2182***	-0.2662***	-0.2685***	
		(0.006)	(0.019)	(0.020)	(0.020)	(0.010)	(.)	(0.034)	(.)	(0.037)	(.)	(0.039)	(.)		(0.006)	(0.019)	(0.020)	(0.020)	(0.010)	(.)	(0.034)	(.)	(0.037)	(.)	(0.039)	(.)		(0.006)	(0.019)	(0.020)	(0.020)	(0.010)	(.)	(0.034)	(.)	(0.037)	(.)	(0.039)	(.)		(0.006)	(0.019)	(0.020)	(0.020)		(0.006)	(0.019)	(0.020)	(0.020)	
idkab_dum46		-0.4210***	-0.4915***	-0.5190***	-0.5255***	0.5404***	.	0.5795***	.	0.5881***	.	0.5571***	.		-0.4210***	-0.4915***	-0.5190***	-0.5255***	0.5404***	.	0.5795***	.	0.5881***	.	0.5571***	.		-0.4210***	-0.4915***	-0.5190***	-0.5255***	0.5404***	.	0.5795***	.	0.5881***	.	0.5571***	.		-0.4210***	-0.4915***	-0.5190***	-0.5255***		-0.4210***	-0.4915***	-0.5190***	-0.5255***	
		(0.008)	(0.018)	(0.019)	(0.019)	(0.001)	(.)	(0.037)	(.)	(0.034)	(.)	(0.042)	(.)		(0.008)	(0.018)	(0.019)	(0.019)	(0.001)	(.)	(0.037)	(.)	(0.034)	(.)	(0.042)	(.)		(0.008)	(0.018)	(0.019)	(0.019)	(0.001)	(.)	(0.037)	(.)	(0.034)	(.)	(0.042)	(.)		(0.008)	(0.018)	(0.019)	(0.019)		(0.008)	(0.018)	(0.019)	(0.019)	
idkab_dum47		-0.5120***	-0.5853***	-0.6044***	-0.6059***	0.2952***	.	0.3343***	.	0.3727***	.	0.3628***	.		-0.5120***	-0.5853***	-0.6044***	-0.6059***	0.2952***	.	0.3343***	.	0.3727***	.	0.3628***	.		-0.5120***	-0.5853***	-0.6044***	-0.6059***	0.2952***	.	0.3343***	.	0.3727***	.	0.3628***	.		-0.5120***	-0.5853***	-0.6044***	-0.6059***		-0.5120***	-0.5853***	-0.6044***	-0.6059***	
		(0.008)	(0.018)	(0.019)	(0.019)	(0.001)	(.)	(0.027)	(.)	(0.024)	(.)	(0.028)	(.)		(0.008)	(0.018)	(0.019)	(0.019)	(0.001)	(.)	(0.027)	(.)	(0.024)	(.)	(0.028)	(.)		(0.008)	(0.018)	(0.019)	(0.019)	(0.001)	(.)	(0.027)	(.)	(0.024)	(.)	(0.028)	(.)		(0.008)	(0.018)	(0.019)	(0.019)		(0.008)	(0.018)	(0.019)	(0.019)	
idkab_dum48		-0.2571***	-0.3342***	-0.3598***	-0.3546***	0.9549***	.	0.9796***	.	0.9961***	.	1.0148***	.		-0.2571***	-0.3342***	-0.3598***	-0.3546***	0.9549***	.	0.9796***	.	0.9961***	.	1.0148***	.		-0.2571***	-0.3342***	-0.3598***	-0.3546***	0.9549***	.	0.9796***	.	0.9961***	.	1.0148***	.		-0.2571***	-0.3342***	-0.3598***	-0.3546***		-0.2571***	-0.3342***	-0.3598***	-0.3546***	
		(0.008)	(0.018)	(0.020)	(0.020)	(0.000)	(.)	(0.031)	(.)	(0.027)	(.)	(0.031)	(.)		(0.008)	(0.018)	(0.020)	(0.020)	(0.000)	(.)	(0.031)	(.)	(0.027)	(.)	(0.031)	(.)		(0.008)	(0.018)	(0.020)	(0.020)	(0.000)	(.)	(0.031)	(.)	(0.027)	(.)	(0.031)	(.)		(0.008)	(0.018)	(0.020)	(0.020)		(0.008)	(0.018)	(0.020)	(0.020)	
idkab_dum49		-0.3668***	-0.4420***	-0.4606***	-0.4619***	0.6789***	.	0.7036***	.	0.7440***	.	0.7351***	.		-0.3668***	-0.4420***	-0.4606***	-0.4619***	0.6789***	.	0.7036***	.	0.7440***	.	0.7351***	.		-0.3668***	-0.4420***	-0.4606***	-0.4619***	0.6789***	.	0.7036***	.	0.7440***	.	0.7351***	.		-0.3668***	-0.4420***	-0.4606***	-0.4619***		-0.3668***	-0.4420***	-0.4606***	-0.4619***	
		(0.008)	(0.018)	(0.020)	(0.020)	(0.001)	(.)	(0.036)	(.)	(0.033)	(.)	(0.036)	(.)		(0.008)	(0.018)	(0.020)	(0.020)	(0.001)	(.)	(0.036)	(.)	(0.033)	(.)	(0.036)	(.)		(0.008)	(0.018)	(0.020)	(0.020)	(0.001)	(.)	(0.036)	(.)	(0.033)	(.)	(0.036)	(.)		(0.008)	(0.018)	(0.020)	(0.020)		(0.008)	(0.018)	(0.020)	(0.020)	
idkab_dum50		-0.2811***	-0.3351***	-0.3567***	-0.3640***	0.8946***	.	1.0020***	.	1.0318***	.	1.0003***	.		-0.2811***	-0.3351***	-0.3567***	-0.3640***	0.8946***	.	1.0020***	.	1.0318***	.	1.0003***	.		-0.2811***	-0.3351***	-0.3567***	-0.3640***	0.8946***	.	1.0020***	.	1.0318***	.	1.0003***	.		-0.2811***	-0.3351***	-0.3567***	-0.3640***		-0.2811***	-0.3351***	-0.3567***	-0.3640***	
		(0.008)	(0.019)	(0.020)	(0.020)	(0.000)	(.)	(0.039)	(.)	(0.033)	(.)	(0.037)	(.)		(0.008)	(0.019)	(0.020)	(0.020)	(0.000)	(.)	(0.039)	(.)	(0.033)	(.)	(0.037)	(.)		(0.008)	(0.019)	(0.020)	(0.020)	(0.000)	(.)	(0.039)	(.)	(0.033)	(.)	(0.037)	(.)		(0.008)	(0.019)	(0.020)	(0.020)		(0.008)	(0.019)	(0.020)	(0.020)	
idkab_dum51		-0.4392***	-0.4980***	-0.5224***	-0.5266***	0.4934***	.	0.5776***	.	0.5938***	.	0.5701***	.		-0.4392***	-0.4980***	-0.5224***	-0.5266***	0.4934***	.	0.5776***	.	0.5938***	.	0.5701***	.		-0.4392***	-0.4980***	-0.5224***	-0.5266***	0.4934***	.	0.5776***	.	0.5938***	.	0.5701***	.		-0.4392***	-0.4980***	-0.5224***	-0.5266***		-0.4392***	-0.4980***	-0.5224***	-0.5266***	
		(0.008)	(0.018)	(0.019)	(0.019)	(0.000)	(.)	(0.044)	(.)	(0.040)	(.)	(0.045)	(.)		(0.008)	(0.018)	(0.019)	(0.019)	(0.000)	(.)	(0.044)	(.)	(0.040)	(.)	(0.045)	(.)		(0.008)	(0.018)	(0.019)	(0.019)	(0.000)	(.)	(0.044)	(.)	(0.040)	(.)	(0.045)	(.)		(0.008)	(0.018)	(0.019)	(0.019)		(0.008)	(0.018)	(0.019)	(0.019)	
idkab_dum52		-0.1702***	-0.2284***	-0.2570***	-0.2575***	1.1815***	.	1.2901***	.	1.2957***	.	1.2898***	.		-0.1702***	-0.2284***	-0.2570***	-0.2575***	1.1815***	.	1.2901***	.	1.2957***	.	1.2898***	.		-0.1702***	-0.2284***	-0.2570***	-0.2575***	1.1815***	.	1.2901***	.	1.2957***	.	1.2898***	.		-0.1702***	-0.2284***	-0.2570***	-0.2575***		-0.1702***	-0.2284***	-0.2570***	-0.2575***	
		(0.008)	(0.026)	(0.028)	(0.028)	(0.001)	(.)	(0.037)	(.)	(0.031)	(.)	(0.033)	(.)		(0.008)	(0.026)	(0.028)	(0.028)	(0.001)	(.)	(0.037)	(.)	(0.031)	(.)	(0.033)	(.)		(0.008)	(0.026)	(0.028)	(0.028)	(0.001)	(.)	(0.037)	(.)	(0.031)	(.)	(0.033)	(.)		(0.008)	(0.026)	(0.028)	(0.028)		(0.008)	(0.026)	(0.028)	(0.028)	
idkab_dum53		-0.3837***	-0.4285***	-0.4553***	-0.4567***	0.6361***	.	0.7778***	.	0.7875***	.	0.7766***	.		-0.3837***	-0.4285***	-0.4553***	-0.4567***	0.6361***	.	0.7778***	.	0.7875***	.	0.7766***	.		-0.3837***	-0.4285***	-0.4553***	-0.4567***	0.6361***	.	0.7778***	.	0.7875***	.	0.7766***	.		-0.3837***	-0.4285***	-0.4553***	-0.4567***		-0.3837***	-0.4285***	-0.4553***	-0.4567***	
		(0.008)	(0.018)	(0.020)	(0.020)	(0.001)	(.)	(0.037)	(.)	(0.032)	(.)	(0.036)	(.)		(0.008)	(0.018)	(0.020)	(0.020)	(0.001)	(.)	(0.037)	(.)	(0.032)	(.)	(0.036)	(.)		(0.008)	(0.018)	(0.020)	(0.020)	(0.001)	(.)	(0.037)	(.)	(0.032)	(.)	(0.036)	(.)		(0.008)	(0.018)	(0.020)	(0.020)		(0.008)	(0.018)	(0.020)	(0.020)	
idkab_dum54		-0.5174***	-0.6216***	-0.6362***	-0.6361***	0.2797***	.	0.2183***	.	0.2635***	.	0.2630***	.		-0.5174***	-0.6216***	-0.6362***	-0.6361***	0.2797***	.	0.2183***	.	0.2635***	.	0.2630***	.		-0.5174***	-0.6216***	-0.6362***	-0.6361***	0.2797***	.	0.2183***	.	0.2635***	.	0.2630***	.		-0.5174***	-0.6216***	-0.6362***	-0.6361***		-0.5174***	-0.6216***	-0.6362***	-0.6361***	
		(0.008)	(0.028)	(0.029)	(0.029)	(0.000)	(.)	(0.034)	(.)	(0.042)	(.)	(0.042)	(.)		(0.008)	(0.028)	(0.029)	(0.029)	(0.000)	(.)	(0.034)	(.)	(0.042)	(.)	(0.042)	(.)		(0.008)	(0.028)	(0.029)	(0.029)	(0.000)	(.)	(0.034)	(.)	(0.042)	(.)	(0.042)	(.)		(0.008)	(0.028)	(0.029)	(0.029)		(0.008)	(0.028)	(0.029)	(0.029)	
idkab_dum55		-0.3740***	-0.4503***	-0.4462***	-0.4522***	0.6607***	.	0.6960***	.	0.8048***	.	0.7773***	.		-0.3740***	-0.4503***	-0.4462***	-0.4522***	0.6607***	.	0.6960***	.	0.8048***	.	0.7773***	.		-0.3740***	-0.4503***	-0.4462***	-0.4522***	0.6607***	.	0.6960***	.	0.8048***	.	0.7773***	.		-0.3740***	-0.4503***	-0.4462***	-0.4522***		-0.3740***	-0.4503***	-0.4462***	-0.4522***	
		(0.008)	(0.020)	(0.019)	(0.018)	(0.001)	(.)	(0.020)	(.)	(0.048)	(.)	(0.047)	(.)		(0.008)	(0.020)	(0.019)	(0.018)	(0.001)	(.)	(0.020)	(.)	(0.048)	(.)	(0.047)	(.)		(0.008)	(0.020)	(0.019)	(0.018)	(0.001)	(.)	(0.020)	(.)	(0.048)	(.)	(0.047)	(.)		(0.008)	(0.020)	(0.019)	(0.018)		(0.008)	(0.020)	(0.019)	(0.018)	
idkab_dum56		-0.5992***	-0.6649***	-0.6688***	-0.6698***	0.0263***	.	0.1051***	.	0.1835***	.	0.1723***	.		-0.5992***	-0.6649***	-0.6688***	-0.6698***	0.0263***	.	0.1051***	.	0.1835***	.	0.1723***	.		-0.5992***	-0.6649***	-0.6688***	-0.6698***	0.0263***	.	0.1051***	.	0.1835***	.	0.1723***	.		-0.5992***	-0.6649***	-0.6688***	-0.6698***		-0.5992***	-0.6649***	-0.6688***	-0.6698***	
		(0.008)	(0.021)	(0.021)	(0.021)	(0.002)	(.)	(0.024)	(.)	(0.035)	(.)	(0.035)	(.)		(0.008)	(0.021)	(0.021)	(0.021)	(0.002)	(.)	(0.024)	(.)	(0.035)	(.)	(0.035)	(.)		(0.008)	(0.021)	(0.021)	(0.021)	(0.002)	(.)	(0.024)	(.)	(0.035)	(.)	(0.035)	(.)		(0.008)	(0.021)	(0.021)	(0.021)		(0.008)	(0.021)	(0.021)	(0.021)	
idkab_dum57		-0.6475***	-0.7379***	-0.7532***	-0.7550***	-0.1489***	.	-0.1716***	.	-0.1263**	.	-0.1358***	.		-0.6475***	-0.7379***	-0.7532***	-0.7550***	-0.1489***	.	-0.1716***	.	-0.1263**	.	-0.1358***	.		-0.6475***	-0.7379***	-0.7532***	-0.7550***	-0.1489***	.	-0.1716***	.	-0.1263**	.	-0.1358***	.		-0.6475***	-0.7379***	-0.7532***	-0.7550***		-0.6475***	-0.7379***	-0.7532***	-0.7550***	
		(0.008)	(0.021)	(0.021)	(0.021)	(0.001)	(.)	(0.042)	(.)	(0.050)	(.)	(0.049)	(.)		(0.008)	(0.021)	(0.021)	(0.021)	(0.001)	(.)	(0.042)	(.)	(0.050)	(.)	(0.049)	(.)		(0.008)	(0.021)	(0.021)	(0.021)	(0.001)	(.)	(0.042)	(.)	(0.050)	(.)	(0.049)	(.)		(0.008)	(0.021)	(0.021)	(0.021)		(0.008)	(0.021)	(0.021)	(0.021)	
