	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)	(10)	(11)	(12)	(13)	(14)	(15)	(16)	(17)	(18)	(19)	(20)	(21)	(22)	(23)	(24)
	GolkarFirst	GolkarFirst	GolkarFirst	GolkarFirst	GolkarFirst	GolkarFirst	PDIFirst	PDIFirst	PDIFirst	PDIFirst	PDIFirst	PDIFirst	GolkarFirst	GolkarFirst	GolkarFirst	GolkarFirst	GolkarFirst	GolkarFirst	PDIFirst	PDIFirst	PDIFirst	PDIFirst	PDIFirst	PDIFirst
VARIABLES	Whole Sample	PDI Won Large	PDI Won	Golkar Won	Golkar Won Large	Neither Won	Whole Sample	PDI Won Large	PDI Won	Golkar Won	Golkar Won Large	Neither Won	Whole Sample	PDI Won Large	PDI Won	Golkar Won	Golkar Won Large	Neither Won	Whole Sample	PDI Won Large	PDI Won	Golkar Won	Golkar Won Large	Neither Won
																								
idkab_dum160	-0.5249***		0.0728*				0.4493***		-0.0542				-0.5249***		0.0728*				0.4493***		-0.0542			
	(0.013)		(0.037)				(0.017)		(0.039)				(0.013)		(0.037)				(0.017)		(0.039)			
idkab_dum161	-0.7893***	-0.0311					0.8380***	0.0698**					-0.7893***	-0.0311					0.8380***	0.0698**				
	(0.020)	(0.023)					(0.022)	(0.035)					(0.020)	(0.023)					(0.022)	(0.035)				
idkab_dum162	-0.6271***		-0.0907**				0.4740***		0.0081				-0.6271***		-0.0907**				0.4740***		0.0081			
	(0.020)		(0.041)				(0.022)		(0.046)				(0.020)		(0.041)				(0.022)		(0.046)			
idkab_dum163	-0.7088***	0.0462*					0.6830***	-0.0880**					-0.7088***	0.0462*					0.6830***	-0.0880**				
	(0.021)	(0.025)					(0.022)	(0.037)					(0.021)	(0.025)					(0.022)	(0.037)				
idkab_dum164	-0.6633***	0.0905***					0.6966***	-0.0783**					-0.6633***	0.0905***					0.6966***	-0.0783**				
	(0.020)	(0.024)					(0.021)	(0.035)					(0.020)	(0.024)					(0.021)	(0.035)				
idkab_dum165	-0.3545***		0.2707***				0.3064***		-0.2267***				-0.3545***		0.2707***				0.3064***		-0.2267***			
	(0.014)		(0.020)				(0.015)		(0.026)				(0.014)		(0.020)				(0.015)		(0.026)			
idkab_dum166	-0.4445***		0.0627				0.4542***		0.0322				-0.4445***		0.0627				0.4542***		0.0322			
	(0.021)		(0.044)				(0.024)		(0.054)				(0.021)		(0.044)				(0.024)		(0.054)			
idkab_dum167	-0.4170***			0.2500***			0.4405***			0.4773***			-0.4170***			0.2500***			0.4405***			0.4773***		
	(0.022)			(0.047)			(0.023)			(0.038)			(0.022)			(0.047)			(0.023)			(0.038)		
idkab_dum168	-0.7087***		-0.1891***				0.6858***		0.2362***				-0.7087***		-0.1891***				0.6858***		0.2362***			
	(0.023)		(0.045)				(0.025)		(0.056)				(0.023)		(0.045)				(0.025)		(0.056)			
idkab_dum169	-0.7174***	0.0468*					0.7441***	-0.0574					-0.7174***	0.0468*					0.7441***	-0.0574				
	(0.020)	(0.027)					(0.020)	(0.038)					(0.020)	(0.027)					(0.020)	(0.038)				
idkab_dum170	-0.6403***	0.1248***					0.6802***	-0.1200***					-0.6403***	0.1248***					0.6802***	-0.1200***				
	(0.023)	(0.028)					(0.023)	(0.040)					(0.023)	(0.028)					(0.023)	(0.040)				
idkab_dum171	-0.7512***	0.0086					0.7023***	-0.0506					-0.7512***	0.0086					0.7023***	-0.0506				
	(0.022)	(0.029)					(0.023)	(0.044)					(0.022)	(0.029)					(0.023)	(0.044)				
idkab_dum172	-0.5972***	0.1709***					0.6329***	-0.1582***					-0.5972***	0.1709***					0.6329***	-0.1582***				
	(0.021)	(0.024)					(0.021)	(0.036)					(0.021)	(0.024)					(0.021)	(0.036)				
idkab_dum173	-0.6526***	0.1072***					0.6620***	-0.1287***					-0.6526***	0.1072***					0.6620***	-0.1287***				
	(0.020)	(0.024)					(0.020)	(0.036)					(0.020)	(0.024)					(0.020)	(0.036)				
idkab_dum174	-0.7192***	0.0398					0.7008***	-0.0671*					-0.7192***	0.0398					0.7008***	-0.0671*				
	(0.022)	(0.027)					(0.023)	(0.040)					(0.022)	(0.027)					(0.023)	(0.040)				
idkab_dum175	-0.0821***				-0.1373***		0.0962***				0.1327***		-0.0821***				-0.1373***		0.0962***				0.1327***	
	(0.021)				(0.018)		(0.022)				(0.017)		(0.021)				(0.018)		(0.022)				(0.017)	
idkab_dum176	-0.1312***				-0.1775***		0.1623***				0.1927***		-0.1312***				-0.1775***		0.1623***				0.1927***	
	(0.020)				(0.022)		(0.021)				(0.023)		(0.020)				(0.022)		(0.021)				(0.023)	
idkab_dum177	-0.2432***				-0.2669***		0.2769***				0.2760***		-0.2432***				-0.2669***		0.2769***				0.2760***	
	(0.023)				(0.020)		(0.025)				(0.018)		(0.023)				(0.020)		(0.025)				(0.018)	
idkab_dum178	-0.3588***			0.2595***			0.1350***			0.2758***			-0.3588***			0.2595***			0.1350***			0.2758***		
	(0.014)			(0.030)			(0.015)			(0.037)			(0.014)			(0.030)			(0.015)			(0.037)		
idkab_dum179	-0.4554***		0.1024**				0.3911***		-0.0982*				-0.4554***		0.1024**				0.3911***		-0.0982*			
	(0.019)		(0.039)				(0.020)		(0.048)				(0.019)		(0.039)				(0.020)		(0.048)			
idkab_dum180	-0.3288***				-0.3622***		0.1762***				0.1877***		-0.3288***				-0.3622***		0.1762***				0.1877***	
	(0.021)				(0.015)		(0.022)				(0.016)		(0.021)				(0.015)		(0.022)				(0.016)	
idkab_dum181	-0.2190***		0.3523***				0.2105***		-0.2997***				-0.2190***		0.3523***				0.2105***		-0.2997***			
	(0.022)		(0.040)				(0.023)		(0.050)				(0.022)		(0.040)				(0.023)		(0.050)			
idkab_dum182	-0.3425***			0.3701***			0.2142***			0.2292***			-0.3425***			0.3701***			0.2142***			0.2292***		
	(0.020)			(0.054)			(0.023)			(0.042)			(0.020)			(0.054)			(0.023)			(0.042)		
idkab_dum183	-0.2225***				-0.2385***		0.1672***				0.1583***		-0.2225***				-0.2385***		0.1672***				0.1583***	
	(0.023)				(0.024)		(0.024)				(0.023)		(0.023)				(0.024)		(0.024)				(0.023)	
idkab_dum184	-0.7470***						0.2384***						-0.7470***						0.2384***					
	(0.016)						(0.017)						(0.016)						(0.017)					
idkab_dum185	-0.7032***	0.0642***					0.6526***	-0.1272***					-0.7032***	0.0642***					0.6526***	-0.1272***				
	(0.012)	(0.010)					(0.013)	(0.019)					(0.012)	(0.010)					(0.013)	(0.019)				
idkab_dum186	-0.6185***						0.5703***						-0.6185***						0.5703***					
	(0.017)						(0.018)						(0.017)						(0.018)					
idkab_dum187	-0.7222***	0.0475**					0.5618***	-0.2273***					-0.7222***	0.0475**					0.5618***	-0.2273***				
	(0.019)	(0.021)					(0.021)	(0.028)					(0.019)	(0.021)					(0.021)	(0.028)				
idkab_dum188	-0.7177***	0.0383*					0.6920***	-0.0803**					-0.7177***	0.0383*					0.6920***	-0.0803**				
	(0.015)	(0.021)					(0.017)	(0.033)					(0.015)	(0.021)					(0.017)	(0.033)				
idkab_dum189	-0.8826***	-0.1149***					0.9095***	0.1437***					-0.8826***	-0.1149***					0.9095***	0.1437***				
	(0.020)	(0.037)					(0.021)	(0.048)					(0.020)	(0.037)					(0.021)	(0.048)				
idkab_dum190	-0.5292***	0.2395***					0.5396***	-0.2553***					-0.5292***	0.2395***					0.5396***	-0.2553***				
	(0.016)	(0.024)					(0.017)	(0.037)					(0.016)	(0.024)					(0.017)	(0.037)				
idkab_dum191	-0.7302***	0.0411**					0.6885***	-0.1134***					-0.7302***	0.0411**					0.6885***	-0.1134***				
	(0.016)	(0.019)					(0.017)	(0.030)					(0.016)	(0.019)					(0.017)	(0.030)				
idkab_dum192	-0.5816***		-0.0430				0.5000***		0.0021				-0.5816***		-0.0430				0.5000***		0.0021			
	(0.022)		(0.042)				(0.023)		(0.047)				(0.022)		(0.042)				(0.023)		(0.047)			
idkab_dum193	-0.7220***	0.0485					0.7491***	-0.0446					-0.7220***	0.0485					0.7491***	-0.0446				
	(0.021)	(0.042)					(0.022)	(0.054)					(0.021)	(0.042)					(0.022)	(0.054)				
idkab_dum194	-0.4404***			0.1972***			0.2012***			0.2216***			-0.4404***			0.1972***			0.2012***			0.2216***		
	(0.023)			(0.048)			(0.030)			(0.043)			(0.023)			(0.048)			(0.030)			(0.043)		
idkab_dum195	-0.7658***					-0.0040	-0.0757***					-0.2891***	-0.7658***					-0.0040	-0.0757***					-0.2891***
	(0.015)					(0.025)	(0.017)					(0.070)	(0.015)					(0.025)	(0.017)					(0.070)
idkab_dum196	-0.6621***						-0.0993***						-0.6621***						-0.0993***					
	(0.013)						(0.015)						(0.013)						(0.015)					
o.idkab_dum197	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																								
idkab_dum198	-0.7517***					-0.0512	0.2111***					0.0979**	-0.7517***					-0.0512	0.2111***					0.0979**
	(0.029)					(0.034)	(0.029)					(0.045)	(0.029)					(0.034)	(0.029)					(0.045)
idkab_dum199	-0.5854***		-0.0324				0.2365***		-0.2294***				-0.5854***		-0.0324				0.2365***		-0.2294***			
	(0.019)		(0.039)				(0.020)		(0.051)				(0.019)		(0.039)				(0.020)		(0.051)			
idkab_dum200	-0.7187***					0.0148	0.0706***					-0.0628	-0.7187***					0.0148	0.0706***					-0.0628
	(0.024)					(0.021)	(0.025)					(0.045)	(0.024)					(0.021)	(0.025)					(0.045)
o.idkab_dum2		-	-		-	-		-	-		-	-		-	-		-	-		-	-		-	-
																								
o.idkab_dum3		-	-		-	-		-	-		-	-		-	-		-	-		-	-		-	-
																								
o.idkab_dum4		-		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-
																								
o.idkab_dum5		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-		-
																								
o.idkab_dum6		-		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-
																								
o.idkab_dum8		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-		-
																								
o.idkab_dum9		-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-	
																								
o.idkab_dum10		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-		-
																								
o.idkab_dum11		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-		-
																								
o.idkab_dum12		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-		-
																								
o.idkab_dum13		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-		-
																								
o.idkab_dum14		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-		-
																								
o.idkab_dum15		-	-	-	-	-		-	-	-	-	-		-	-	-	-	-		-	-	-	-	-
																								
o.idkab_dum16		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-		-
																								
o.idkab_dum17		-	-		-	-		-	-		-	-		-	-		-	-		-	-		-	-
																								
o.idkab_dum18		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-		-
																								
o.idkab_dum19		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-		-
																								
o.idkab_dum20		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-		-
																								
o.idkab_dum21		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-		-
																								
o.idkab_dum22		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-		-
																								
o.idkab_dum23		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-		-
																								
o.idkab_dum24		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-		-
																								
o.idkab_dum25		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-		-
																								
o.idkab_dum26		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-		-
																								
o.idkab_dum27		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-		-
																								
o.idkab_dum28		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-		-
																								
o.idkab_dum29		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-		-
																								
o.idkab_dum30		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-		-
																								
o.idkab_dum31		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-		-
																								
o.idkab_dum32		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-		-
																								
o.idkab_dum33		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-		-
																								
o.idkab_dum34		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-		-
																								
o.idkab_dum35		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-		-
																								
o.idkab_dum36		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-		-
																								
o.idkab_dum37		-	-		-	-		-	-		-	-		-	-		-	-		-	-		-	-
																								
o.idkab_dum38		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-		-
																								
o.idkab_dum39		-	-		-	-		-	-		-	-		-	-		-	-		-	-		-	-
																								
o.idkab_dum40		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-		-
																								
o.idkab_dum41		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-		-
																								
o.idkab_dum43		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-		-
																								
o.idkab_dum44		-		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-
																								
o.idkab_dum45		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-		-
																								
o.idkab_dum46		-	-		-	-		-	-		-	-		-	-		-	-		-	-		-	-
																								
o.idkab_dum47		-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-	
																								
o.idkab_dum48		-	-		-	-		-	-		-	-		-	-		-	-		-	-		-	-
																								
o.idkab_dum49		-	-		-	-		-	-		-	-		-	-		-	-		-	-		-	-
																								
o.idkab_dum50		-	-		-	-		-	-		-	-		-	-		-	-		-	-		-	-
																								
o.idkab_dum51		-	-		-	-		-	-		-	-		-	-		-	-		-	-		-	-
																								
o.idkab_dum52		-	-		-	-		-	-		-	-		-	-		-	-		-	-		-	-
																								
o.idkab_dum53		-	-		-	-		-	-		-	-		-	-		-	-		-	-		-	-
																								
o.idkab_dum55		-	-		-	-		-	-		-	-		-	-		-	-		-	-		-	-
																								
o.idkab_dum56		-		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-
																								
o.idkab_dum58		-	-		-	-		-	-		-	-		-	-		-	-		-	-		-	-
																								
o.idkab_dum59		-	-		-	-		-	-		-	-		-	-		-	-		-	-		-	-
																								
o.idkab_dum60		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-		-
																								
o.idkab_dum61		-	-		-	-		-	-		-	-		-	-		-	-		-	-		-	-
																								
o.idkab_dum62		-	-		-	-		-	-		-	-		-	-		-	-		-	-		-	-
																								
o.idkab_dum63		-		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-
																								
o.idkab_dum69		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-		-
																								
o.idkab_dum70		-	-		-	-		-	-		-	-		-	-		-	-		-	-		-	-
																								
o.idkab_dum71		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-		-
																								
o.idkab_dum72		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-		-
																								
o.idkab_dum73		-	-		-	-		-	-		-	-		-	-		-	-		-	-		-	-
																								
o.idkab_dum75		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-		-
																								
o.idkab_dum76		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-		-
																								
o.idkab_dum77		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-		-
																								
o.idkab_dum78		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-		-
																								
o.idkab_dum87		-	-	-	-	-		-	-	-	-	-		-	-	-	-	-		-	-	-	-	-
																								
o.idkab_dum88		-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-	
																								
o.idkab_dum92		-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-	
																								
o.idkab_dum93		-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-	
																								
o.idkab_dum94		-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-	
																								
o.idkab_dum95		-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-	
																								
o.idkab_dum96		-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-	
																								
o.idkab_dum97		-		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-
																								
o.idkab_dum98		-		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-
																								
o.idkab_dum102		-		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-
																								
o.idkab_dum103		-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-	
																								
o.idkab_dum104		-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-	
																								
o.idkab_dum105		-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-	
																								
o.idkab_dum106		-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-	
																								
o.idkab_dum107		-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-	
																								
o.idkab_dum108		-		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-
																								
o.idkab_dum109		-		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-
																								
o.idkab_dum110		-		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-
																								
o.idkab_dum111		-		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-
																								
o.idkab_dum112		-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-	
																								
o.idkab_dum113		-		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-
																								
o.idkab_dum114		-		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-
																								
o.idkab_dum116		-		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-
																								
o.idkab_dum119		-		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-
																								
o.idkab_dum122		-		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-
																								
o.idkab_dum125		-		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-
																								
o.idkab_dum126		-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-	
																								
o.idkab_dum129		-		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-
																								
o.idkab_dum144		-		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-
																								
o.idkab_dum146		-		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-
																								
o.idkab_dum147		-		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-
																								
o.idkab_dum148		-		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-
																								
o.idkab_dum149		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-		-
																								
o.idkab_dum152		-		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-
																								
o.idkab_dum155		-		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-
																								
o.idkab_dum156		-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-	
																								
o.idkab_dum157		-	-		-	-		-	-		-	-		-	-		-	-		-	-		-	-
																								
o.idkab_dum159		-	-		-	-		-	-		-	-		-	-		-	-		-	-		-	-
																								
o.idkab_dum160		-		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-
																								
o.idkab_dum162		-		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-
																								
o.idkab_dum165		-		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-
																								
o.idkab_dum166		-		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-
																								
o.idkab_dum167		-	-		-	-		-	-		-	-		-	-		-	-		-	-		-	-
																								
o.idkab_dum168		-		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-
																								
o.idkab_dum175		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-		-
																								
o.idkab_dum176		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-		-
																								
o.idkab_dum177		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-		-
																								
o.idkab_dum178		-	-		-	-		-	-		-	-		-	-		-	-		-	-		-	-
																								
o.idkab_dum179		-		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-
																								
o.idkab_dum180		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-		-
																								
o.idkab_dum181		-		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-
																								
o.idkab_dum182		-	-		-	-		-	-		-	-		-	-		-	-		-	-		-	-
																								
o.idkab_dum183		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-		-
																								
o.idkab_dum184		-	-	-	-	-		-	-	-	-	-		-	-	-	-	-		-	-	-	-	-
																								
o.idkab_dum186		-	-	-	-	-		-	-	-	-	-		-	-	-	-	-		-	-	-	-	-
																								
o.idkab_dum192		-		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-
																								
o.idkab_dum194		-	-		-	-		-	-		-	-		-	-		-	-		-	-		-	-
																								
o.idkab_dum195		-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-	
																								
o.idkab_dum196		-	-	-	-	-		-	-	-	-	-		-	-	-	-	-		-	-	-	-	-
																								
o.idkab_dum198		-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-	
																								
o.idkab_dum199		-		-	-	-		-		-	-	-		-		-	-	-		-		-	-	-
																								
o.idkab_dum200		-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-	
																								
o.idkab_dum7			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
o.idkab_dum42			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
o.idkab_dum54			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
o.idkab_dum57			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
o.idkab_dum64			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
o.idkab_dum65			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
o.idkab_dum66			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
o.idkab_dum67			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
o.idkab_dum68			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
o.idkab_dum74			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
o.idkab_dum79			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
o.idkab_dum80			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
o.idkab_dum81			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
o.idkab_dum82			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
o.idkab_dum83			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
o.idkab_dum84			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
o.idkab_dum85			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
o.idkab_dum86			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
o.idkab_dum89			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
o.idkab_dum90			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
o.idkab_dum91			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
o.idkab_dum99			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
o.idkab_dum100			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
o.idkab_dum101			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
o.idkab_dum115			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
o.idkab_dum117			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
o.idkab_dum118			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
o.idkab_dum120			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
o.idkab_dum121			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
o.idkab_dum123			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
o.idkab_dum124			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
o.idkab_dum127			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
o.idkab_dum128			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
o.idkab_dum130			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
o.idkab_dum131			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
o.idkab_dum132			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
o.idkab_dum133			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
o.idkab_dum134			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
o.idkab_dum135			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
o.idkab_dum136			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
o.idkab_dum137			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
o.idkab_dum138			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
o.idkab_dum139			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
o.idkab_dum140			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
o.idkab_dum141			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
o.idkab_dum142			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
o.idkab_dum143			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
o.idkab_dum145			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
o.idkab_dum150			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
o.idkab_dum151			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
o.idkab_dum153			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
o.idkab_dum154			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
o.idkab_dum158			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
o.idkab_dum161			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
o.idkab_dum163			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
o.idkab_dum164			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
o.idkab_dum169			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
o.idkab_dum170			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
o.idkab_dum171			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
o.idkab_dum172			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
o.idkab_dum173			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
o.idkab_dum174			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
o.idkab_dum185			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
o.idkab_dum187			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
o.idkab_dum188			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
o.idkab_dum189			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
o.idkab_dum190			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
o.idkab_dum191			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
o.idkab_dum193			-	-	-	-			-	-	-	-			-	-	-	-			-	-	-	-
																								
idkab_dum1					-0.1100***						0.1335***						-0.1100***						0.1335***	
					(0.032)						(0.028)						(0.032)						(0.028)	
																								
Observations	43,394	15,430	9,114	5,946	7,378	5,526	43,394	15,430	9,114	5,946	7,378	5,526	43,394	15,430	9,114	5,946	7,378	5,526	43,394	15,430	9,114	5,946	7,378	5,526
