"","est1","","","","est2","","",""
"_Istate_27","7.124288","29.56457",".2409738",".8096995","6.218399","29.78213",".2087963",".834714"
"_Istate_28","-.300741","25.89925","-.011612",".990741","-2.680511","26.34201","-.1017581",".919"
"_Istate_29","20.58065","24.27608",".8477747",".397073","20.76222","24.78596",".8376604",".4027242"
"_Istate_30","-15.33915","22.71069","-.6754153",".4998042","-13.62233","22.59357","-.6029296",".5468989"
"_Istate_32","18.26578","33.00502",".5534243",".5802837","21.98859","33.97555",".6471887",".5178829"
"_Istate_33","-20.78163","27.49672","-.7557858",".4502247","-23.98409","27.30754","-.8782956",".3803133"
"_Istate_34","25.47203","30.30751",".8404529",".4011591","19.70215","31.05156",".6344981",".5261204"
"_Istate_35","-16.66082","26.08617","-.6386841",".5233958","-17.35587","25.83644","-.6717595",".5021265"
"_Istate_36","68.02135","26.99123","2.520127",".0121216","64.50433","27.24404","2.367649",".0183789"
"_Istate_37","8.583068","39.03547",".2198787",".8260783","7.998734","38.99794",".2051066",".8375937"
"_Istate_38","-46.8617","33.20555","-1.411261",".1589489","-55.42249","33.73725","-1.642768",".1012206"
"_Istate_39","22.91588","25.17846",".9101382",".3633005","24.86573","25.10995",".9902739",".3226419"
"_Istate_40","10.58701","31.70426",".3339301",".7386082","9.288229","31.62635",".2936864",".7691507"
"_Istate_41","32.0466","23.2899","1.375987",".1695994","31.55005","23.23976","1.357589",".1753632"
"_Istate_42",".5245395","23.09863",".0227087",".981894","-1.884062","23.21058","-.0811725",".9353455"
"_Istate_44","-25.55669","41.06091","-.6224093",".5340292","-24.17165","40.66809","-.5943641",".5526063"
"_Istate_45","6.089364","29.92241",".2035051",".8388443","2.713778","29.52657",".0919097",".926816"
"_Istate_46","-2.764223","30.70686","-.0900197",".9283168","-5.509979","30.36545","-.1814555",".8561024"
"_Istate_47","2.543649","29.89644",".085082",".932239","2.118181","30.45542",".0695502",".9445866"
"_Istate_48","115.3065","113.1395","1.019153",".3087492","113.9541","112.5992","1.012034",".3121368"
"_Istate_49","-9.163328","33.02552","-.2774621",".7815694","-15.57465","33.08653","-.4707248",".6380952"
"_Istate_50","38.20403","26.62742","1.434763",".15214","33.76775","26.71236","1.264125",".206925"
"_Istate_51","43.34721","32.36322","1.339397",".1812057","42.79474","32.55649","1.314477",".1894428"
"_Istate_53","14.42655","35.80291",".4029436",".6872061","12.38017","36.09727",".3429668",".7318045"
"_Istate_54","11.19307","34.02785",".3289385",".7423752","7.094893","33.90386",".209265",".8343484"
"_Istate_55","90.04393","36.77164","2.448733",".0147666","87.33317","36.91512","2.365784",".0184704"
"_Istate_56",".8774469","33.01129",".0265802",".9788079","-2.907708","33.74997","-.0861544",".931387"
"year","0",".",".",".","0",".",".","."
"_IstaXyear_4","-.0261365",".0243657","-1.072678",".2840658","-.0263381",".0242638","-1.085489",".2783623"
"_IstaXyear_5",".0071348",".0146482",".4870747",".6264735",".0061428",".0149957",".4096361",".6822933"
"_IstaXyear_6","-.1392079",".0862879","-1.613295",".1074729","-.140629",".0858776","-1.63755",".1023059"
"_IstaXyear_8","-.0420114",".0169979","-2.471564",".0138699","-.0442504",".0164549","-2.689187",".0074638"
"_IstaXyear_9","-.0198511",".0121258","-1.6371",".1023999","-.0179315",".0124517","-1.440088",".1506285"
"_IstaXyear_10",".0113872",".0160203",".7107971",".4776263",".0148058",".0164886",".8979431",".3697588"
"_IstaXyear_11","0",".",".",".","0",".",".","."
"_IstaXyear_12","-.0739369",".0574121","-1.287829",".1985539","-.0747814",".05717","-1.308053",".1916102"
"_IstaXyear_13","-.0324059",".0265929","-1.21859",".2237217","-.0297877",".026364","-1.129861",".2592152"
"_IstaXyear_16",".0078737",".013042",".6037191",".5463744",".0107514",".0132682",".8103188",".4182412"
"_IstaXyear_17","-.0311354",".0153317","-2.030785",".0429411","-.0308161",".0153526","-2.007227",".0454012"
"_IstaXyear_18","-.0037264",".0134438","-.2771826",".7817838","-.0028466",".0134873","-.2110615",".8329473"
"_IstaXyear_19","-.0056347",".0122991","-.4581401",".6471018","-.0046744",".0123394","-.378819",".7050243"
"_IstaXyear_20","-.0050953",".0126576","-.4025496",".6874957","-.0052638",".012766","-.412333",".6803173"
"_IstaXyear_21","-.0099443",".0148759","-.6684816",".5042137","-.0083237",".0146506","-.5681504",".5702532"
"_IstaXyear_22",".0034776",".0143621",".2421405",".808796",".0063998",".0146241",".4376199",".6618992"
"_IstaXyear_23","-.0062967",".0110021","-.5723188",".5674291","-.0055062",".011138","-.4943633",".6213224"
"_IstaXyear_24","-.006206",".0204034","-.3041658",".7611606","-.0063089",".0203528","-.3099753",".756742"
"_IstaXyear_25","-.010923",".0127863","-.8542766",".3934656","-.0104714",".0125794","-.8324293",".4056659"
"_IstaXyear_26",".0001731",".013371",".0129432",".9896796",".0008486",".0134773",".0629679",".9498236"
"_IstaXyear_27","-.0035698",".0148685","-.2400902",".8103839","-.0031195",".0149773","-.2082812",".835116"
"_IstaXyear_28",".0003174",".0130608",".0243007",".9806249",".0015056",".0132783",".1133888",".9097795"
"_IstaXyear_29","-.0104393",".0122013","-.8555954",".3927364","-.0105367",".0124578","-.8457892",".3981786"
"_IstaXyear_30",".008047",".0115436",".6971002",".4861471",".0071872",".0114819",".6259592",".5317005"
"_IstaXyear_32","-.0088724",".016499","-.5377571",".5910453","-.010759",".0169927","-.6331527",".5269976"
"_IstaXyear_33",".0107862",".0139083",".7755272",".4384887",".0124012",".0138129",".8978",".3698349"
"_IstaXyear_34","-.0131045",".0153585","-.8532393",".3940398","-.0102201",".0157296","-.6497381",".5162362"
"_IstaXyear_35",".0086294",".0131098",".6582389",".5107652",".0089782",".0129743",".6919989",".4893415"
"_IstaXyear_36","-.0356545",".014141","-2.521359",".0120799","-.0339132",".0142503","-2.379827",".0177911"
"_IstaXyear_37","-.004557",".019855","-.2295128",".8185883","-.0042797",".0198321","-.2157947",".8292583"
"_IstaXyear_38",".0239306",".0168286","1.422019",".155804",".0282446",".017097","1.652028",".0993176"
"_IstaXyear_39","-.0121717",".012665","-.9610502",".3371104","-.0131756",".0126447","-1.041985",".298051"
"_IstaXyear_40","-.0051699",".0159719","-.3236897",".746343","-.004519",".0159339","-.2836127",".7768547"
"_IstaXyear_41","-.0159767",".011681","-1.367746",".1721633","-.0157333",".0116568","-1.349709",".1778765"
"_IstaXyear_42","-.0010731",".0115519","-.0928911",".9260368",".0001231",".0116144",".0106009",".9915472"
"_IstaXyear_44",".0131712",".0207266",".6354726",".5254854",".0124996",".0205329",".6087584",".5430318"
"_IstaXyear_45","-.0029577",".0150334","-.1967446",".8441278","-.0012814",".0148348","-.0863812",".9312068"
"_IstaXyear_46",".0017575",".0155761",".1128319",".9102207",".0031384",".0154038",".2037437",".8386579"
"_IstaXyear_47","-.0013774",".0150731","-.0913815",".9272355","-.0011771",".0153534","-.0766676",".9389265"
"_IstaXyear_48","-.0592797",".0581036","-1.020241",".308234","-.058644",".0578253","-1.014159",".3111231"
"_IstaXyear_49",".0048299",".0165811",".2912923",".7709795",".0080382",".0166097",".4839446",".6286913"
"_IstaXyear_50","-.0188674",".0135135","-1.396195",".1634341","-.0166264",".0135564","-1.226458",".2207513"
"_IstaXyear_51","-.0219548",".0163996","-1.338739",".1814198","-.0216907",".0164916","-1.315262",".1891792"
"_IstaXyear_53","-.0073226",".0180596","-.4054674",".6853519","-.0063031",".0182077","-.3461806",".7293899"
"_IstaXyear_54","-.0053274",".0171609","-.3104404",".7563886","-.0032601",".0170976","-.1906772",".8488757"
"_IstaXyear_55","-.045101",".0184224","-2.448163",".0147896","-.0437407",".0184952","-2.364974",".0185103"
"_IstaXyear_56","-.0000275",".0166603","-.0016517",".998683",".0018686",".0170319",".1097118",".9126932"
"int_lameduck_margin","","","","",".0102888",".0047997","2.143606",".03267"
"lameduck","","","","","-.0609731",".0724824","-.841212",".4007343"
"_cons","-1.429367","1.378034","-1.037251",".3002486","-1.315111","1.381871","-.9516882",".3418327"
"N","1376","","","","1376","","",""
"r2",".2894658","","","",".2921407","","",""
"df_m","97","","","","99","","",""
"df_r","398","","","","398","","",""
"df_b","","","","","","","",""
"df","","","","","","","",""
