"","est1","","","","est2","","","","est3","","","","est4","","","","est5","","","","est6","","","","est7","","","","est8","","","","est9","","","","est10","","",""
"stateyrv166","-.0436109",".0146006","-2.98692",".002818","-.032994",".0113308","-2.911878",".0035926","-.0361609",".0113472","-3.186766",".0014387","-.0346738",".0108856","-3.185279",".0014461","-.0378451",".0120852","-3.131516",".0017391","-.2241207",".0251383","-8.915495","0",".0419986",".022995","1.826423",".0677866","-.0733931",".0205845","-3.56545",".0003632","-.0731763",".0204514","-3.578049",".0003462","-.0782343",".0201197","-3.888446",".0001009"
"stateyrv167","-.048109",".0127912","-3.76111",".0001692","-.0113622",".0096294","-1.179945",".2380219","-.041775",".0091323","-4.574443","4.77e-06","-.0410376",".0086515","-4.743406","2.10e-06","-.0426101",".0100122","-4.255841",".0000208","-.0925034",".0241465","-3.830922",".0001277",".1326229",".0253875","5.223945","1.75e-07",".0555411",".0197234","2.815997",".0048626",".0556088",".019724","2.819352",".0048121",".0540297",".0190772","2.832169",".0046233"
"stateyrv168","-.041686",".0141405","-2.947981",".0031986","-.0258494",".0099896","-2.58763",".0096639","-.034411",".0097113","-3.543379",".000395","-.0294533",".0099611","-2.956825",".0031082","-.0400255",".0110332","-3.627743",".0002859","-.1414917",".0239683","-5.903293","3.56e-09",".1010214",".0218316","4.627292","3.70e-06",".0131772",".0194239",".6784032",".4975161",".0137075",".0192516",".7120196",".4764527",".0013387",".0189688",".0705728",".9437378"
"stateyrv169","-.0484815",".0128649","-3.76851",".0001642","-.0217896",".0088139","-2.47218",".0134292","-.042359",".0091266","-4.64124","3.46e-06","-.0415476",".0086913","-4.780381","1.75e-06","-.0432779",".0098642","-4.387385",".0000115","-.1356361",".0236993","-5.723215","1.05e-08",".1137264",".0220808","5.150467","2.60e-07",".0088978",".0190765",".4664248",".6409114",".0090472",".0190384",".4752057",".6346404",".0055622",".0182742",".3043759",".7608415"
"stateyrv170","-.0148452",".0176306","-.8420124",".399781","-.0288528",".0114068","-2.529434",".0114247","-.0080367",".0141075","-.5696772",".5688966","-.0005552",".0142528","-.0389554",".9689259","-.0165094",".0152107","-1.085377",".2777547","-.065708",".0263232","-2.4962",".0125532",".1576779",".0303279","5.199097","2.00e-07",".0846175",".0218294","3.876305",".0001061",".0852333",".0216345","3.939695",".0000816",".070871",".021747","3.258888",".0011185"
"stateyrv171","-.0404172",".0142556","-2.835174",".0045801","-.0240675",".0118687","-2.027813",".0425793","-.033442",".0110439","-3.028085",".0024611","-.0342415",".0113068","-3.028412",".0024584","-.0325365",".0111901","-2.907617",".0036419","-.1241178",".0247755","-5.009708","5.45e-07",".1122736",".0228032","4.92358","8.50e-07",".0235212",".0199345","1.179925",".2380302",".0235611",".0199651","1.180114",".2379549",".0226316",".018711","1.209537",".2264567"
"stateyrv172","-.0344954",".0163003","-2.116239",".0343245","-.0439039",".0116609","-3.765058",".0001665","-.028473",".0135184","-2.106241",".0351835","-.0258059",".0128989","-2.000627",".0454326","-.0314934",".0146988","-2.142588",".0321462","-.0636238",".0253428","-2.510529",".012055",".1032402",".0357078","2.891255",".0038371",".0875101",".0216035","4.050733",".0000511",".0877807",".0215306","4.077019",".0000456",".0814691",".0209109","3.896009",".0000978"
"stateyrv173","-.0474044",".0149758","-3.165399",".0015487","-.0395252",".0233249","-1.694554",".0901601","-.0406622",".0117306","-3.466347",".0005276","-.0373991",".0114339","-3.270883",".0010721","-.0443577",".0125921","-3.522649",".0004273","-.1438444",".0244102","-5.892801","3.80e-09",".0918271",".0268464","3.42047",".0006251",".011422",".0198271",".576079",".5645618",".0117981",".0197156",".5984125",".5495647",".0030257",".0192349",".1573037",".8750055"
"stateyrv174","-.0569287",".0140482","-4.052391",".0000507","-.0190921",".0112076","-1.703491",".0884762","-.0491804",".0107521","-4.57404","4.78e-06","-.0483897",".0109366","-4.424555","9.66e-06","-.0500758",".0107582","-4.654677","3.24e-06","-.1302981",".0236708","-5.504585","3.70e-08",".1196813",".0234958","5.09373","3.51e-07",".0200507",".0205019",".9779927",".3280779",".0201956",".0204281",".9886222",".322848",".0168142",".0190405",".8830765",".377195"
"stateyrv175","-.0270288",".0156154","-1.730905",".0834688","-.0244305",".0105152","-2.323342",".0201608","-.0195849",".0130098","-1.505395",".1322226","-.0188903",".0128617","-1.468724",".1419076","-.0203715",".0133443","-1.526606",".126859","-.0654169",".0253569","-2.579852",".0098843",".1177444",".0258683","4.551686","5.32e-06",".0856843",".0205782","4.163849",".0000313",".0858175",".0205724","4.171497",".0000303",".0827107",".020057","4.123786",".0000373"
"stateyrv176",".027798",".0136427","2.037573",".0415927","-.0539047",".0132499","-4.068297",".0000474",".0333446",".0133108","2.505078",".0122424",".0349862",".0139207","2.513243",".0119627",".0314854",".0135614","2.321699",".0202491","-.0129915",".0230312","-.5640834",".5726974",".1022668",".0338268","3.023251",".0025007",".1447722",".0234764","6.166721","6.97e-10",".1453331",".0236434","6.146867","7.90e-10",".1322501",".0216937","6.096257","1.09e-09"
"stateyrv177","-.0317538",".0263592","-1.204659",".2283349","-.0105465",".0091488","-1.15278",".2490005","-.0244758",".0249876","-.9795173",".3273244","-.0236917",".0243926","-.9712642",".3314167","-.0253638",".0257672","-.9843438",".3249465","-.0250153",".0284115","-.8804638",".3786081",".0796705",".0229239","3.475432",".00051",".1265533",".0239275","5.289025","1.23e-07",".1267033",".0238582","5.310673","1.09e-07",".123204",".02414","5.103737","3.33e-07"
"stateyrv178","-.0708082",".0263456","-2.687663",".0071954","-.0289451",".009655","-2.997946",".0027181","-.0646981",".0246892","-2.620499",".0087801","-.0662368",".0252358","-2.624718",".0086721","-.0629557",".0241652","-2.605224",".0091814","-.0723269",".0242655","-2.980646",".0028764",".0402886",".0216262","1.862954",".0624688",".0747093",".0201217","3.712869",".0002049",".0746776",".0201952","3.697785",".0002175",".0754183",".0190404","3.960957",".0000747"
"stateyrv179","-.0752761",".018344","-4.103575",".0000407","-.0287558",".0084174","-3.416228",".000635","-.0678186",".0150721","-4.499613","6.81e-06","-.0607515",".0154907","-3.921793",".0000879","-.0758219",".0158199","-4.79282","1.64e-06","-.0984642",".0241867","-4.071013",".0000468",".0334999",".0200558","1.670332",".0948538",".0583532",".0198591","2.938363",".0032995",".0590757",".0196763","3.002372",".0026788",".0422242",".0194943","2.165982",".0303126"
"stateyrv180","-.0682342",".0216754","-3.148002",".0016439","-.0409532",".0084169","-4.865563","1.14e-06","-.0621079",".0196614","-3.15887",".0015838","-.0608222",".0196675","-3.092521",".0019846","-.0635639",".0198254","-3.206189",".0013451","-.0995022",".023601","-4.216023",".0000249",".0347691",".0215113","1.616318",".1060255",".0460539",".019088","2.412709",".0158345",".0462518",".0190251","2.431098",".0150531",".0416354",".0183781","2.26549",".0234826"
"stateyrv181","-.0602825",".0418889","-1.439105",".1501207","-.0330038",".0098511","-3.350275",".0008073","-.0550384",".0409267","-1.344806",".1786879","-.0573419",".0409485","-1.40034",".1614115","-.0524298",".0410076","-1.278538",".2010599","-.0461849",".0250953","-1.840376",".0657131",".0625887",".0235389","2.65895",".0078385",".1042639",".0206456","5.050178","4.41e-07",".1042867",".020654","5.049217","4.44e-07",".1037542",".0205302","5.053728","4.33e-07"
"stateyrv182","-.1139354",".0378343","-3.011431",".0026002","-.0338777",".0083656","-4.049645",".0000513","-.1063868",".0361977","-2.939045",".0032922","-.1029721",".0355877","-2.893478",".00381","-.1102538",".037568","-2.934778",".0033379","-.077866",".0238416","-3.265972",".0010909",".0359901",".0205879","1.748121",".080443",".0717621",".0194069","3.697764",".0002175",".0721661",".0193198","3.735343",".0001875",".0627429",".0185905","3.374996",".0007382"
"stateyrv183","-.0299687",".0540636","-.5543235",".5793575","-.014985",".010397","-1.441274",".1495073","-.024003",".0533107","-.4502474",".652532","-.0202851",".053065","-.3822696",".7022614","-.0282134",".0536681","-.5257018",".5990954","-.0338072",".0280487","-1.205304",".2280859",".0484338",".0278816","1.737122",".0823656",".1205509",".0246497","4.890554","1.01e-06",".1209766",".0245343","4.930918","8.18e-07",".1110477",".0240188","4.623361","3.78e-06"
"stateyrv184","-.0864906",".023479","-3.683743",".0002298","-.0319494",".0084258","-3.791834",".0001495","-.0797889",".0214583","-3.718328",".0002005","-.076438",".0213535","-3.579645",".0003441","-.0835838",".0221149","-3.779518",".0001571","-.0992711",".024062","-4.125636",".000037",".0437506",".0206311","2.120611",".0339545",".0566095",".0199658","2.835318",".004578",".0569931",".0199081","2.86281",".004199",".0480441",".0189848","2.530661",".0113848"
"stateyrv185","-.0440797",".0188832","-2.334338",".019578","-.0251207",".0081848","-3.06919",".0021464","-.0357741",".0159574","-2.241844",".0249714","-.0308191",".0166548","-1.850462",".064247","-.0413854",".0150476","-2.750296",".0059541","-.0791782",".0246489","-3.212236",".0013171",".0465862",".020295","2.295452",".0217072",".0736626",".0220776","3.336523",".0008483",".0741959",".0216208","3.431687",".0005998",".0617566",".0200272","3.083637",".0020449"
"stateyrv186","-.0497402",".0362586","-1.371816",".1701207","-.0198838",".0085768","-2.318337",".020431","-.0423411",".0354611","-1.194015",".2324719","-.0418608",".0353175","-1.185271",".2359103","-.0428852",".035708","-1.200996",".2297529","-.054613",".0264192","-2.067169",".0387182",".053201",".0208119","2.556275",".01058",".0960441",".0238374","4.02913",".000056",".0961226",".0238414","4.031759",".0000554",".0942919",".0225769","4.176478",".0000296"
"stateyrv187",".0231038",".0686928",".3363344",".7366187","-.0267881",".0101015","-2.651883",".0080044",".0291523",".0709281",".4110123",".6810635",".035276",".070094",".5032676",".6147761",".0222174",".0722266",".3076063",".7583819","-.0249791",".0246474","-1.013458",".3108417",".0587328",".0365835","1.605444",".1083961",".1310244",".0265594","4.933253","8.09e-07",".1316176",".026629","4.942648","7.71e-07",".1177802",".025718","4.579676","4.66e-06"
"stateyrv188",".0322319",".0251828","1.279915",".2005749","-.0018091",".0087097","-.2077113",".8354544",".0396279",".0233711","1.695593",".0899629",".0418728",".0226585","1.847996",".0646029",".0370855",".0243178","1.525035",".1272503","-.2376567",".0292029","-8.138134","4.44e-16","-.0037059",".0222364","-.1666592",".8676382","-.0843592",".0249767","-3.377511",".0007315","-.084076",".0247906","-3.391447",".0006952","-.0906824",".0252186","-3.595861",".0003233"
"stateyrv189","-.0014723",".0276706","-.0532093",".9575651","-.007072",".0085401","-.8280899",".4076196",".0049885",".0262516",".1900244",".84929",".0053783",".0257355",".2089828",".8344617",".004547",".0269223",".1688923",".8658813","-.0984029",".0239506","-4.108583",".0000398",".0140647",".0243671",".5771996",".5638046",".0484261",".0194501","2.489761",".0127829",".0485334",".0194314","2.497686",".0125007",".0460308",".0187206","2.458824",".0139393"
"stateyrv190","-.0243274",".0174393","-1.394977",".1630228","-.0182353",".0085231","-2.139508",".0323945","-.0175893",".0144131","-1.22037",".2223246","-.0124517",".0147031","-.8468753",".3970646","-.0234076",".0153053","-1.529376",".1261713","-.1515706",".0239175","-6.337223","2.34e-10",".0067534",".0204543",".3301692",".7412721",".0089659",".019568",".4581933",".6468136",".009508",".0194033",".4900203",".6241195","-.0031358",".0187049","-.1676461",".8668617"
"stateyrv191",".0006988",".0216375",".0322949",".9742369","-.0266496",".0082531","-3.229058",".001242",".0061701",".019837",".3110398",".7557703",".0031339",".0199297",".1572466",".8750505",".0096085",".0198579",".4838652",".6284816","-.1212158",".0238994","-5.071922","3.94e-07",".0176103",".0205809",".8556647",".3921832",".0227886",".0191756","1.188414",".2346705",".0225753",".019356","1.166319",".2434854",".0275495",".0184039","1.496935",".13441"
"stateyrv192",".0466853",".0431072","1.083004",".2788065","-.012309",".0104577","-1.177022",".2391865",".0522628",".0421759","1.239163",".2152853",".0530073",".042052","1.260518",".2074825",".0514198",".0423768","1.213394",".224979","-.058451",".0272849","-2.142249",".0321734",".0049447",".023908",".2068229",".8361482",".0942295",".0236422","3.985653",".0000673",".0944616",".0236178","3.999586",".0000635",".089048",".0227322","3.917268",".0000896"
"stateyrv193",".0394825",".0455746",".8663268",".3863109","-.0288106",".0092845","-3.103091",".0019151",".0467091",".0447058","1.044809",".2961111",".0493979",".0447103","1.104843",".2692277",".043664",".044355",".9844221",".324908","-.1311901",".0251473","-5.21686","1.82e-07",".0123195",".0205714",".5988644",".5492633",".0207176",".0208215",".9950088",".319732",".0210506",".0207286","1.015538",".3098495",".0132825",".0196534",".6758357",".499145"
"stateyrv194",".0191853",".0553455",".3466463",".7288571","-.0183192",".0116319","-1.574908",".1152777",".024593",".0546156",".4502917",".6525001",".0240733",".0548585",".4388253",".6607881",".0251815",".0544064",".4628402",".6434789","-.1163269",".0258754","-4.495663","6.94e-06",".0043296",".0268034",".161533",".8716737",".0357811",".0221076","1.618497",".1055555",".0358206",".0221402","1.617899",".1056844",".0349007",".0212689","1.640924",".1008131"
"stateyrv195","-.0238793",".0240922","-.9911648",".3216051","-.0286011",".0082302","-3.475161",".0005105","-.0170363",".0219407","-.776467",".4374733","-.0103294",".0218035","-.4737514",".6356772","-.0246316",".0224019","-1.099533",".2715358","-.1466329",".0242162","-6.055166","1.40e-09",".0075674",".0202916",".3729313",".7091996",".0142041",".0203407",".6983083",".4849844",".0148922",".0202338",".7360056",".4617273","-.0011587",".0197151","-.0587709",".9531346"
"stateyrv196","-.0198282",".0170607","-1.16221",".24515","-.0163393",".0082176","-1.988318",".0467765","-.0119809",".0143108","-.8371961",".4024823","-.0069575",".0139015","-.500488",".6167315","-.0176698",".0154537","-1.1434",".2528727","-.1444106",".0236519","-6.105665","1.02e-09",".0013306",".0200038",".0665189",".9469647",".0136247",".0195617",".6965009",".4861152",".0141654",".0193456",".7322263",".4640305",".0015539",".0186616",".0832693",".9336374"
"stateyrv197",".0277485",".0389936",".7116168",".4767021",".0020011",".0084433",".2370062",".8126519",".0352928",".0374209",".9431306",".3456141",".0377716",".0376257","1.003878",".3154373",".0324857",".0371824",".8736841",".3822903","-.0733104",".0263933","-2.777616",".0054759",".0022607",".0213116",".1060795",".9155193",".0799113",".0216592","3.689487",".0002247",".0802166",".021602","3.713396",".0002045",".0730952",".0206515","3.539457",".000401"
"stateyrv198",".0194086",".0748009",".2594706",".7952721","0",".",".",".",".0248578",".0709889",".350165",".7262149",".0361034",".0717659",".5030713",".6149141",".0121224",".0706746",".1715241",".8638116","-.0873438",".0275629","-3.168886",".0015302","0",".",".",".",".0771603",".0313341","2.462504",".0137971",".0779142",".0311166","2.503944",".0122817",".0603288",".0302275","1.995825",".045953"
"stateyrv199","-.0090265",".0156364","-.5772712",".5637563","","","","","-.0021001",".0132021","-.159074",".8736106","-.0017554",".0127529","-.1376458",".8905204","-.0024905",".0138493","-.1798284",".8572873","-.0870353",".0253695","-3.430704",".000602","","","","",".0674919",".0207161","3.257948",".0011222",".0676039",".020676","3.269684",".0010767",".0649904",".0201946","3.218214",".0012899"
"stateyrv200","-.0509025",".0133225","-3.820803",".000133","","","","","-.0441674",".0095988","-4.601337","4.20e-06","-.0419438",".0091961","-4.561034","5.09e-06","-.0466857",".0103988","-4.48953","7.14e-06","-.0907696",".0247094","-3.673482",".0002393","","","","",".0571988",".0202694","2.821928",".0047736",".0574843",".0201877","2.847498",".0044064",".0508231",".0195362","2.601487",".0092821"
"stateyrv201","-.0313168",".0138031","-2.268824",".0232791","","","","","-.0252556",".0112117","-2.252602",".0242842","-.0261628",".0106512","-2.456329",".0140364","-.0242282",".0119141","-2.033572",".0419948","-.119079",".0237574","-5.012286","5.38e-07","","","","",".0367317",".0193597","1.897324",".0577853",".0367218",".0194155","1.891367",".0585754",".0369525",".0183754","2.010979",".0443276"
"stateyrv202","-.0279063",".0125843","-2.217544",".0265859","","","","","-.0223463",".0090067","-2.48108",".0130985","-.0242641",".008853","-2.740792",".0061291","-.0201743",".0093429","-2.159325",".030825","-.1072947",".02375","-4.517664","6.25e-06","","","","",".0379602",".0192099","1.976077",".0481461",".0378581",".0193193","1.959599",".0500427",".0402393",".0182411","2.205975",".0273858"
