"","est1","","","","est2","","","","est3","","","","est4","","",""
"stateyrv33","-.1639361",".0391943","-4.182652",".0000288","-.1611255",".0394348","-4.085873",".0000439","-.1331465",".0142097","-9.370104","0","-.1331327",".0125342","-10.6216","0"
"stateyrv34","-.3318699",".0295465","-11.23214","0","-.3295134",".0297306","-11.0833","0","-.167791",".0126874","-13.225","0","-.1570759",".012315","-12.75489","0"
"stateyrv35","-.1885231",".035621","-5.292466","1.21e-07","-.1856511",".035695","-5.201046","1.98e-07","-.1193562",".0129442","-9.220831","0","-.1608232",".0130305","-12.34205","0"
"stateyrv36","-.2244088",".0292099","-7.682636","1.55e-14","-.2215797",".0292673","-7.570888","3.71e-14","-.0943828",".0128324","-7.355044","1.91e-13","-.137202",".0141237","-9.714318","0"
"stateyrv37","-.2055701",".0295935","-6.946465","3.75e-12","-.2031504",".0296759","-6.845645","7.61e-12","-.1414146",".0139618","-10.1287","0","-.1681527",".0184471","-9.115386","0"
"stateyrv38","-.1323424",".0347196","-3.811749",".000138","-.1292253",".0348457","-3.708501",".0002085","-.1595412",".0131466","-12.13556","0","-.1721121",".0172779","-9.96142","0"
"stateyrv39","-.1349993",".0298152","-4.527874","5.96e-06","-.1333633",".0299532","-4.452395","8.49e-06","-.1646793",".0137871","-11.94445","0","-.1996105",".0177359","-11.25463","0"
"stateyrv40","-.1461906",".0490058","-2.983128",".0028532","-.1351819",".0490214","-2.75761",".0058226","-.1478448",".0175181","-8.439538","0","-.1559224",".0154876","-10.06754","0"
"stateyrv41","-.351868",".0304043","-11.57296","0","-.3483871",".0304486","-11.44182","0","-.2113813",".0234369","-9.019175","0","-.0974711",".0122081","-7.984106","1.33e-15"
"stateyrv42","-.2748795",".0294033","-9.348587","0","-.2722219",".0294015","-9.258786","0","-.2095753",".0213318","-9.824541","0","-.122349",".0145574","-8.404606","0"
"stateyrv43","-.2055072",".0484079","-4.24532",".0000218","-.2035582",".048567","-4.191288",".0000277","-.2319509",".0208816","-11.1079","0","-.1660762",".0149174","-11.13303","0"
"stateyrv44","-.0804692",".0307079","-2.620469",".0087809","-.0773205",".0305927","-2.527413",".0114906","-.1857797",".0195036","-9.525408","0","-.1102925",".0140212","-7.866133","3.55e-15"
"stateyrv45","-.0068387",".0335832","-.2036339",".8386396","-.1608025",".0292064","-5.505738","3.68e-08","-.0966778",".0134152","-7.206569","5.74e-13","-.1068701",".0132765","-8.049587","8.88e-16"
"stateyrv46",".1978745",".0415522","4.762074","1.92e-06","-.139825",".0292419","-4.781674","1.74e-06","-.1420306",".0174287","-8.149238","4.44e-16","-.1242834",".0143542","-8.658344","0"
"stateyrv47",".0951275",".035645","2.668744",".0076135","-.1316175",".0298966","-4.402418",".0000107","-.1774229",".0159309","-11.13704","0","-.153445",".0146192","-10.49611","0"
"stateyrv48",".2935276",".0296978","9.883807","0","-.1681049",".0295999","-5.679234","1.35e-08","-.1320216",".0168389","-7.840255","4.44e-15","-.1202834",".0125383","-9.593282","0"
"stateyrv49",".2294993",".0568399","4.037644",".000054","-.1450962",".0305942","-4.742605","2.11e-06","-.1201196",".0148303","-8.099622","4.44e-16","-.0890071",".0173126","-5.141165","2.73e-07"
"stateyrv50",".4400112",".0441983","9.955388","0","-.0751503",".0306486","-2.451997",".0142066","-.1441869",".0167707","-8.597528","0","-.03666",".0128975","-2.84241",".0044774"
"stateyrv51","-.1543503",".046207","-3.340406",".0008366","-.1246736",".0315608","-3.950268",".0000781","-.1727057",".0170591","-10.12395","0","-.0560393",".0132871","-4.217582",".0000247"
"stateyrv52",".1685446",".0324709","5.190639","2.10e-07","-.1406394",".0283182","-4.966394","6.82e-07","-.1342483",".0151678","-8.850865","0","-.0740561",".014113","-5.247364","1.54e-07"
"stateyrv53",".2731854",".0309113","8.837711","0","-.0802033",".0286585","-2.798589",".0051326","-.1283574",".0225625","-5.688983","1.28e-08",".0222894",".017888","1.246052",".2127452"
"stateyrv54",".1846098",".0573522","3.21888",".0012869","-.1799069",".0301566","-5.965751","2.44e-09","-.0356601",".0141122","-2.526901",".0115074",".0212589",".0139829","1.520353",".1284223"
"stateyrv55",".0422696",".0781643",".5407786",".5886602","-.1866251",".0327332","-5.701403","1.19e-08","-.0594179",".0142738","-4.162739",".0000314","-.0427004",".0121565","-3.512563",".0004438"
"stateyrv56","-.159555",".028978","-5.506076","3.67e-08","-.1704666",".0303838","-5.610442","2.02e-08","-.0897713",".0166503","-5.391567","6.98e-08","-.0155346",".0130305","-1.192173",".2331935"
"stateyrv57","-.1392309",".0290887","-4.786426","1.70e-06","-.1562536",".0291123","-5.367272","7.99e-08",".0752149",".0243359","3.090695",".0019969","-.090197",".0131144","-6.877691","6.08e-12"
"stateyrv58","-.1302154",".0298808","-4.357834",".0000131","-.123276",".0311282","-3.960266",".0000749",".0569084",".0171249","3.323142",".0008901","-.0570625",".012471","-4.575637","4.75e-06"
"stateyrv59","-.1659095",".0294106","-5.641156","1.69e-08","-.139548",".030426","-4.586466","4.51e-06","-.0243479",".0129991","-1.873044",".0610623","-.0814784",".0120172","-6.780148","1.20e-11"
"stateyrv60","-.1440448",".0305109","-4.721089","2.35e-06","-.1035993",".0310486","-3.336682",".0008478",".0039739",".0148742",".2671668",".7893408","-.0674143",".0123483","-5.459407","4.78e-08"
"stateyrv61","-.0764229",".0302126","-2.529506",".0114223","-.1380091",".0289246","-4.771342","1.83e-06","-.1052401",".0146782","-7.169798","7.51e-13","-.0620666",".0130205","-4.766819","1.87e-06"
"stateyrv62","-.1213044",".0313258","-3.872347",".0001078","-.2609348",".0410706","-6.353325","2.11e-10","-.0544886",".0132296","-4.118702",".0000381","-.014474",".0124364","-1.163838",".2444898"
"stateyrv63","-.1399045",".0281864","-4.963543","6.92e-07","-.1698426",".0282306","-6.016264","1.78e-09","-.0783394",".0126878","-6.174383","6.64e-10","-.0291543",".012639","-2.306689",".0210721"
"stateyrv64","-.0798914",".0285294","-2.800315",".0051053","-.1414802",".029084","-4.864545","1.15e-06","-.0679973",".0130924","-5.193643","2.06e-07","-.0696098",".0121505","-5.728963","1.01e-08"
"stateyrv65","-.1794003",".0299744","-5.985121","2.16e-09","-.1691811",".0318949","-5.304324","1.13e-07","-.0747786",".0145458","-5.140893","2.73e-07","-.0582914",".0121862","-4.783403","1.72e-06"
"stateyrv66","-.1853427",".0325038","-5.702187","1.18e-08","-.1501781",".0402536","-3.730796",".0001909","-.0103275",".0132293","-.7806582",".4350035","-.067458",".012228","-5.516694","3.45e-08"
"stateyrv67","-.1705185",".0302039","-5.645571","1.65e-08","-.1760416",".0284835","-6.180467","6.39e-10","-.0208569",".0134467","-1.55108",".1208824","-.0710439",".0125645","-5.654318","1.56e-08"
"stateyrv68","-.1568029",".0290087","-5.40538","6.47e-08","-.2021154",".0286266","-7.060403","1.66e-12","-.0736815",".0130712","-5.636929","1.73e-08","-.0959349",".0134443","-7.135737","9.63e-13"
"stateyrv69","-.1271289",".0307503","-4.134236",".0000356","-.1705895",".0281269","-6.064999","1.32e-09","-.0466491",".0134679","-3.463715",".0005328","-.0559469",".0125695","-4.45099","8.55e-06"
"stateyrv70","-.1433117",".0303973","-4.714617","2.42e-06","-.168186",".028174","-5.969541","2.38e-09","-.0623015",".0127631","-4.881375","1.05e-06","-.0639427",".0120272","-5.316506","1.06e-07"
"stateyrv71","-.1028805",".0308407","-3.335872",".0008503","-.1811496",".0298759","-6.063401","1.33e-09","-.0586261",".0132696","-4.418088","9.96e-06","-.0450133",".0131373","-3.426373",".0006117"
"stateyrv72","-.1385922",".0288249","-4.808073","1.52e-06","-.1735047",".0288118","-6.021996","1.72e-09","-.1013737",".0152","-6.669315","2.57e-11","-.0650051",".0128137","-5.0731","3.91e-07"
"stateyrv73","-.2544055",".0405314","-6.276751","3.46e-10","-.2129095",".0314183","-6.776607","1.23e-11","-.0404814",".0144871","-2.794303",".0052012","-.0519075",".0121442","-4.274269",".0000192"
"stateyrv74","-.1704851",".0281205","-6.062668","1.34e-09","-.202074",".0280306","-7.209056","5.63e-13","-.055191",".0128245","-4.303568",".0000168","-.0594187",".0120657","-4.924584","8.45e-07"
"stateyrv75","-.1440852",".0290386","-4.961857","6.98e-07","-.1869853",".0280059","-6.67663","2.44e-11","-.0267036",".0142335","-1.876108",".0606405","-.0856468",".012424","-6.893683","5.44e-12"
"stateyrv76","-.1708649",".0316971","-5.390555","7.02e-08","-.2330587",".0311919","-7.471769","7.90e-14","-.0571249",".0142644","-4.004712",".0000621","-.0825963",".0138144","-5.979001","2.25e-09"
"stateyrv77","-.1507202",".040429","-3.728025",".000193","-.1945747",".0354103","-5.494858","3.91e-08","-.0470208",".0134102","-3.506355",".0004543","-.0525767",".0128074","-4.10519",".0000404"
"stateyrv78","-.1773804",".0283734","-6.251632","4.06e-10","-.1662824",".0285047","-5.833509","5.43e-09","-.0561029",".0125693","-4.463474","8.06e-06","-.0527838",".0125719","-4.198541",".0000269"
"stateyrv79","-.2022261",".0284628","-7.104929","1.20e-12","-.2045357",".0285229","-7.170935","7.45e-13","-.0805981",".0131189","-6.143667","8.06e-10","-.0535796",".0139984","-3.827561",".0001294"
"stateyrv80","-.1718184",".0280172","-6.132604","8.65e-10","-.1781283",".0283491","-6.283392","3.31e-10","-.0863027",".0152534","-5.657942","1.53e-08","-.0659752",".0136478","-4.834131","1.34e-06"
"stateyrv81","-.1697579",".0281013","-6.040935","1.53e-09","-.1770791",".028159","-6.288554","3.20e-10","-.0588103",".0143126","-4.108978",".0000397",".0003219",".012795",".0251588",".9799283"
"stateyrv82","-.1795999",".0295564","-6.076506","1.23e-09","-.1881538",".0319686","-5.885584","3.97e-09","-.0571229",".0133709","-4.272186",".0000194",".0177207",".0137172","1.291855",".1964074"
"stateyrv83","-.1741912",".0285755","-6.095828","1.09e-09","-.1618822",".0289683","-5.588254","2.29e-08","-.0572693",".0143824","-3.981902",".0000684","-.0239318",".015321","-1.562025",".118282"
"stateyrv84","-.2095314",".0310131","-6.756214","1.42e-11","-.1703488",".044638","-3.816224",".0001355","-.0603647",".0167764","-3.598183",".0003204","-.0161043",".0136362","-1.18099",".2376065"
"stateyrv85","-.202448",".0279292","-7.248611","4.21e-13","-.1923153",".0282263","-6.813346","9.54e-12","-.0033425",".0136282","-.2452627",".806253",".1027498",".0133624","7.689462","1.49e-14"
"stateyrv86","-.1878942",".0279337","-6.726441","1.74e-11","-.1720255",".0282543","-6.088462","1.14e-09",".007487",".0148138",".5054083",".6132721",".130289",".0138767","9.389075","0"
"stateyrv87","-.2347121",".0310773","-7.552523","4.26e-14","-.2241845",".0308085","-7.276707","3.42e-13","-.0321391",".0162983","-1.971927",".048618",".1112052",".013904","7.99806","1.33e-15"
"stateyrv88","-.1962993",".0354855","-5.531815","3.17e-08","-.2145774",".0338163","-6.34539","2.22e-10","-.0232219",".0151936","-1.528396",".1264143",".1004512",".0203883","4.926909","8.35e-07"
"stateyrv89","-.1665172",".0283352","-5.876699","4.19e-09","-.2088627",".0285244","-7.322247","2.44e-13",".1145284",".0144506","7.925522","2.22e-15","-.0159643",".0144732","-1.103024",".2700169"
"stateyrv90","-.2049014",".0283789","-7.220193","5.19e-13","-.207254",".0285308","-7.264232","3.75e-13",".1437196",".0147194","9.763956","0",".0385067",".0139642","2.757528",".005824"
"stateyrv91","-.1797597",".0282067","-6.372949","1.85e-10","-.2012788",".0281516","-7.149813","8.69e-13",".1223135",".0144204","8.481972","0","-.0222674",".0160238","-1.389643",".1646374"
"stateyrv92","-.1773819",".027984","-6.338683","2.32e-10","-.1696598",".028254","-6.004816","1.92e-09",".1073565",".0207857","5.164919","2.41e-07","0",".",".","."
"stateyrv93","-.1925345",".0319236","-6.031113","1.63e-09","-.2226869",".0309174","-7.202642","5.91e-13","-.0202638",".0150664","-1.344968",".1786357","","","",""
"stateyrv94","-.1639142",".0287937","-5.692707","1.25e-08","-.1838142",".0283354","-6.487095","8.75e-11",".0418037",".01446","2.89099",".0038403","","","",""
"stateyrv95","-.180133",".0447096","-4.02896",".000056","-.2796165",".0346608","-8.067219","6.66e-16","-.0198058",".0164286","-1.205567",".2279844","","","",""
"stateyrv96","-.1935127",".0281517","-6.873915","6.25e-12","-.113396",".0293875","-3.858641",".000114","0",".",".",".","","","",""
"stateyrv97","-.1736216",".0282273","-6.150848","7.71e-10","-.2087312",".0279905","-7.45722","8.84e-14","","","","","","","",""
"stateyrv98","-.225879",".0307855","-7.337182","2.18e-13","-.2173474",".0312736","-6.94987","3.66e-12","","","","","","","",""
"stateyrv99","-.2175927",".0343717","-6.330581","2.44e-10","-.2250271",".0349683","-6.435168","1.23e-10","","","","","","","",""
"stateyrv100","-.2090821",".0283788","-7.367549","1.74e-13","-.0862353",".0284542","-3.030669",".0024401","","","","","","","",""
"stateyrv101","-.2080537",".028437","-7.316298","2.55e-13","-.2287652",".0327025","-6.995336","2.65e-12","","","","","","","",""
"stateyrv102","-.2023697",".0280279","-7.220299","5.19e-13","-.192062",".0298337","-6.437748","1.21e-10","","","","","","","",""
"stateyrv103","-.1711642",".028148","-6.080862","1.20e-09","-.1848134",".0339979","-5.43602","5.45e-08","","","","","","","",""
"stateyrv104","-.2198923",".0306321","-7.178496","7.05e-13","-.2002894",".0293521","-6.823685","8.87e-12","","","","","","","",""
"stateyrv105","-.183698",".028205","-6.512959","7.37e-11","-.1662814",".0292743","-5.680116","1.35e-08","","","","","","","",""
"stateyrv106","-.2743749",".0341554","-8.033136","8.88e-16","-.2542755",".0857357","-2.965806",".0030189","","","","","","","",""
"stateyrv107","-.116086",".0293269","-3.958341",".0000755","-.2069611",".0297237","-6.962822","3.34e-12","","","","","","","",""
"stateyrv108","-.2094404",".0279316","-7.49832","6.46e-14","-.205506",".0302778","-6.787351","1.14e-11","","","","","","","",""
"stateyrv109","-.2174606",".0311961","-6.970759","3.15e-12","-.1942132",".0342191","-5.675573","1.38e-08","","","","","","","",""
"stateyrv110","-.2258344",".0350676","-6.439978","1.19e-10","-.2047121",".0387202","-5.286961","1.24e-07","","","","","","","",""
"stateyrv111","-.086381",".0283164","-3.050569",".0022841","-.1614484",".028878","-5.590711","2.26e-08","","","","","","","",""
"stateyrv112","-.2247684",".032436","-6.929597","4.22e-12","-.1495498",".0292022","-5.121182","3.04e-07","","","","","","","",""
"stateyrv113","-.1898477",".0297533","-6.38073","1.76e-10","-.1566501",".0282031","-5.554352","2.79e-08","","","","","","","",""
"stateyrv114","-.1798941",".033736","-5.33241","9.69e-08","-.1250602",".0279575","-4.473224","7.70e-06","","","","","","","",""
"stateyrv115","-.1985001",".0291885","-6.800622","1.04e-11","-.1153983",".0286593","-4.026557",".0000566","","","","","","","",""
"stateyrv116","-.1644523",".0291771","-5.636345","1.74e-08","-.1539592",".0286276","-5.377999","7.53e-08","","","","","","","",""
"stateyrv117","-.2323781",".0841253","-2.762286",".0057398","-.0179828",".0656028","-.2741172",".7839946","","","","","","","",""
"stateyrv118","-.20464",".0295338","-6.929005","4.24e-12","-.1882954",".0283858","-6.633431","3.28e-11","","","","","","","",""
"stateyrv119","-.2026306",".0300333","-6.746867","1.51e-11","-.1571631",".0286881","-5.478347","4.29e-08","","","","","","","",""
"stateyrv120","-.192307",".0338912","-5.674249","1.39e-08","-.1475693",".0324652","-4.545459","5.48e-06","","","","","","","",""
"stateyrv121","-.2035124",".0381326","-5.336971","9.45e-08","-.1519963",".0385536","-3.942472",".0000806","","","","","","","",""
"stateyrv122","-.1604683",".0287482","-5.581856","2.38e-08","-.1302207",".0302863","-4.29966",".0000171","","","","","","","",""
"stateyrv123","-.1510631",".0291152","-5.18846","2.12e-07","-.1524256",".0302182","-5.044163","4.56e-07","","","","","","","",""
"stateyrv124","-.1580579",".0280775","-5.629343","1.81e-08","-.1798825",".0285589","-6.298652","3.00e-10","","","","","","","",""
"stateyrv125","-.1257264",".0278504","-4.514341","6.35e-06","-.1338666",".0287321","-4.65913","3.18e-06","","","","","","","",""
"stateyrv126","-.1157712",".0284915","-4.063361",".0000484","-.1505949",".0348153","-4.325543",".0000152","","","","","","","",""
"stateyrv127","-.153453",".0284316","-5.397266","6.77e-08","-.1723543",".0402175","-4.285559",".0000182","","","","","","","",""
"stateyrv128","-.0342284",".0650941","-.5258305",".599006","-.134833",".033027","-4.082511",".0000446","","","","","","","",""
"stateyrv129","-.1895788",".0283008","-6.698703","2.10e-11","-.1967186",".0281281","-6.99367","2.68e-12","","","","","","","",""
"stateyrv130","-.1592846",".0286841","-5.553065","2.81e-08","-.1709843",".0285076","-5.997859","2.00e-09","","","","","","","",""
"stateyrv131","-.1475274",".0324256","-4.549719","5.37e-06","-.1469992",".0319137","-4.606149","4.10e-06","","","","","","","",""
"stateyrv132","-.1496825",".037785","-3.961421",".0000745","-.1871824",".0428014","-4.373273",".0000122","","","","","","","",""
"stateyrv133","-.1287964",".0300895","-4.280438",".0000187","-.0838021",".0301652","-2.778102",".0054677","","","","","","","",""
"stateyrv134","-.1518316",".0300843","-5.046867","4.49e-07","-.0701582",".0300476","-2.334905",".0195484","","","","","","","",""
"stateyrv135","-.1788578",".02847","-6.28233","3.34e-10","-.135445",".0282529","-4.794017","1.63e-06","","","","","","","",""
"stateyrv136","-.1325562",".0285844","-4.637356","3.53e-06","-.1089833",".0280722","-3.882245",".0001035","","","","","","","",""
"stateyrv137","-.1478576",".0346106","-4.272036",".0000194","-.0830232",".0316046","-2.626933",".0086158","","","","","","","",""
"stateyrv138","-.1709934",".0398435","-4.29163",".0000177","-.1096209",".0286897","-3.820916",".000133","","","","","","","",""
"stateyrv139","-.1344316",".0326908","-4.112216",".0000392","-.1014007",".0336511","-3.013292",".0025843","","","","","","","",""
"stateyrv140","-.1970919",".0280227","-7.033307","2.02e-12","-.1885555",".0301082","-6.26259","3.79e-10","","","","","","","",""
"stateyrv141","-.1697369",".0283829","-5.980258","2.23e-09","-.1191224",".0280967","-4.239732",".0000224","","","","","","","",""
"stateyrv142","-.1464115",".0318754","-4.593246","4.36e-06","-.0958167",".0312498","-3.066156",".0021683","","","","","","","",""
"stateyrv143","-.184963",".0427679","-4.324812",".0000153","-.0207598",".0346128","-.5997741",".5486568","","","","","","","",""
"stateyrv144","-.085135",".0301449","-2.824197",".0047399","-.0763304",".0298874","-2.553935",".0106513","","","","","","","",""
"stateyrv145","-.0691354",".0299006","-2.312174",".0207681","-.0379507",".0296888","-1.278285",".2011491","","","","","","","",""
"stateyrv146","-.1351074",".0281308","-4.802831","1.56e-06","-.0828074",".0286509","-2.890216",".0038498","","","","","","","",""
"stateyrv147","-.1089809",".027936","-3.901099",".0000958","-.0576477",".0297422","-1.938248",".052593","","","","","","","",""
"stateyrv148","-.0828111",".0314661","-2.631756",".0084945","-.0345806",".0293297","-1.179031",".238386","","","","","","","",""
"stateyrv149","-.1096015",".0285908","-3.833448",".0001264","-.0721979",".0286066","-2.523816",".0116089","","","","","","","",""
"stateyrv150","-.1000418",".0333523","-2.999545",".0027038","-.1717765",".0367439","-4.674961","2.94e-06","","","","","","","",""
"stateyrv151","-.1859411",".0299077","-6.217169","5.06e-10","-.14829",".028653","-5.175366","2.27e-07","","","","","","","",""
"stateyrv152","-.1187922",".0279945","-4.243413",".000022","-.084657",".0280093","-3.022463",".0025073","","","","","","","",""
"stateyrv153","-.0954917",".0312485","-3.055885",".002244","-.0410321",".0330193","-1.242671",".2139893","","","","","","","",""
"stateyrv154","-.0189633",".0346102","-.5479105",".5837534","-.0016003",".065713","-.0243536",".9805706","","","","","","","",""
"stateyrv155","-.0771656",".0297446","-2.594272",".0094792","-.2210346",".0289289","-7.640627","2.15e-14","","","","","","","",""
"stateyrv156","-.039915",".0296171","-1.347699",".1777551","-.0824411",".0293771","-2.8063",".0050114","","","","","","","",""
"stateyrv157","-.084835",".0285179","-2.9748",".0029318","-.140997",".028613","-4.92773","8.32e-07","","","","","","","",""
"stateyrv158","-.0609577",".0296696","-2.054554",".0399221","-.1338882",".0280213","-4.778092","1.77e-06","","","","","","","",""
"stateyrv159","-.0342005",".029228","-1.170128",".2419496","-.0652725",".0338699","-1.927155",".0539603","","","","","","","",""
"stateyrv160","-.0733984",".028474","-2.577738",".0099449","-.1089664",".0284913","-3.82455",".000131","","","","","","","",""
"stateyrv161","-.175195",".0366261","-4.783333","1.72e-06","-.0750202",".0304264","-2.465627",".0136774","","","","","","","",""
"stateyrv162","-.149853",".0285583","-5.247274","1.54e-07","-.1454995",".0289337","-5.028722","4.94e-07","","","","","","","",""
"stateyrv163","-.0857156",".0279241","-3.06959",".0021435","-.1338428",".028017","-4.777196","1.78e-06","","","","","","","",""
"stateyrv164","-.0431745",".033185","-1.301025",".1932498","-.0454627",".0357072","-1.273208",".2029443","","","","","","","",""
